slot_index,hour_index,day_ahead_price_eur_per_mwh,capacity_price_eur_per_mw,activation_price_eur_per_mwh,shortfall_price_eur_per_mwh,charge_mw,discharge_mw,reserve_commitment_mw,recovery_power_mw,required_activation_mwh,delivered_activation_mwh,undelivered_activation_mwh,soc_plan_start_mwh,soc_plan_end_mwh,soc_realised_start_mwh,soc_realised_end_mwh,energy_eur,capacity_eur,activation_eur,shortfall_cost_eur,recovery_cost_eur,total_eur,delivery_day,strategy,chi,fallback,timestamp_utc,timestamp_local,local_hour
0,0,97.68,0.54,176.42,75.94,0.703602620871,0,3.13405952709,0.683849357348,0.653138005445,0.653137005445,9.99999999363e-07,4.4,4.56217239108,4.4,4.01136533184,-17.1819760017,0.423098036157,115.226430501,7.59399999516e-05,12.9828800493,85.4845965459,2026-01-28,B3_pooled_gaussian,0.5,0,2026-01-27T23:00:00Z,2026-01-28 00:00:00+01:00,0
1,0,99.989998,0.54,885.78,85.15,0,0,3.13405952709,0.187729991249,0.953067502188,0.953067502188,0,4.56217239108,4.56217239108,4.01136533184,3.02088810894,0,0.423098036157,844.208132088,0,3.99630218872,840.634927935,2026-01-28,B3_pooled_gaussian,0.5,0,2026-01-27T23:15:00Z,2026-01-28 00:15:00+01:00,0
2,0,95.190002,0.54,109.93,109.93,0.40500441335,0,3.13405952709,1.23705819408,0.165791748983,0.165791748983,0,4.56217239108,4.65552129594,3.02088810894,3.21953843916,-9.63809272921,0.423098036157,18.2254869657,0,33.9974518188,-24.9869595461,2026-01-28,B3_pooled_gaussian,0.5,0,2026-01-27T23:30:00Z,2026-01-28 00:30:00+01:00,0
3,0,94.199997,0.54,0,94.68,0,0,3.13405952709,4,0,0,0,4.65552129594,4.65552129594,3.21953843916,4.14149288489,0,0.423098036157,0,0,94.68,-94.2569019638,2026-01-28,B3_pooled_gaussian,0.5,0,2026-01-27T23:45:00Z,2026-01-28 00:45:00+01:00,0
4,1,100.419998,0.67,240.35,100.42,0,0,2.82985268596,0,0.597664887274,0.597664887274,0,4.65552129594,4.65552129594,4.14149288489,3.4932342968,0,0.474000324898,143.648755656,0,0,144.122755981,2026-01-28,B3_pooled_gaussian,0.5,0,2026-01-28T00:00:00Z,2026-01-28 01:00:00+01:00,1
5,1,97.849998,0.67,131.57,97.85,0.279703716856,0,2.82985268596,1.17879772348,0.629076252088,0.629076252088,0,4.65552129594,4.71998981725,3.4932342968,3.14707327171,-6.84225203374,0.474000324898,82.7675624873,0,28.8363393107,47.5629714677,2026-01-28,B3_pooled_gaussian,0.5,0,2026-01-28T00:15:00Z,2026-01-28 01:15:00+01:00,1
6,1,95.099998,0.67,89.29,100,0,0,2.82985268596,0,0.0871594627275,0.0871594627275,0,4.71998981725,4.71998981725,3.14707327171,3.05253556095,0,0.474000324898,7.78246842694,0,0,8.25646875184,2026-01-28,B3_pooled_gaussian,0.5,0,2026-01-28T00:30:00Z,2026-01-28 01:30:00+01:00,1
7,1,95.68,0.67,85,95.68,0,0,2.82985268596,3.98528476603,0.00367880849175,0.00367880849175,0,4.71998981725,4.71998981725,3.05253556095,3.96710808478,0,0.474000324898,0.312698721798,0,95.3280116035,-94.5413125568,2026-01-28,B3_pooled_gaussian,0.5,0,2026-01-28T00:45:00Z,2026-01-28 01:45:00+01:00,1
8,2,100.089996,0.67,138.45,138.45,0.563344761885,0,3.43665523812,0,0.401744997336,0.401744997336,0,4.71998981725,4.84983436918,3.96710808478,3.66119900572,-14.0962937409,0.575639752384,55.6215948811,0,0,42.1009408926,2026-01-28,B3_pooled_gaussian,0.5,0,2026-01-28T01:00:00Z,2026-01-28 02:00:00+01:00,2
9,2,97.080002,0.67,130.02,130.02,0.287983704342,0,3.43665523812,0,0.29933267124,0.29933267124,0,4.84983436918,4.91621133331,3.66119900572,3.40290410279,-6.98936464837,0.575639752384,38.9192339146,0,0,32.5055090186,2026-01-28,B3_pooled_gaussian,0.5,0,2026-01-28T01:15:00Z,2026-01-28 02:15:00+01:00,2
10,2,95.75,0.67,115.53,83.03,0,0,3.43665523812,1.67061875811,0.0556738148575,0.0556738148575,0,4.91621133331,4.91621133331,3.40290410279,3.72757596985,0,0.575639752384,6.43199583048,0,34.6778688714,-27.6702332885,2026-01-28,B3_pooled_gaussian,0.5,0,2026-01-28T01:30:00Z,2026-01-28 02:30:00+01:00,2
11,2,96.099998,0.67,69.4,87.66,0,0,3.43665523812,0,0.00137466209525,0.00137466209525,0,4.91621133331,4.91621133331,3.72757596985,3.72608493946,0,0.575639752384,0.0954015494101,0,0,0.671041301794,2026-01-28,B3_pooled_gaussian,0.5,0,2026-01-28T01:45:00Z,2026-01-28 02:45:00+01:00,2
12,3,96,0.67,0,82.83,0,0,2.87902241566,0,0,0,0,4.91621133331,4.91621133331,3.72608493946,3.72608493946,0,0.482236254623,0,0,0,0.482236254623,2026-01-28,B3_pooled_gaussian,0.5,0,2026-01-28T02:00:00Z,2026-01-28 03:00:00+01:00,3
13,3,98.440002,0.67,0,98.44,1.09713169507,0,2.87902241566,0,0,0,0,4.91621133331,5.16908769426,3.72608493946,3.97896130041,-27.0004115641,0.482236254623,0,0,0,-26.5181753095,2026-01-28,B3_pooled_gaussian,0.5,0,2026-01-28T02:15:00Z,2026-01-28 03:15:00+01:00,3
14,3,96.82,0.67,0,76.8,1.12097758434,0,2.87902241566,0,0,0,0,5.16908769426,5.42746026112,3.97896130041,4.23733386727,-27.133262429,0.482236254623,0,0,0,-26.6510261744,2026-01-28,B3_pooled_gaussian,0.5,0,2026-01-28T02:30:00Z,2026-01-28 03:30:00+01:00,3
