slot_index,hour_index,day_ahead_price_eur_per_mwh,capacity_price_eur_per_mw,activation_price_eur_per_mwh,shortfall_price_eur_per_mwh,charge_mw,discharge_mw,reserve_commitment_mw,recovery_power_mw,required_activation_mwh,delivered_activation_mwh,undelivered_activation_mwh,soc_plan_start_mwh,soc_plan_end_mwh,soc_realised_start_mwh,soc_realised_end_mwh,energy_eur,capacity_eur,activation_eur,shortfall_cost_eur,recovery_cost_eur,total_eur,delivery_day,strategy,chi,fallback,timestamp_utc,timestamp_local,local_hour
0,0,97.68,0.54,176.42,75.94,0.460597505097,0,1.79355556936,2.04429857228,0.373776980656,0.373775980656,1.00000000114e-06,4.4,4.50616247938,4.4,4.57193304563,-11.2477910745,0.242130001864,65.9415585073,7.59400000865e-05,38.8110083947,16.1248130999,2026-01-28,B3_hist_paired,0,0,2026-01-27T23:00:00Z,2026-01-28 00:00:00+01:00,0
1,0,99.989998,0.54,885.78,85.15,0,0,1.79355556936,1.81831900542,0.545420248644,0.545420248644,0,4.50616247938,4.50616247938,4.57193304563,4.39944354712,0,0.242130001864,483.122347844,0,38.707465828,444.657012018,2026-01-28,B3_hist_paired,0,0,2026-01-27T23:15:00Z,2026-01-28 00:15:00+01:00,0
2,0,95.190002,0.54,109.93,109.93,0,0,1.79355556936,0,0.0948790896194,0.0948790896194,0,4.50616247938,4.50616247938,4.39944354712,4.29653272538,0,0.242130001864,10.4300583219,0,0,10.6721883237,2026-01-28,B3_hist_paired,0,0,2026-01-27T23:30:00Z,2026-01-28 00:30:00+01:00,0
3,0,94.199997,0.54,0,94.68,0,0,1.79355556936,3.45917867842,0,0,0,4.50616247938,4.50616247938,4.29653272538,5.09383401567,0,0.242130001864,0,0,81.8787593182,-81.6366293163,2026-01-28,B3_hist_paired,0,0,2026-01-27T23:45:00Z,2026-01-28 00:45:00+01:00,0
4,1,100.419998,0.67,240.35,100.42,2.26823269542,0,1.73176730458,0,0.365749254728,0.365749254728,0,4.50616247938,5.02896428375,5.09383401567,5.21992505366,-56.9439806843,0.290071023518,87.9078333739,0,0,31.2539237132,2026-01-28,B3_hist_paired,0,0,2026-01-28T00:00:00Z,2026-01-28 01:00:00+01:00,1
5,1,97.849998,0.67,131.57,97.85,0.450016431846,0,1.73176730458,0,0.384971871809,0.384971871809,0,5.02896428375,5.13268794625,5.21992505366,4.90608809417,-11.008526739,0.290071023518,50.6507491739,0,0,39.9322934584,2026-01-28,B3_hist_paired,0,0,2026-01-28T00:15:00Z,2026-01-28 01:15:00+01:00,1
6,1,95.099998,0.67,89.29,100,0,0,1.73176730458,0,0.0533384329812,0.0533384329812,0,5.13268794625,5.13268794625,4.90608809417,4.84823444074,0,0.290071023518,4.76258868089,0,0,5.05265970441,2026-01-28,B3_hist_paired,0,0,2026-01-28T00:30:00Z,2026-01-28 01:30:00+01:00,1
7,1,95.68,0.67,85,95.68,0,0,1.73176730458,0,0.00225129749596,0.00225129749596,0,5.13268794625,5.13268794625,4.84823444074,4.84579256575,0,0.290071023518,0.191360287157,0,0,0.481431310675,2026-01-28,B3_hist_paired,0,0,2026-01-28T00:45:00Z,2026-01-28 01:45:00+01:00,1
8,2,100.089996,0.67,138.45,138.45,0,0,4,0,0.4676,0.4676,0,5.13268794625,5.13268794625,4.84579256575,4.33860915537,0,0.67,64.73922,0,0,65.40922,2026-01-28,B3_hist_paired,0,0,2026-01-28T01:00:00Z,2026-01-28 02:00:00+01:00,2
9,2,97.080002,0.67,130.02,130.02,-0,0,4,0,0.3484,0.3484,0,5.13268794625,5.13268794625,4.33860915537,3.96071629785,0,0.67,45.298968,0,0,45.968968,2026-01-28,B3_hist_paired,0,0,2026-01-28T01:15:00Z,2026-01-28 02:15:00+01:00,2
10,2,95.75,0.67,115.53,83.03,-0,0,4,1.94447058824,0.0648,0.0648,0,5.13268794625,5.13268794625,3.96071629785,4.33860915537,0,0.67,7.486344,0,40.3623482353,-32.2060042353,2026-01-28,B3_hist_paired,0,0,2026-01-28T01:30:00Z,2026-01-28 02:30:00+01:00,2
11,2,96.099998,0.67,69.4,87.66,-0,0,4,0,0.0016,0.0016,0,5.13268794625,5.13268794625,4.33860915537,4.33687371171,0,0.67,0.11104,0,0,0.78104,2026-01-28,B3_hist_paired,0,0,2026-01-28T01:45:00Z,2026-01-28 02:45:00+01:00,2
12,3,96,0.67,0,82.83,0.0625292580392,0,3.93747074196,0,0,0,0,5.13268794625,5.14710022811,4.33687371171,4.35128599357,-1.50070219294,0.659526349278,0,0,0,-0.841175843663,2026-01-28,B3_hist_paired,0,0,2026-01-28T02:00:00Z,2026-01-28 03:00:00+01:00,3
13,3,98.440002,0.67,0,98.44,0,0,3.93747074196,0,0,0,0,5.14710022811,5.14710022811,4.35128599357,4.35128599357,0,0.659526349278,0,0,0,0.659526349278,2026-01-28,B3_hist_paired,0,0,2026-01-28T02:15:00Z,2026-01-28 03:15:00+01:00,3
14,3,96.82,0.67,0,76.8,0.0625292580392,0,3.93747074196,0,0,0,0,5.14710022811,5.16151250997,4.35128599357,4.36569827543,-1.51352069084,0.659526349278,0,0,0,-0.853994341561,2026-01-28,B3_hist_paired,0,0,2026-01-28T02:30:00Z,2026-01-28 03:30:00+01:00,3
15,3,99.440002,0.67,0,73.46,0.0625292580392,0,3.93747074196,0.597353402353,0,0,0,5.16151250997,5.17592479183,4.36569827543,4.51779371353,-1.55447738612,0.659526349278,0,0,10.9703952342,-11.8653462711,2026-01-28,B3_hist_paired,0,0,2026-01-28T02:45:00Z,2026-01-28 03:45:00+01:00,3
16,4,95.610001,0.67,119.93,73.66,-0,0,4,0,0.0716,0.0716,0,5.17592479183,5.17592479183,4.51779371353,4.44013260963,0,0.67,8.586988,0,0,9.256988,2026-01-28,B3_hist_paired,0,0,2026-01-28T03:00:00Z,2026-01-28 04:00:00+01:00,4
17,4,96.379997,0.67,117.53,83.35,0,0,4,0,0.0936,0.0936,0,5.17592479183,5.17592479183,4.44013260963,4.33860915537,0,0.67,11.000808,0,0,11.670808,2026-01-28,B3_hist_paired,0,0,2026-01-28T03:15:00Z,2026-01-28 04:15:00+01:00,4
18,4,97.68,0.67,0,76.34,0,0,4,0,0,0,0,5.17592479183,5.17592479183,4.33860915537,4.33860915537,0,0.67,0,0,0,0.67,2026-01-28,B3_hist_paired,0,0,2026-01-28T03:30:00Z,2026-01-28 04:30:00+01:00,4
19,4,99.199997,0.67,98.36,45.5,0,0,4,3.9344,0.0164,0.0164,0,5.17592479183,5.17592479183,4.33860915537,5.22765525065,0,0.67,1.613104,0,44.7538,-42.470696,2026-01-28,B3_hist_paired,0,0,2026-01-28T03:45:00Z,2026-01-28 04:45:00+01:00,4
20,5,96.059998,3.35,0,60.05,0,0,4,0,0,0,0,5.17592479183,5.17592479183,5.22765525065,5.22765525065,0,3.35,0,0,0,3.35,2026-01-28,B3_hist_paired,0,0,2026-01-28T04:00:00Z,2026-01-28 05:00:00+01:00,5
21,5,97.5,3.35,0,39.73,0,0,4,4,0,0,0,5.17592479183,5.17592479183,5.22765525065,6.14960969638,0,3.35,0,0,39.73,-36.38,2026-01-28,B3_hist_paired,0,0,2026-01-28T04:15:00Z,2026-01-28 05:15:00+01:00,5
22,5,99.830002,3.35,123.23,58,0,0,4,1.30362025665,0.0756,0.0756,0,5.17592479183,5.17592479183,6.14960969638,6.36807960611,0,3.35,9.316188,0,18.9024937214,-6.23630572136,2026-01-28,B3_hist_paired,0,0,2026-01-28T04:30:00Z,2026-01-28 05:30:00+01:00,5
23,5,99.769997,3.35,117.94,50,-0,0,4,3.9104,0.0224,0.0224,0,5.17592479183,5.17592479183,6.36807960611,7.24508606098,0,3.35,2.641856,0,48.88,-42.888144,2026-01-28,B3_hist_paired,0,0,2026-01-28T04:45:00Z,2026-01-28 05:45:00+01:00,5
24,6,102.989998,13.26,174.18,43.25,0,0,3.25176809246,3.66701894733,0.083245263167,0.083245263167,0,5.17592479183,5.17592479183,7.24508606098,8.000000001,0,10.7796112265,14.4996599384,0,39.649642368,-14.3703712031,2026-01-28,B3_hist_paired,0,0,2026-01-28T05:00:00Z,2026-01-28 06:00:00+01:00,6
25,6,107.989998,13.26,131.38,60.26,0,0,3.25176809246,0.462133630081,0.0982033963923,0.0982033963923,0,5.17592479183,5.17592479183,8.000000001,8.000000001,0,10.7796112265,12.901962218,0,6.96204313718,16.7195303073,2026-01-28,B3_hist_paired,0,0,2026-01-28T05:15:00Z,2026-01-28 06:15:00+01:00,6
26,6,108.699997,13.26,173.35,68.3,0,0,3.25176809246,0,0.134623199028,0.134623199028,0,5.17592479183,5.17592479183,8.000000001,7.85398064001,0,10.7796112265,23.3369315515,0,0,34.116542778,2026-01-28,B3_hist_paired,0,0,2026-01-28T05:30:00Z,2026-01-28 06:30:00+01:00,6
27,6,116.449997,13.26,297.15,100,0,0,3.25176809246,0,0.256239325686,0.256239325686,0,5.17592479183,5.17592479183,7.85398064001,7.57605006885,0,10.7796112265,76.1415156275,0,0,86.921126854,2026-01-28,B3_hist_paired,0,0,2026-01-28T05:45:00Z,2026-01-28 06:45:00+01:00,6
28,7,123.010002,13.32,430.71,53.57,0,0,4,2.9024,0.2744,0.2744,0,5.17592479183,5.17592479183,7.57605006885,7.94739162654,0,13.32,118.186824,0,38.870392,92.636432,2026-01-28,B3_hist_paired,0,0,2026-01-28T06:00:00Z,2026-01-28 07:00:00+01:00,7
29,7,139.119995,13.32,208.67,64.74,0,0,4,1.28424717512,0.2244,0.2244,0,5.17592479183,5.17592479183,7.94739162654,8.000000001,0,13.32,46.825548,0,20.7855405294,39.3600074706,2026-01-28,B3_hist_paired,0,0,2026-01-28T06:15:00Z,2026-01-28 07:15:00+01:00,7
30,7,138.020004,13.32,169.09,80.78,0,0,4,0,0.0188,0.0188,0,5.17592479183,5.17592479183,8.000000001,7.97960853797,0,13.32,3.178892,0,0,16.498892,2026-01-28,B3_hist_paired,0,0,2026-01-28T06:30:00Z,2026-01-28 07:30:00+01:00,7
31,7,153.419998,13.32,167.93,81.83,0,0,4,0,0.0388,0.0388,0,5.17592479183,5.17592479183,7.97960853797,7.93752402915,0,13.32,6.515684,0,0,19.835684,2026-01-28,B3_hist_paired,0,0,2026-01-28T06:45:00Z,2026-01-28 07:45:00+01:00,7
