slot_index,hour_index,day_ahead_price_eur_per_mwh,capacity_price_eur_per_mw,activation_price_eur_per_mwh,shortfall_price_eur_per_mwh,charge_mw,discharge_mw,reserve_commitment_mw,recovery_power_mw,required_activation_mwh,delivered_activation_mwh,undelivered_activation_mwh,soc_plan_start_mwh,soc_plan_end_mwh,soc_realised_start_mwh,soc_realised_end_mwh,energy_eur,capacity_eur,activation_eur,shortfall_cost_eur,recovery_cost_eur,total_eur,delivery_day,strategy,chi,fallback,timestamp_utc,timestamp_local,local_hour
0,0,97.68,0.54,176.42,75.94,0.563646792924,0,3.43635320708,0.571813173657,0.716136008355,0.716135008355,9.99999999474e-07,4.4,4.52991416664,4.4,3.88495311492,-13.7642546832,0.463907682955,126.340538174,7.593999996e-05,10.8558731019,102.184242132,2026-01-28,X06_rebuild,0,0,2026-01-27T23:00:00Z,2026-01-28 00:00:00+01:00,0
1,0,99.989998,0.54,885.78,85.15,0.563646792924,0,3.43635320708,0,1.04499501027,0.859088301769,0.185906708503,4.52991416664,4.65982833328,3.88495311492,3.08305518851,-14.0897604243,0.463907682955,760.963235941,15.829956229,0,731.507426971,2026-01-28,X06_rebuild,0,0,2026-01-27T23:15:00Z,2026-01-28 00:15:00+01:00,0
2,0,95.190002,0.54,109.93,109.93,0,0,3.43635320708,2.79490244082,0.181783084654,0.181783084654,0,4.65982833328,4.65982833328,3.08305518851,3.5300769323,0,0.463907682955,19.983414496,0,76.8109063298,-56.3635841508,2026-01-28,X06_rebuild,0,0,2026-01-27T23:30:00Z,2026-01-28 00:30:00+01:00,0
3,0,94.199997,0.54,0,94.68,0.563646792924,0,3.43635320708,0.291803017214,0,0,0,4.65982833328,4.78974249992,3.5300769323,3.72724837119,-13.2738815506,0.463907682955,0,0,6.90697741746,-19.7169512851,2026-01-28,X06_rebuild,0,0,2026-01-27T23:45:00Z,2026-01-28 00:45:00+01:00,0
4,1,100.419998,0.67,240.35,100.42,0,0,2.3866967074,0,0.504070344603,0.504070344603,0,4.78974249992,4.78974249992,3.72724837119,3.18050731805,0,0.39977169849,121.153307325,0,0,121.553079024,2026-01-28,X06_rebuild,0,0,2026-01-28T00:00:00Z,2026-01-28 01:00:00+01:00,1
5,1,97.849998,0.67,131.57,97.85,0,0,2.3866967074,0,0.530562678056,0.530562678056,0,4.78974249992,4.78974249992,3.18050731805,2.60503129479,0,0.39977169849,69.8061315518,0,0,70.2059032503,2026-01-28,X06_rebuild,0,0,2026-01-28T00:15:00Z,2026-01-28 01:15:00+01:00,1
6,1,95.099998,0.67,89.29,100,0.384281009108,0,2.3866967074,0,0.073510258588,0.073510258588,0,4.78974249992,4.87831489611,2.60503129479,2.61387062073,-9.13628079939,0.39977169849,6.56373098932,0,0,-2.17277811158,2026-01-28,X06_rebuild,0,0,2026-01-28T00:30:00Z,2026-01-28 01:30:00+01:00,1
7,1,95.68,0.67,85,95.68,1.54377157506,0,2.3866967074,0,0.00310270571962,0.00310270571962,0,4.87831489611,5.23413666281,2.61387062073,2.96632703057,-36.9270160755,0.39977169849,0.263729986168,0,0,-36.2635143909,2026-01-28,X06_rebuild,0,0,2026-01-28T00:45:00Z,2026-01-28 01:45:00+01:00,1
8,2,100.089996,0.67,138.45,138.45,0,0,-0,0,-0,0,-0,5.23413666281,5.23413666281,2.96632703057,2.96632703057,0,-0,0,-0,0,0,2026-01-28,X06_rebuild,0,0,2026-01-28T01:00:00Z,2026-01-28 02:00:00+01:00,2
9,2,97.080002,0.67,130.02,130.02,0,0,-0,0,-0,0,-0,5.23413666281,5.23413666281,2.96632703057,2.96632703057,0,-0,0,-0,0,0,2026-01-28,X06_rebuild,0,0,2026-01-28T01:15:00Z,2026-01-28 02:15:00+01:00,2
10,2,95.75,0.67,115.53,83.03,0,0,-0,0,-0,0,-0,5.23413666281,5.23413666281,2.96632703057,2.96632703057,0,-0,0,-0,0,0,2026-01-28,X06_rebuild,0,0,2026-01-28T01:30:00Z,2026-01-28 02:30:00+01:00,2
11,2,96.099998,0.67,69.4,87.66,0,0,-0,0,-0,0,-0,5.23413666281,5.23413666281,2.96632703057,2.96632703057,0,-0,0,-0,0,0,2026-01-28,X06_rebuild,0,0,2026-01-28T01:45:00Z,2026-01-28 02:45:00+01:00,2
12,3,96,0.67,0,82.83,4,0,-0,0,-0,0,-0,5.23413666281,6.15609110854,2.96632703057,3.8882814763,-96,-0,0,-0,0,-96,2026-01-28,X06_rebuild,0,0,2026-01-28T02:00:00Z,2026-01-28 03:00:00+01:00,3
13,3,98.440002,0.67,0,98.44,-0,0,-0,0,-0,0,-0,6.15609110854,6.15609110854,3.8882814763,3.8882814763,0,-0,0,-0,0,0,2026-01-28,X06_rebuild,0,0,2026-01-28T02:15:00Z,2026-01-28 03:15:00+01:00,3
14,3,96.82,0.67,0,76.8,4,0,-0,0,-0,0,-0,6.15609110854,7.07804555427,3.8882814763,4.81023592203,-96.82,-0,0,-0,0,-96.82,2026-01-28,X06_rebuild,0,0,2026-01-28T02:30:00Z,2026-01-28 03:30:00+01:00,3
15,3,99.440002,0.67,0,73.46,4,0,-0,0,-0,0,-0,7.07804555427,8,4.81023592203,5.73219036776,-99.440002,-0,0,-0,0,-99.440002,2026-01-28,X06_rebuild,0,0,2026-01-28T02:45:00Z,2026-01-28 03:45:00+01:00,3
16,4,95.610001,0.67,119.93,73.66,0,0,-0,0,-0,0,-0,8,8,5.73219036776,5.73219036776,0,-0,0,-0,0,0,2026-01-28,X06_rebuild,0,0,2026-01-28T03:00:00Z,2026-01-28 04:00:00+01:00,4
17,4,96.379997,0.67,117.53,83.35,0,0,-0,0,-0,0,-0,8,8,5.73219036776,5.73219036776,0,-0,0,-0,0,0,2026-01-28,X06_rebuild,0,0,2026-01-28T03:15:00Z,2026-01-28 04:15:00+01:00,4
18,4,97.68,0.67,0,76.34,0,0,-0,0,-0,0,-0,8,8,5.73219036776,5.73219036776,0,-0,0,-0,0,0,2026-01-28,X06_rebuild,0,0,2026-01-28T03:30:00Z,2026-01-28 04:30:00+01:00,4
19,4,99.199997,0.67,98.36,45.5,0,0,-0,2.30031611027,-0,0,-0,8,8,5.73219036776,6.26238703387,0,-0,0,-0,26.1660957543,-26.1660957543,2026-01-28,X06_rebuild,0,0,2026-01-28T03:45:00Z,2026-01-28 04:45:00+01:00,4
20,5,96.059998,3.35,0,60.05,0,0,4,0,0,0,0,8,8,6.26238703387,6.26238703387,0,3.35,0,0,0,3.35,2026-01-28,X06_rebuild,0,0,2026-01-28T04:00:00Z,2026-01-28 05:00:00+01:00,5
21,5,97.5,3.35,0,39.73,0,0,4,4,0,0,0,8,8,6.26238703387,7.1843414796,0,3.35,0,0,39.73,-36.38,2026-01-28,X06_rebuild,0,0,2026-01-28T04:15:00Z,2026-01-28 05:15:00+01:00,5
22,5,99.830002,3.35,123.23,58,0,0,4,0,0.0756,0.0756,0,8,8,7.1843414796,7.10234176655,0,3.35,9.316188,0,0,12.666188,2026-01-28,X06_rebuild,0,0,2026-01-28T04:30:00Z,2026-01-28 05:30:00+01:00,5
23,5,99.769997,3.35,117.94,50,0,0,4,0,0.0224,0.0224,0,8,8,7.10234176655,7.07804555527,0,3.35,2.641856,0,0,5.991856,2026-01-28,X06_rebuild,0,0,2026-01-28T04:45:00Z,2026-01-28 05:45:00+01:00,5
24,6,102.989998,13.26,174.18,43.25,0,0,-0,4,-0,0,-0,8,8,7.07804555527,8.000000001,0,-0,0,-0,43.25,-43.25,2026-01-28,X06_rebuild,0,0,2026-01-28T05:00:00Z,2026-01-28 06:00:00+01:00,6
25,6,107.989998,13.26,131.38,60.26,0,0,-0,0,-0,0,-0,8,8,8.000000001,8.000000001,0,-0,0,-0,0,0,2026-01-28,X06_rebuild,0,0,2026-01-28T05:15:00Z,2026-01-28 06:15:00+01:00,6
26,6,108.699997,13.26,173.35,68.3,0,0,-0,0,-0,0,-0,8,8,8.000000001,8.000000001,0,-0,0,-0,0,0,2026-01-28,X06_rebuild,0,0,2026-01-28T05:30:00Z,2026-01-28 06:30:00+01:00,6
27,6,116.449997,13.26,297.15,100,0,0,-0,0,-0,0,-0,8,8,8.000000001,8.000000001,0,-0,0,-0,0,0,2026-01-28,X06_rebuild,0,0,2026-01-28T05:45:00Z,2026-01-28 06:45:00+01:00,6
28,7,123.010002,13.32,430.71,53.57,0,0,4,1.29129411765,0.2744,0.2744,0,8,8,8.000000001,8.000000001,0,13.32,118.186824,0,17.2936564706,114.213167529,2026-01-28,X06_rebuild,0,0,2026-01-28T06:00:00Z,2026-01-28 07:00:00+01:00,7
29,7,139.119995,13.32,208.67,64.74,0,0,4,1.056,0.2244,0.2244,0,8,8,8.000000001,8.000000001,0,13.32,46.825548,0,17.09136,43.054188,2026-01-28,X06_rebuild,0,0,2026-01-28T06:15:00Z,2026-01-28 07:15:00+01:00,7
30,7,138.020004,13.32,169.09,80.78,0,0,4,0,0.0188,0.0188,0,8,8,8.000000001,7.97960853797,0,13.32,3.178892,0,0,16.498892,2026-01-28,X06_rebuild,0,0,2026-01-28T06:30:00Z,2026-01-28 07:30:00+01:00,7
31,7,153.419998,13.32,167.93,81.83,0,0,4,0,0.0388,0.0388,0,8,8,7.97960853797,7.93752402915,0,13.32,6.515684,0,0,19.835684,2026-01-28,X06_rebuild,0,0,2026-01-28T06:45:00Z,2026-01-28 07:45:00+01:00,7
32,8,158.279999,46.59,157.77,87.28,0,-0,4,0,0.0452,0.0452,0,8,8,7.93752402915,7.88849774568,-0,46.59,7.131204,0,0,53.721204,2026-01-28,X06_rebuild,0,0,2026-01-28T07:00:00Z,2026-01-28 08:00:00+01:00,8
