slot_index,hour_index,day_ahead_price_eur_per_mwh,capacity_price_eur_per_mw,activation_price_eur_per_mwh,shortfall_price_eur_per_mwh,charge_mw,discharge_mw,reserve_commitment_mw,recovery_power_mw,required_activation_mwh,delivered_activation_mwh,undelivered_activation_mwh,soc_plan_start_mwh,soc_plan_end_mwh,soc_realised_start_mwh,soc_realised_end_mwh,energy_eur,capacity_eur,activation_eur,shortfall_cost_eur,recovery_cost_eur,total_eur,delivery_day,strategy,chi,fallback,timestamp_utc,timestamp_local,local_hour
0,0,97.68,0.54,176.42,75.94,0.655968194341,0,3.22885857964,0.652459293673,0.672894127997,0.672893127997,9.99999998141e-07,4.4,4.55119319826,4.4,3.97172256328,-16.0187433058,0.435895908251,118.711805641,7.59399998589e-05,12.3869396904,90.7419426132,2026-01-28,B3_proxy_rho25,0,0,2026-01-27T23:00:00Z,2026-01-28 00:00:00+01:00,0
1,0,99.989998,0.54,885.78,85.15,0,0,3.22885857964,0.0724164237287,0.981895894068,0.981895894068,0,4.55119319826,4.55119319826,3.97172256328,2.92339809507,0,0.435895908251,869.743745047,0,1.54156462012,868.638076336,2026-01-28,B3_proxy_rho25,0,0,2026-01-27T23:15:00Z,2026-01-28 00:15:00+01:00,0
2,0,95.190002,0.54,109.93,109.93,0.702653830508,0,3.22885857964,1.8084930322,0.170806618863,0.170806618863,0,4.55119319826,4.71314690397,2.92339809507,3.31692305842,-16.7214048828,0.435895908251,18.7767716116,0,49.7019097575,-47.2106471205,2026-01-28,B3_proxy_rho25,0,0,2026-01-27T23:30:00Z,2026-01-28 00:30:00+01:00,0
3,0,94.199997,0.54,0,94.68,0,0,3.22885857964,4,0,0,0,4.71314690397,4.71314690397,3.31692305842,4.23887750415,0,0.435895908251,0,0,94.68,-94.2441040917,2026-01-28,B3_proxy_rho25,0,0,2026-01-27T23:45:00Z,2026-01-28 00:45:00+01:00,0
4,1,100.419998,0.67,240.35,100.42,1.18080490617,0,2.81919509383,0,0.595414003817,0.595414003817,0,4.71314690397,4.98530898716,4.23887750415,3.86522242515,-29.644106579,0.472215178216,143.107755817,0,0,113.935864417,2026-01-28,B3_proxy_rho25,0,0,2026-01-28T00:00:00Z,2026-01-28 01:00:00+01:00,1
5,1,97.849998,0.67,131.57,97.85,0,0,2.81919509383,0.289008227546,0.626707069358,0.626707069358,0,4.98530898716,4.98530898716,3.86522242515,3.25207627284,0,0.472215178216,82.4558491154,0,7.06986376633,75.8582005273,2026-01-28,B3_proxy_rho25,0,0,2026-01-28T00:15:00Z,2026-01-28 01:15:00+01:00,1
6,1,95.099998,0.67,89.29,100,0,0,2.81919509383,0,0.0868312088899,0.0868312088899,0,4.98530898716,4.98530898716,3.25207627284,3.15789460335,0,0.472215178216,7.75315864178,0,0,8.22537382,2026-01-28,B3_proxy_rho25,0,0,2026-01-28T00:30:00Z,2026-01-28 01:30:00+01:00,1
7,1,95.68,0.67,85,95.68,0,0,2.81919509383,3.98534018551,0.00366495362198,0.00366495362198,0,4.98530898716,4.98530898716,3.15789460335,4.07249492846,0,0.472215178216,0.311521057868,0,95.3293372374,-94.5456010014,2026-01-28,B3_proxy_rho25,0,0,2026-01-28T00:45:00Z,2026-01-28 01:45:00+01:00,1
8,2,100.089996,0.67,138.45,138.45,0,0,3.37963577989,0,0.395079422669,0.395079422669,0,4.98530898716,4.98530898716,4.07249492846,3.64397112829,0,0.566088993131,54.6987460685,0,0,55.2648350616,2026-01-28,B3_proxy_rho25,0,0,2026-01-28T01:00:00Z,2026-01-28 02:00:00+01:00,2
9,2,97.080002,0.67,130.02,130.02,0.0944018688504,0,3.37963577989,0,0.294366276428,0.294366276428,0,4.98530898716,5.00706754283,3.64397112829,3.3464446284,-2.2911334042,0.566088993131,38.2735032612,0,0,36.5484588501,2026-01-28,B3_proxy_rho25,0,0,2026-01-28T01:15:00Z,2026-01-28 02:15:00+01:00,2
10,2,95.75,0.67,115.53,83.03,0,0,3.37963577989,1.64290059323,0.0547500996342,0.0547500996342,0,5.00706754283,5.00706754283,3.3464446284,3.66572968396,0,0.566088993131,6.32527901073,0,34.1025090641,-27.2111410602,2026-01-28,B3_proxy_rho25,0,0,2026-01-28T01:30:00Z,2026-01-28 02:30:00+01:00,2
11,2,96.099998,0.67,69.4,87.66,0,0,3.37963577989,0,0.00135185431195,0.00135185431195,0,5.00706754283,5.00706754283,3.66572968396,3.66426339208,0,0.566088993131,0.0938186892496,0,0,0.659907682381,2026-01-28,B3_proxy_rho25,0,0,2026-01-28T01:45:00Z,2026-01-28 02:45:00+01:00,2
12,3,96,0.67,0,82.83,0.0611681044232,0,3.65690849406,1.25000633549,0,0,0,5.00706754283,5.02116609429,3.66426339208,3.96647416808,-1.46803450616,0.612532172755,0,0,25.8845061922,-26.7400085257,2026-01-28,B3_proxy_rho25,0,0,2026-01-28T02:00:00Z,2026-01-28 03:00:00+01:00,3
13,3,98.440002,0.67,0,98.44,0,0,3.65690849406,0,0,0,0,5.02116609429,5.02116609429,3.96647416808,3.96647416808,0,0.612532172755,0,0,0,0.612532172755,2026-01-28,B3_proxy_rho25,0,0,2026-01-28T02:15:00Z,2026-01-28 03:15:00+01:00,3
14,3,96.82,0.67,0,76.8,0,0,3.65690849406,0,0,0,0,5.02116609429,5.02116609429,3.96647416808,3.96647416808,0,0.612532172755,0,0,0,0.612532172755,2026-01-28,B3_proxy_rho25,0,0,2026-01-28T02:30:00Z,2026-01-28 03:30:00+01:00,3
15,3,99.440002,0.67,0,73.46,0.3001199755,0,3.65690849406,2.09184005247,0,0,0,5.02116609429,5.0903403307,3.96647416808,4.51779371353,-7.46098274099,0.612532172755,0,0,38.4166425636,-45.2650931318,2026-01-28,B3_proxy_rho25,0,0,2026-01-28T02:45:00Z,2026-01-28 03:45:00+01:00,3
16,4,95.610001,0.67,119.93,73.66,0,0,4,0,0.0716,0.0716,0,5.0903403307,5.0903403307,4.51779371353,4.44013260963,0,0.67,8.586988,0,0,9.256988,2026-01-28,B3_proxy_rho25,0,0,2026-01-28T03:00:00Z,2026-01-28 04:00:00+01:00,4
17,4,96.379997,0.67,117.53,83.35,0,0,4,0,0.0936,0.0936,0,5.0903403307,5.0903403307,4.44013260963,4.33860915537,0,0.67,11.000808,0,0,11.670808,2026-01-28,B3_proxy_rho25,0,0,2026-01-28T03:15:00Z,2026-01-28 04:15:00+01:00,4
18,4,97.68,0.67,0,76.34,0,0,4,0,0,0,0,5.0903403307,5.0903403307,4.33860915537,4.33860915537,0,0.67,0,0,0,0.67,2026-01-28,B3_proxy_rho25,0,0,2026-01-28T03:30:00Z,2026-01-28 04:30:00+01:00,4
19,4,99.199997,0.67,98.36,45.5,0,0,4,3.9344,0.0164,0.0164,0,5.0903403307,5.0903403307,4.33860915537,5.22765525065,0,0.67,1.613104,0,44.7538,-42.470696,2026-01-28,B3_proxy_rho25,0,0,2026-01-28T03:45:00Z,2026-01-28 04:45:00+01:00,4
20,5,96.059998,3.35,0,60.05,0,0,4,0,0,0,0,5.0903403307,5.0903403307,5.22765525065,5.22765525065,0,3.35,0,0,0,3.35,2026-01-28,B3_proxy_rho25,0,0,2026-01-28T04:00:00Z,2026-01-28 05:00:00+01:00,5
21,5,97.5,3.35,0,39.73,0,0,4,4,0,0,0,5.0903403307,5.0903403307,5.22765525065,6.14960969638,0,3.35,0,0,39.73,-36.38,2026-01-28,B3_proxy_rho25,0,0,2026-01-28T04:15:00Z,2026-01-28 05:15:00+01:00,5
22,5,99.830002,3.35,123.23,58,0,0,4,0,0.0756,0.0756,0,5.0903403307,5.0903403307,6.14960969638,6.06760998333,0,3.35,9.316188,0,0,12.666188,2026-01-28,B3_proxy_rho25,0,0,2026-01-28T04:30:00Z,2026-01-28 05:30:00+01:00,5
23,5,99.769997,3.35,117.94,50,-0,0,4,3.9104,0.0224,0.0224,0,5.0903403307,5.0903403307,6.06760998333,6.94461643819,0,3.35,2.641856,0,48.88,-42.888144,2026-01-28,B3_proxy_rho25,0,0,2026-01-28T04:45:00Z,2026-01-28 05:45:00+01:00,5
