slot_index,hour_index,day_ahead_price_eur_per_mwh,capacity_price_eur_per_mw,activation_price_eur_per_mwh,shortfall_price_eur_per_mwh,charge_mw,discharge_mw,reserve_commitment_mw,recovery_power_mw,required_activation_mwh,delivered_activation_mwh,undelivered_activation_mwh,soc_plan_start_mwh,soc_plan_end_mwh,soc_realised_start_mwh,soc_realised_end_mwh,energy_eur,capacity_eur,activation_eur,shortfall_cost_eur,recovery_cost_eur,total_eur,delivery_day,strategy,chi,fallback,timestamp_utc,timestamp_local,local_hour
0,0,97.68,0.54,176.42,75.94,0.150846605439,0,3.84915339456,2.26133256173,0.802163567426,0.396955208207,0.405208359219,4.4,4.43476842463,4.4,4.52542145152,-3.68367410482,0.519635708266,70.0308378319,30.7715227991,42.9313986845,-6.83612204822,2026-01-28,X14_rebuild,0,0,2026-01-27T23:00:00Z,2026-01-28 00:00:00+01:00,0
1,0,99.989998,0.54,885.78,85.15,0,0,3.84915339456,0,1.17052754729,1,0.170527547286,4.43476842463,4.43476842463,4.52542145152,3.44076916242,0,0.519635708266,885.78,14.5204206514,0,871.779215057,2026-01-28,X14_rebuild,0,0,2026-01-27T23:15:00Z,2026-01-28 00:15:00+01:00,0
2,0,95.190002,0.54,109.93,109.93,0,0,3.84915339456,3.18551043583,0.203620214572,0.203620214572,0,4.43476842463,4.43476842463,3.44076916242,3.95413590764,0,0.519635708266,22.3839701879,0,87.5457905527,-64.6421846565,2026-01-28,X14_rebuild,0,0,2026-01-27T23:30:00Z,2026-01-28 00:30:00+01:00,0
3,0,94.199997,0.54,0,94.68,0,0,3.84915339456,3.27960515126,0,0,0,4.43476842463,4.43476842463,3.95413590764,4.710047545,0,0.519635708266,0,0,77.6282539304,-77.1086182221,2026-01-28,X14_rebuild,0,0,2026-01-27T23:45:00Z,2026-01-28 00:45:00+01:00,0
4,1,100.419998,0.67,240.35,100.42,0,0,2.96554618222,0,0.626323353686,0.626323353686,0,4.43476842463,4.43476842463,4.710047545,4.03070448571,0,0.496728985523,150.536818058,0,0,151.033547044,2026-01-28,X14_rebuild,0,0,2026-01-28T00:00:00Z,2026-01-28 01:00:00+01:00,1
5,1,97.849998,0.67,131.57,97.85,0,0,2.96554618222,0,0.659240916309,0.659240916309,0,4.43476842463,4.43476842463,4.03070448571,3.31565731677,0,0.496728985523,86.7363273587,0,0,87.2330563442,2026-01-28,X14_rebuild,0,0,2026-01-28T00:15:00Z,2026-01-28 01:15:00+01:00,1
6,1,95.099998,0.67,89.29,100,0,0,2.96554618222,0,0.0913388224125,0.0913388224125,0,4.43476842463,4.43476842463,3.31565731677,3.21658645396,0,0.496728985523,8.15564345321,0,0,8.65237243874,2026-01-28,X14_rebuild,0,0,2026-01-28T00:30:00Z,2026-01-28 01:30:00+01:00,1
7,1,95.68,0.67,85,95.68,0,0,2.96554618222,0,0.00385521003689,0.00385521003689,0,4.43476842463,4.43476842463,3.21658645396,3.21240489157,0,0.496728985523,0.327692853136,0,0,0.824421838659,2026-01-28,X14_rebuild,0,0,2026-01-28T00:45:00Z,2026-01-28 01:45:00+01:00,1
8,2,100.089996,0.67,138.45,138.45,0,0,0.742589155318,0,0.0868086722567,0.0868086722567,0,4.43476842463,4.43476842463,3.21240489157,3.11824766649,0,0.124383683516,12.0186606739,0,0,12.1430443575,2026-01-28,X14_rebuild,0,0,2026-01-28T01:00:00Z,2026-01-28 02:00:00+01:00,2
9,2,97.080002,0.67,130.02,130.02,0,0,0.742589155318,0,0.0646795154282,0.0646795154282,0,4.43476842463,4.43476842463,3.11824766649,3.04809288203,0,0.124383683516,8.40963059598,0,0,8.53401427949,2026-01-28,X14_rebuild,0,0,2026-01-28T01:15:00Z,2026-01-28 02:15:00+01:00,2
