delivery_day,strategy,planned_profit_eur,base_terminal_soc_deviation_mwh,exclusivity_violations,energy_eur,capacity_eur,activation_eur,shortfall_cost_eur,schedule_gap_cost_eur,recovery_cost_eur,total_eur,committed_mw_hours,required_activation_mwh,delivered_activation_mwh,reserve_power_gap_mwh,reserve_energy_gap_mwh,day_ahead_gap_mwh,recovery_grid_mwh,max_committed_gross_power_mw,max_realised_gross_power_mw,slots_with_shortfall,slots_with_schedule_gap,activation_during_charge_slots,recovery_during_discharge_slots,recovery_during_activation_slots,recovery_overlap_slots,min_soc_mwh,max_soc_mwh,terminal_soc_mwh,terminal_soc_deviation_mwh,cycles,aggregation_quarter_total_eur,aggregation_hourly_total_eur,aggregation_cost_eur
2026-02-12,F08_LightGBM,1432.4646307429744,0.0,0,0.0,464.76,127.28125207000002,4.784999999058511e-05,0.0,59.76354054176471,532.2776636782353,68.0,1.0536,1.0535990000000002,0.0,9.999999998032416e-07,0.0,1.239528235294118,4.0,4.0,0,0,0,0,1,1,4.4,5.318049697488553,4.4,0.0,0.0,442.20623654923577,412.3048742068285,29.901362342407253
2026-02-13,F08_LightGBM,1010.9068009133392,0.0,0,55.336656139197316,247.39999999999998,71.6950405,0.00010253999999014135,0.0,11.126221661586685,363.30537243761063,60.0,0.544,0.5439990000000001,0.0,9.999999999038556e-07,0.0,0.6399988224447595,4.0,4.0,0,0,0,1,1,2,4.3160483867599835,8.0,4.399999999,-1.000000082740371e-09,0.4219544457292888,333.0319876036226,274.60135377929805,58.43063382432456
2026-02-14,F08_LightGBM,909.5240577635255,0.0,0,-4.47032294805274,692.8800000000001,425.72250574000014,2.6199999979301113e-05,0.0,102.67296224705883,1011.4591943448888,40.0,2.8820000000000006,2.8819990000000013,0.0,9.999999992099662e-07,0.0,3.390587058823529,4.0,4.0,0,0,0,0,5,5,4.290016733821743,8.0,4.3999999999999995,-8.881784197001252e-16,0.4219544457292888,735.8472706368924,688.0463582333653,47.80091240352715
2026-02-15,F08_LightGBM,665.6062769781184,0.0,0,-158.32363489241538,73.8,5560.4518138600015,627.9036748099994,0.0,613.4833762912724,4234.541127866314,40.0,11.98,10.810399000000006,1.1695999999999998,9.99999994644174e-07,0.0,12.718116470588235,4.0,4.0,2,0,0,1,15,16,3.84235991768227,8.000000001,4.399999999999995,-5.329070518200751e-15,0.4148795005781799,340.2676182641793,281.39586525392497,58.87175301025434
2026-02-16,F08_LightGBM,486.1850154779372,0.0,0,38.98065702061321,104.84,265.60498142000006,4.0159999987082194e-05,0.0,67.6091464000222,341.8164518805911,36.0,2.0684,2.0683990000000003,0.0,9.999999996783415e-07,0.0,2.4334105871506413,4.0,4.0,0,0,0,0,7,7,4.203027144300661,8.0,4.399999998999999,-1.0000009709187907e-09,0.4148795005781799,217.54682950901093,174.29089195632093,43.25593755269
2026-02-17,F08_LightGBM,363.6291965055078,8.881784197001252e-16,0,106.39209883521715,879.5600000000001,226.52980467000006,0.00010712999996554072,0.0,52.42499947474529,1160.0567969004717,20.0,1.4520000000000002,1.4519990000000005,0.0,9.999999996783415e-07,0.0,1.7082341165624066,4.0,4.0,0,0,0,0,0,0,0.0,8.0,4.399999999000001,-9.999991945619513e-10,0.9219544457292888,1137.8060024175509,1072.7211010636024,65.08490135394845
2026-02-18,F08_LightGBM,488.78721539263677,8.881784197001252e-16,0,349.2029933415901,814.4,1027.0829713399999,0.00012117000009092604,0.0,160.5501555719871,2030.135687939603,20.0,2.9036,2.9035989999999994,0.0,1.0000000007504006e-06,0.0,3.41599882352941,4.0,4.0,1,0,0,0,1,1,0.0,8.0,4.400000000000001,8.881784197001252e-16,0.9219544457292888,8241.524397405281,7997.424835266695,244.0995621385864
2026-02-19,F08_LightGBM,810.1768530082188,0.0,0,48.40903060525761,190.59999999999997,7934.709001090002,6.959999977018683e-05,0.0,774.1460930155167,7399.571869079744,40.0,8.52,8.519999000000004,0.0,9.999999966980866e-07,0.0,10.02352823420947,4.0,4.0,0,0,0,1,16,17,3.7555000837565755,8.0,4.399999999000002,-9.999983063835316e-10,0.4148795005781799,4198.875797871727,3647.7628315212582,551.1129663504685
2026-02-20,F08_LightGBM,352.0370208267613,1.7763568394002505e-15,0,80.87378373276931,92.16,0.0,0.0,0.0,0.0,173.0337837327693,16.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0,0,0,0,0,0,0.6507913734559692,8.0,4.400000000000002,1.7763568394002505e-15,0.8469544457292886,333.53932218607116,225.2570219068139,108.28230027925727
2026-02-21,F08_LightGBM,425.53091881182036,0.0,0,109.56978652429076,39.08,182.44246828,0.00010971999994833892,0.0,84.06776603155868,247.02437905273212,16.0,1.6828000000000003,1.6827990000000006,0.0,9.999999995291553e-07,0.0,1.9797635283271127,4.0,4.0,0,0,0,0,1,1,2.8702074961151256,8.0,4.399999999,-1.000000082740371e-09,0.4148795005781799,430.8057681892741,317.73180373973173,113.07396444954236
2026-02-22,F08_LightGBM,574.0468616112921,0.0,0,9.647751417814334,328.64,3955.569690288684,1926.3274149560186,0.0,722.5885045973423,1644.9415221531376,48.0,17.1068,11.441144383308735,3.2756,2.390055616691265,0.0,13.460169861631506,4.0,4.0,8,0,0,1,21,22,3.502210375591793,8.0,4.399999999,-1.000000082740371e-09,0.4148795005781799,1945.6037301623967,1832.1455000281533,113.45823013424342
2026-02-23,F08_LightGBM,909.9414337705837,0.0,0,100.7926428231211,221.16,2347.065619779999,4.016000004574138e-05,0.0,613.4768569906792,2055.541365452441,60.0,10.2692,10.269198999999999,0.0,1.0000000011389787e-06,0.0,12.08141058715064,4.0,4.0,1,0,0,0,15,15,4.273530017027524,8.0,4.399999999000002,-9.999983063835316e-10,0.42500000000000004,439.03056287468445,393.71566575692447,45.31489711775998
2026-02-24,F08_LightGBM,397.14136727233074,0.0,0,165.67294571362362,1059.76,1327.7254292500004,0.0001989699999104579,0.0,230.11857232776924,2323.039603665855,28.0,2.9808,2.980799,0.0,9.99999999549972e-07,0.0,3.506822351856524,4.0,4.0,0,0,0,0,1,1,3.6613908436268767,8.0,4.399999999,-1.000000082740371e-09,0.5,1797.6759181716818,1735.4452082647429,62.230709906938955
2026-02-25,F08_LightGBM,846.4576742601259,0.0,0,86.18049862892434,1112.44,525.4431265875699,0.0007026600002834923,0.0,87.57726186899488,1636.4856606874991,52.0,2.9962604305190292,2.996259430519029,0.0,1.000000000403456e-06,0.0,3.525011093643616,4.0,4.0,1,0,0,0,8,8,3.5580271849680267,8.0,4.399999999,-1.000000082740371e-09,0.4219544457292888,1384.0414658297962,1310.2112309195152,73.83023491028098
2026-02-26,F08_LightGBM,782.6578456983265,0.0,0,-15.530065828936273,173.4,176.07090990431078,3.083000000217009e-05,0.0,12.720003646985441,321.22080959838905,52.0,1.5850760082405548,1.5850750082405547,0.0,1.000000000070389e-06,0.0,1.8647941262571779,4.0,4.0,1,0,0,0,3,3,3.843146613546086,8.000000001,4.399999999000001,-9.999991945619513e-10,0.4219544457292888,506.19218824233224,396.51902247333436,109.67316576899788
2026-02-27,F08_LightGBM,236.21395075490628,0.0,0,51.91895163365887,1101.52,52.15047667425196,5.383000000154791e-05,0.0,19.591603326748185,1185.9977711511626,12.0,0.5693296446052352,0.5693286446052351,0.0,1.0000000000287557e-06,0.0,0.6697984043332713,4.0,4.0,1,0,0,0,0,0,4.338609155373122,8.0,4.399999999,-1.000000082740371e-09,0.4219544457292888,3318.607965755418,3252.7092256190904,65.89874013632743
2026-02-28,F08_LightGBM,639.4418883097569,8.881784197001252e-16,0,-46.71126123685446,2038.1999999999998,6339.931044661041,10.859122000000028,0.0,240.83664263856224,8079.724018785624,48.0,8.62652517164038,8.371978717094922,0.25454545454545463,1.0000000010279564e-06,0.0,9.849386723824722,4.0,4.0,4,0,0,0,10,10,0.06139084362687708,8.0,4.399999997999999,-2.0000010536591617e-09,0.9219544457292888,8504.931704118164,8507.799110435424,-2.8674063172602473
2026-03-01,F08_LightGBM,1533.7043708268834,0.0,0,0.0,741.7200000000001,728.3969296626394,-4.844101122448973,0.0,-45.93899217671603,1520.9000229618046,68.0,7.680436420722135,7.318394604395603,0.3620408163265305,1.0000000011528565e-06,0.0,8.6098760051713,4.0,4.0,2,0,0,0,4,4,3.784351835646457,7.525268066569008,4.400000000000003,2.6645352591003757e-15,0.0,1363.9377990084809,1262.3141012053486,101.62369780313225
2026-03-02,F08_LightGBM,525.6825503913888,0.0,0,30.684547995309828,1448.44,56.35592931937073,0.00010854999999860212,0.0,5.308988377250209,1530.1713803874304,28.0,0.5761264261877692,0.5761254261877693,0.0,9.999999999871223e-07,0.0,0.6777946179597821,4.0,4.0,0,0,0,1,1,2,4.338609154373123,8.0,4.399999999,-1.000000082740371e-09,0.4219544457292888,2035.3214058630356,1946.5081938140345,88.8132120490011
2026-03-03,F08_LightGBM,1258.3559045859793,0.0,0,23.91312726345224,1955.8400000000001,364.55206182498387,3.14999999746358e-05,0.0,-202.34814760312324,2546.65330519156,60.0,2.988750217539372,2.9887492175393726,0.0,9.999999991947874e-07,0.0,3.5161755489616677,4.0,4.0,0,0,0,1,1,2,4.168861071130025,8.0,4.399999998999999,-1.0000009709187907e-09,0.4148795005781799,2578.3715500390135,2457.493378989697,120.87817104931673
2026-03-04,F08_LightGBM,1456.3593418272956,0.0,0,72.03282568968305,4010.0800000000004,4174.930974874242,0.32007833000007846,0.0,177.1484839404652,8079.575238293461,64.0,7.4468667068295415,7.441365706829539,0.00550000000000006,1.0000000022492017e-06,0.0,8.75454788930304,4.0,4.0,2,0,0,1,13,14,4.232855556186528,8.0,4.399999999,-1.000000082740371e-09,0.4219544457292888,8580.03996277166,8573.901455209585,6.138507562074665
2026-03-05,F08_LightGBM,1418.5753278159448,0.0,0,154.24839228271077,3845.88,993.0367134306971,2.3700000038012064e-05,0.0,382.5410218802954,4610.624060133112,60.0,7.1657033305013575,7.1657023305013565,0.0,1.0000000016038846e-06,0.0,8.430238035883947,4.0,4.0,1,0,0,0,10,10,4.146106033074604,8.0,4.3999999999999995,-8.881784197001252e-16,0.4219544457292888,4749.249925647245,4679.8962222909095,69.35370335633525
