arm,method_name,seed,target,evaluation_set,n_days,fit_window_empirical_resolution,extrapolated_quantile_levels,extrapolation_note,activation_positive_q99_note,quantile_level,exceedance_frequency,pressure_exceedance_frequency,n_valid,n_pressure
fb2_no_temporal,Gaussian-copula scenarios without temporal dependence,1,activation_volume,main_211,211,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,q99_often_equals_q97_5_endpoint_extension_not_estimate,0.99,0.0473933649289099,0.4378531073446328,5064,354
fb2_no_temporal,Gaussian-copula scenarios without temporal dependence,1,activation_price,main_211,211,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.95,0.0655737704918032,,4758,0
fb2_no_temporal,Gaussian-copula scenarios without temporal dependence,1,activation_price,main_211,211,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.99,0.0235393022278268,,4758,0
fb2_no_temporal,Gaussian-copula scenarios without temporal dependence,1,day_ahead_price,common_209,209,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.95,0.1417464114832536,,5016,0
fb2_no_temporal,Gaussian-copula scenarios without temporal dependence,1,day_ahead_price,common_209,209,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.99,0.1271929824561403,,5016,0
fb2_no_temporal,Gaussian-copula scenarios without temporal dependence,1,capacity_price,common_209,209,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.95,0.0717703349282296,0.4757834757834758,5016,351
fb2_no_temporal,Gaussian-copula scenarios without temporal dependence,1,capacity_price,common_209,209,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.99,0.048444976076555,0.3532763532763532,5016,351
fb2_no_temporal,Gaussian-copula scenarios without temporal dependence,1,activation_volume,common_209,209,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,q99_often_equals_q97_5_endpoint_extension_not_estimate,0.95,0.0679824561403508,0.5649717514124294,5016,354
fb2_no_temporal,Gaussian-copula scenarios without temporal dependence,1,activation_volume,common_209,209,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,q99_often_equals_q97_5_endpoint_extension_not_estimate,0.99,0.0472488038277511,0.4378531073446328,5016,354
fb2_no_temporal,Gaussian-copula scenarios without temporal dependence,1,activation_price,common_209,209,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.95,0.0651666312884737,,4711,0
fb2_no_temporal,Gaussian-copula scenarios without temporal dependence,1,activation_price,common_209,209,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.99,0.0235618764593504,,4711,0
x09_block_copula,Sequential block-copula scenarios,1,day_ahead_price,main_211,211,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.95,0.1323064770932069,,5064,0
x09_block_copula,Sequential block-copula scenarios,1,day_ahead_price,main_211,211,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.99,0.122432859399684,,5064,0
x09_block_copula,Sequential block-copula scenarios,1,capacity_price,main_211,211,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.95,0.0627962085308056,0.4117647058823529,5064,357
x09_block_copula,Sequential block-copula scenarios,1,capacity_price,main_211,211,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.99,0.0466034755134281,0.3137254901960784,5064,357
x09_block_copula,Sequential block-copula scenarios,1,activation_volume,main_211,211,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,q99_often_equals_q97_5_endpoint_extension_not_estimate,0.95,0.0576619273301737,0.5028248587570622,5064,354
x09_block_copula,Sequential block-copula scenarios,1,activation_volume,main_211,211,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,q99_often_equals_q97_5_endpoint_extension_not_estimate,0.99,0.0452211690363349,0.423728813559322,5064,354
x09_block_copula,Sequential block-copula scenarios,1,activation_price,main_211,211,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.95,0.0844892812105926,,4758,0
x09_block_copula,Sequential block-copula scenarios,1,activation_price,main_211,211,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.99,0.0315258511979823,,4758,0
x09_block_copula,Sequential block-copula scenarios,1,day_ahead_price,common_209,209,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.95,0.1329744816586922,,5016,0
x09_block_copula,Sequential block-copula scenarios,1,day_ahead_price,common_209,209,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.99,0.1234051036682615,,5016,0
x09_block_copula,Sequential block-copula scenarios,1,capacity_price,common_209,209,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.95,0.0614035087719298,0.4188034188034188,5016,351
x09_block_copula,Sequential block-copula scenarios,1,capacity_price,common_209,209,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.99,0.0450558213716108,0.3190883190883191,5016,351
x09_block_copula,Sequential block-copula scenarios,1,activation_volume,common_209,209,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,q99_often_equals_q97_5_endpoint_extension_not_estimate,0.95,0.057615629984051,0.5028248587570622,5016,354
x09_block_copula,Sequential block-copula scenarios,1,activation_volume,common_209,209,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,q99_often_equals_q97_5_endpoint_extension_not_estimate,0.99,0.0450558213716108,0.423728813559322,5016,354
x09_block_copula,Sequential block-copula scenarios,1,activation_price,common_209,209,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.95,0.0836340479728295,,4711,0
x09_block_copula,Sequential block-copula scenarios,1,activation_price,common_209,209,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.99,0.0314158352791339,,4711,0
fb2_plus_weather,Weather-augmented Gaussian-copula scenarios,1,day_ahead_price,common_209,209,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.95,0.2141148325358851,,5016,0
fb2_plus_weather,Weather-augmented Gaussian-copula scenarios,1,day_ahead_price,common_209,209,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.99,0.2087320574162679,,5016,0
fb2_plus_weather,Weather-augmented Gaussian-copula scenarios,1,capacity_price,common_209,209,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.95,0.0749601275917065,0.4074074074074074,5016,351
fb2_plus_weather,Weather-augmented Gaussian-copula scenarios,1,capacity_price,common_209,209,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.99,0.059609250398724,0.3504273504273504,5016,351
fb2_plus_weather,Weather-augmented Gaussian-copula scenarios,1,activation_volume,common_209,209,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,q99_often_equals_q97_5_endpoint_extension_not_estimate,0.95,0.0803429027113237,0.53954802259887,5016,354
fb2_plus_weather,Weather-augmented Gaussian-copula scenarios,1,activation_volume,common_209,209,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,q99_often_equals_q97_5_endpoint_extension_not_estimate,0.99,0.0669856459330143,0.4774011299435028,5016,354
fb2_plus_weather,Weather-augmented Gaussian-copula scenarios,1,activation_price,common_209,209,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.95,0.0734451284228401,,4711,0
fb2_plus_weather,Weather-augmented Gaussian-copula scenarios,1,activation_price,common_209,209,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.99,0.0244109530885162,,4711,0
climatology,Rolling climatological scenarios,2,day_ahead_price,main_211,211,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.95,0.2008293838862559,,5064,0
climatology,Rolling climatological scenarios,2,day_ahead_price,main_211,211,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.99,0.1220379146919431,,5064,0
climatology,Rolling climatological scenarios,2,capacity_price,main_211,211,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.95,0.0720774091627172,0.4425770308123249,5064,357
climatology,Rolling climatological scenarios,2,capacity_price,main_211,211,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.99,0.0308056872037914,0.238095238095238,5064,357
climatology,Rolling climatological scenarios,2,activation_volume,main_211,211,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,q99_often_equals_q97_5_endpoint_extension_not_estimate,0.95,0.0592417061611374,0.5706214689265536,5064,354
climatology,Rolling climatological scenarios,2,activation_volume,main_211,211,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,q99_often_equals_q97_5_endpoint_extension_not_estimate,0.99,0.028041074249605,0.3163841807909605,5064,354
climatology,Rolling climatological scenarios,2,activation_price,main_211,211,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.95,0.1025641025641025,,4758,0
climatology,Rolling climatological scenarios,2,activation_price,main_211,211,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.99,0.0359394703656998,,4758,0
climatology,Rolling climatological scenarios,2,day_ahead_price,common_209,209,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.95,0.2017543859649122,,5016,0
climatology,Rolling climatological scenarios,2,day_ahead_price,common_209,209,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.99,0.1226076555023923,,5016,0
climatology,Rolling climatological scenarios,2,capacity_price,common_209,209,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.95,0.0701754385964912,0.4444444444444444,5016,351
climatology,Rolling climatological scenarios,2,capacity_price,common_209,209,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.99,0.029505582137161,0.2393162393162393,5016,351
climatology,Rolling climatological scenarios,2,activation_volume,common_209,209,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,q99_often_equals_q97_5_endpoint_extension_not_estimate,0.95,0.0592105263157894,0.5706214689265536,5016,354
climatology,Rolling climatological scenarios,2,activation_volume,common_209,209,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,q99_often_equals_q97_5_endpoint_extension_not_estimate,0.99,0.0281100478468899,0.3163841807909605,5016,354
climatology,Rolling climatological scenarios,2,activation_price,common_209,209,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.95,0.1021014646571853,,4711,0
climatology,Rolling climatological scenarios,2,activation_price,common_209,209,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.99,0.0356612184249628,,4711,0
fb1_qr,Independent quantile-regression scenarios,2,day_ahead_price,main_211,211,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.95,0.1415876777251185,,5064,0
fb1_qr,Independent quantile-regression scenarios,2,day_ahead_price,main_211,211,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.99,0.1251974723538704,,5064,0
fb1_qr,Independent quantile-regression scenarios,2,capacity_price,main_211,211,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.95,0.0712875197472353,0.4761904761904761,5064,357
fb1_qr,Independent quantile-regression scenarios,2,capacity_price,main_211,211,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.99,0.0515402843601895,0.3669467787114845,5064,357
fb1_qr,Independent quantile-regression scenarios,2,activation_volume,main_211,211,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,q99_often_equals_q97_5_endpoint_extension_not_estimate,0.95,0.0639810426540284,0.53954802259887,5064,354
fb1_qr,Independent quantile-regression scenarios,2,activation_volume,main_211,211,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,q99_often_equals_q97_5_endpoint_extension_not_estimate,0.99,0.046998420221169,0.4435028248587571,5064,354
fb1_qr,Independent quantile-regression scenarios,2,activation_price,main_211,211,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.95,0.0647330811265237,,4758,0
fb1_qr,Independent quantile-regression scenarios,2,activation_price,main_211,211,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.99,0.0237494745691467,,4758,0
fb1_qr,Independent quantile-regression scenarios,2,day_ahead_price,common_209,209,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.95,0.1423444976076555,,5016,0
fb1_qr,Independent quantile-regression scenarios,2,day_ahead_price,common_209,209,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.99,0.1259968102073365,,5016,0
fb1_qr,Independent quantile-regression scenarios,2,capacity_price,common_209,209,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.95,0.0699760765550239,0.4843304843304843,5016,351
fb1_qr,Independent quantile-regression scenarios,2,capacity_price,common_209,209,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.99,0.0500398724082934,0.3732193732193732,5016,351
fb1_qr,Independent quantile-regression scenarios,2,activation_volume,common_209,209,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,q99_often_equals_q97_5_endpoint_extension_not_estimate,0.95,0.0639952153110047,0.53954802259887,5016,354
fb1_qr,Independent quantile-regression scenarios,2,activation_volume,common_209,209,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,q99_often_equals_q97_5_endpoint_extension_not_estimate,0.99,0.0468500797448165,0.4435028248587571,5016,354
fb1_qr,Independent quantile-regression scenarios,2,activation_price,common_209,209,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.95,0.0641052855020165,,4711,0
fb1_qr,Independent quantile-regression scenarios,2,activation_price,common_209,209,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.99,0.0237741456166419,,4711,0
hist_paired,Historical paired scenarios,2,day_ahead_price,main_211,211,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.95,0.1994470774091627,,5064,0
hist_paired,Historical paired scenarios,2,day_ahead_price,main_211,211,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.99,0.119865718799368,,5064,0
hist_paired,Historical paired scenarios,2,capacity_price,main_211,211,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.95,0.0710900473933649,0.4481792717086835,5064,357
hist_paired,Historical paired scenarios,2,capacity_price,main_211,211,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.99,0.0288309636650868,0.2296918767507002,5064,357
hist_paired,Historical paired scenarios,2,activation_volume,main_211,211,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,q99_often_equals_q97_5_endpoint_extension_not_estimate,0.95,0.0600315955766192,0.5480225988700564,5064,354
hist_paired,Historical paired scenarios,2,activation_volume,main_211,211,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,q99_often_equals_q97_5_endpoint_extension_not_estimate,0.99,0.0264612954186413,0.3022598870056497,5064,354
hist_paired,Historical paired scenarios,2,activation_price,main_211,211,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.95,0.1036149642707019,,4758,0
hist_paired,Historical paired scenarios,2,activation_price,main_211,211,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.99,0.0346784363177805,,4758,0
hist_paired,Historical paired scenarios,2,day_ahead_price,common_209,209,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.95,0.2003588516746411,,5016,0
hist_paired,Historical paired scenarios,2,day_ahead_price,common_209,209,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.99,0.1204146730462519,,5016,0
hist_paired,Historical paired scenarios,2,capacity_price,common_209,209,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.95,0.0695773524720893,0.452991452991453,5016,351
hist_paired,Historical paired scenarios,2,capacity_price,common_209,209,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.99,0.0277113237639553,0.2336182336182336,5016,351
hist_paired,Historical paired scenarios,2,activation_volume,common_209,209,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,q99_often_equals_q97_5_endpoint_extension_not_estimate,0.95,0.0600079744816586,0.5480225988700564,5016,354
hist_paired,Historical paired scenarios,2,activation_volume,common_209,209,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,q99_often_equals_q97_5_endpoint_extension_not_estimate,0.99,0.0265151515151515,0.3022598870056497,5016,354
hist_paired,Historical paired scenarios,2,activation_price,common_209,209,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.95,0.102950541286351,,4711,0
hist_paired,Historical paired scenarios,2,activation_price,common_209,209,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.99,0.0341753343239227,,4711,0
hist_independent,Historical independent scenarios,2,day_ahead_price,main_211,211,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.95,0.1992496050552922,,5064,0
hist_independent,Historical independent scenarios,2,day_ahead_price,main_211,211,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.99,0.1163112164296998,,5064,0
hist_independent,Historical independent scenarios,2,capacity_price,main_211,211,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.95,0.0718799368088467,0.4593837535014005,5064,357
hist_independent,Historical independent scenarios,2,capacity_price,main_211,211,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.99,0.0331753554502369,0.2773109243697479,5064,357
hist_independent,Historical independent scenarios,2,activation_volume,main_211,211,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,q99_often_equals_q97_5_endpoint_extension_not_estimate,0.95,0.063388625592417,0.5790960451977402,5064,354
hist_independent,Historical independent scenarios,2,activation_volume,main_211,211,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,q99_often_equals_q97_5_endpoint_extension_not_estimate,0.99,0.0266587677725118,0.288135593220339,5064,354
hist_independent,Historical independent scenarios,2,activation_price,main_211,211,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.95,0.105296343001261,,4758,0
hist_independent,Historical independent scenarios,2,activation_price,main_211,211,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.99,0.0359394703656998,,4758,0
hist_independent,Historical independent scenarios,2,day_ahead_price,common_209,209,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.95,0.2003588516746411,,5016,0
hist_independent,Historical independent scenarios,2,day_ahead_price,common_209,209,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.99,0.1170255183413078,,5016,0
hist_independent,Historical independent scenarios,2,capacity_price,common_209,209,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.95,0.0697767145135566,0.4615384615384615,5016,351
hist_independent,Historical independent scenarios,2,capacity_price,common_209,209,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.99,0.0314992025518341,0.2792022792022792,5016,351
hist_independent,Historical independent scenarios,2,activation_volume,common_209,209,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,q99_often_equals_q97_5_endpoint_extension_not_estimate,0.95,0.0631977671451355,0.5790960451977402,5016,354
hist_independent,Historical independent scenarios,2,activation_volume,common_209,209,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,q99_often_equals_q97_5_endpoint_extension_not_estimate,0.99,0.0269138755980861,0.288135593220339,5016,354
hist_independent,Historical independent scenarios,2,activation_price,common_209,209,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.95,0.1050732328592655,,4711,0
hist_independent,Historical independent scenarios,2,activation_price,common_209,209,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.99,0.0358734875822542,,4711,0
empirical_copula,Empirical-copula scenarios,2,day_ahead_price,main_211,211,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.95,0.1309241706161137,,5064,0
empirical_copula,Empirical-copula scenarios,2,day_ahead_price,main_211,211,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.99,0.1226303317535545,,5064,0
empirical_copula,Empirical-copula scenarios,2,capacity_price,main_211,211,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.95,0.0627962085308056,0.3809523809523809,5064,357
empirical_copula,Empirical-copula scenarios,2,capacity_price,main_211,211,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.99,0.0462085308056872,0.3193277310924369,5064,357
empirical_copula,Empirical-copula scenarios,2,activation_volume,main_211,211,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,q99_often_equals_q97_5_endpoint_extension_not_estimate,0.95,0.0574644549763033,0.5056497175141242,5064,354
empirical_copula,Empirical-copula scenarios,2,activation_volume,main_211,211,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,q99_often_equals_q97_5_endpoint_extension_not_estimate,0.99,0.0456161137440758,0.4293785310734463,5064,354
empirical_copula,Empirical-copula scenarios,2,activation_price,main_211,211,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.95,0.0834384195039932,,4758,0
empirical_copula,Empirical-copula scenarios,2,activation_price,main_211,211,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.99,0.0308953341740227,,4758,0
empirical_copula,Empirical-copula scenarios,2,day_ahead_price,common_209,209,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.95,0.1317783094098883,,5016,0
empirical_copula,Empirical-copula scenarios,2,day_ahead_price,common_209,209,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.99,0.1236044657097288,,5016,0
empirical_copula,Empirical-copula scenarios,2,capacity_price,common_209,209,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.95,0.0614035087719298,0.3874643874643874,5016,351
empirical_copula,Empirical-copula scenarios,2,capacity_price,common_209,209,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.99,0.0446570972886762,0.3247863247863248,5016,351
empirical_copula,Empirical-copula scenarios,2,activation_volume,common_209,209,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,q99_often_equals_q97_5_endpoint_extension_not_estimate,0.95,0.0574162679425837,0.5056497175141242,5016,354
empirical_copula,Empirical-copula scenarios,2,activation_volume,common_209,209,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,q99_often_equals_q97_5_endpoint_extension_not_estimate,0.99,0.0454545454545454,0.4293785310734463,5016,354
empirical_copula,Empirical-copula scenarios,2,activation_price,common_209,209,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.95,0.0827849713436637,,4711,0
empirical_copula,Empirical-copula scenarios,2,activation_price,common_209,209,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.99,0.0307790278072596,,4711,0
fb2_gate,Gate-conditioned Gaussian-copula scenarios,2,day_ahead_price,main_211,211,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.95,0.139218009478673,,5064,0
fb2_gate,Gate-conditioned Gaussian-copula scenarios,2,day_ahead_price,main_211,211,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.99,0.1248025276461295,,5064,0
fb2_gate,Gate-conditioned Gaussian-copula scenarios,2,capacity_price,main_211,211,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.95,0.0724723538704581,0.4761904761904761,5064,357
fb2_gate,Gate-conditioned Gaussian-copula scenarios,2,capacity_price,main_211,211,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.99,0.0511453396524486,0.3557422969187675,5064,357
fb2_gate,Gate-conditioned Gaussian-copula scenarios,2,activation_volume,main_211,211,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,q99_often_equals_q97_5_endpoint_extension_not_estimate,0.95,0.065955766192733,0.5621468926553672,5064,354
fb2_gate,Gate-conditioned Gaussian-copula scenarios,2,activation_volume,main_211,211,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,q99_often_equals_q97_5_endpoint_extension_not_estimate,0.99,0.0493680884676145,0.4604519774011299,5064,354
fb2_gate,Gate-conditioned Gaussian-copula scenarios,2,activation_price,main_211,211,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.95,0.0672551492223623,,4758,0
fb2_gate,Gate-conditioned Gaussian-copula scenarios,2,activation_price,main_211,211,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.99,0.0233291298865069,,4758,0
fb2_gate,Gate-conditioned Gaussian-copula scenarios,2,day_ahead_price,common_209,209,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.95,0.1401515151515151,,5016,0
