arm,method_name,seed,target,evaluation_set,n_days,fit_window_empirical_resolution,extrapolated_quantile_levels,extrapolation_note,activation_positive_q99_note,quantile_level,exceedance_frequency,pressure_exceedance_frequency,n_valid,n_pressure
fb2_gate,Gate-conditioned Gaussian-copula scenarios,2,day_ahead_price,common_209,209,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.99,0.1255980861244019,,5016,0
fb2_gate,Gate-conditioned Gaussian-copula scenarios,2,capacity_price,common_209,209,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.95,0.0709728867623604,0.4843304843304843,5016,351
fb2_gate,Gate-conditioned Gaussian-copula scenarios,2,capacity_price,common_209,209,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.99,0.0496411483253588,0.3618233618233618,5016,351
fb2_gate,Gate-conditioned Gaussian-copula scenarios,2,activation_volume,common_209,209,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,q99_often_equals_q97_5_endpoint_extension_not_estimate,0.95,0.0659888357256778,0.5621468926553672,5016,354
fb2_gate,Gate-conditioned Gaussian-copula scenarios,2,activation_volume,common_209,209,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,q99_often_equals_q97_5_endpoint_extension_not_estimate,0.99,0.0492424242424242,0.4604519774011299,5016,354
fb2_gate,Gate-conditioned Gaussian-copula scenarios,2,activation_price,common_209,209,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.95,0.0668647845468053,,4711,0
fb2_gate,Gate-conditioned Gaussian-copula scenarios,2,activation_price,common_209,209,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.99,0.023349607302059,,4711,0
fb2_no_cross_target,Gaussian-copula scenarios without cross-target dependence,2,day_ahead_price,main_211,211,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.95,0.1398104265402843,,5064,0
fb2_no_cross_target,Gaussian-copula scenarios without cross-target dependence,2,day_ahead_price,main_211,211,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.99,0.1244075829383886,,5064,0
fb2_no_cross_target,Gaussian-copula scenarios without cross-target dependence,2,capacity_price,main_211,211,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.95,0.0742496050552922,0.453781512605042,5064,357
fb2_no_cross_target,Gaussian-copula scenarios without cross-target dependence,2,capacity_price,main_211,211,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.99,0.0511453396524486,0.3557422969187675,5064,357
fb2_no_cross_target,Gaussian-copula scenarios without cross-target dependence,2,activation_volume,main_211,211,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,q99_often_equals_q97_5_endpoint_extension_not_estimate,0.95,0.0649684044233807,0.5621468926553672,5064,354
fb2_no_cross_target,Gaussian-copula scenarios without cross-target dependence,2,activation_volume,main_211,211,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,q99_often_equals_q97_5_endpoint_extension_not_estimate,0.99,0.0475908372827804,0.4463276836158192,5064,354
fb2_no_cross_target,Gaussian-copula scenarios without cross-target dependence,2,activation_price,main_211,211,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.95,0.0701975620008407,,4758,0
fb2_no_cross_target,Gaussian-copula scenarios without cross-target dependence,2,activation_price,main_211,211,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.99,0.0252206809583858,,4758,0
fb2_no_cross_target,Gaussian-copula scenarios without cross-target dependence,2,day_ahead_price,common_209,209,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.95,0.140749601275917,,5016,0
fb2_no_cross_target,Gaussian-copula scenarios without cross-target dependence,2,day_ahead_price,common_209,209,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.99,0.1251993620414673,,5016,0
fb2_no_cross_target,Gaussian-copula scenarios without cross-target dependence,2,capacity_price,common_209,209,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.95,0.0729665071770335,0.4615384615384615,5016,351
fb2_no_cross_target,Gaussian-copula scenarios without cross-target dependence,2,capacity_price,common_209,209,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.99,0.0496411483253588,0.3618233618233618,5016,351
fb2_no_cross_target,Gaussian-copula scenarios without cross-target dependence,2,activation_volume,common_209,209,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,q99_often_equals_q97_5_endpoint_extension_not_estimate,0.95,0.0649920255183413,0.5621468926553672,5016,354
fb2_no_cross_target,Gaussian-copula scenarios without cross-target dependence,2,activation_volume,common_209,209,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,q99_often_equals_q97_5_endpoint_extension_not_estimate,0.99,0.0474481658692185,0.4463276836158192,5016,354
fb2_no_cross_target,Gaussian-copula scenarios without cross-target dependence,2,activation_price,common_209,209,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.95,0.070048821906177,,4711,0
fb2_no_cross_target,Gaussian-copula scenarios without cross-target dependence,2,activation_price,common_209,209,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.99,0.0250477605603905,,4711,0
fb2_no_temporal,Gaussian-copula scenarios without temporal dependence,2,day_ahead_price,main_211,211,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.95,0.1407977883096366,,5064,0
fb2_no_temporal,Gaussian-copula scenarios without temporal dependence,2,day_ahead_price,main_211,211,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.99,0.124605055292259,,5064,0
fb2_no_temporal,Gaussian-copula scenarios without temporal dependence,2,capacity_price,main_211,211,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.95,0.0736571879936808,0.4649859943977591,5064,357
fb2_no_temporal,Gaussian-copula scenarios without temporal dependence,2,capacity_price,main_211,211,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.99,0.0523301737756714,0.3697478991596639,5064,357
fb2_no_temporal,Gaussian-copula scenarios without temporal dependence,2,activation_volume,main_211,211,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,q99_often_equals_q97_5_endpoint_extension_not_estimate,0.95,0.0665481832543443,0.5734463276836158,5064,354
fb2_no_temporal,Gaussian-copula scenarios without temporal dependence,2,activation_volume,main_211,211,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,q99_often_equals_q97_5_endpoint_extension_not_estimate,0.99,0.0487756714060031,0.4576271186440678,5064,354
fb2_no_temporal,Gaussian-copula scenarios without temporal dependence,2,activation_price,main_211,211,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.95,0.0626313577133249,,4758,0
fb2_no_temporal,Gaussian-copula scenarios without temporal dependence,2,activation_price,main_211,211,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.99,0.0254308532997057,,4758,0
fb2_no_temporal,Gaussian-copula scenarios without temporal dependence,2,day_ahead_price,common_209,209,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.95,0.1415470494417862,,5016,0
fb2_no_temporal,Gaussian-copula scenarios without temporal dependence,2,day_ahead_price,common_209,209,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.99,0.1253987240829346,,5016,0
fb2_no_temporal,Gaussian-copula scenarios without temporal dependence,2,capacity_price,common_209,209,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.95,0.0721690590111642,0.4729344729344729,5016,351
fb2_no_temporal,Gaussian-copula scenarios without temporal dependence,2,capacity_price,common_209,209,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.99,0.0508373205741626,0.376068376068376,5016,351
fb2_no_temporal,Gaussian-copula scenarios without temporal dependence,2,activation_volume,common_209,209,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,q99_often_equals_q97_5_endpoint_extension_not_estimate,0.95,0.0665869218500797,0.5734463276836158,5016,354
fb2_no_temporal,Gaussian-copula scenarios without temporal dependence,2,activation_volume,common_209,209,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,q99_often_equals_q97_5_endpoint_extension_not_estimate,0.99,0.0486443381180223,0.4576271186440678,5016,354
fb2_no_temporal,Gaussian-copula scenarios without temporal dependence,2,activation_price,common_209,209,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.95,0.0624071322436849,,4711,0
fb2_no_temporal,Gaussian-copula scenarios without temporal dependence,2,activation_price,common_209,209,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.99,0.0254722988749734,,4711,0
x09_block_copula,Sequential block-copula scenarios,2,day_ahead_price,main_211,211,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.95,0.1323064770932069,,5064,0
x09_block_copula,Sequential block-copula scenarios,2,day_ahead_price,main_211,211,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.99,0.1226303317535545,,5064,0
x09_block_copula,Sequential block-copula scenarios,2,capacity_price,main_211,211,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.95,0.0647709320695102,0.4033613445378151,5064,357
x09_block_copula,Sequential block-copula scenarios,2,capacity_price,main_211,211,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.99,0.0473933649289099,0.3277310924369748,5064,357
x09_block_copula,Sequential block-copula scenarios,2,activation_volume,main_211,211,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,q99_often_equals_q97_5_endpoint_extension_not_estimate,0.95,0.0562796208530805,0.4915254237288136,5064,354
x09_block_copula,Sequential block-copula scenarios,2,activation_volume,main_211,211,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,q99_often_equals_q97_5_endpoint_extension_not_estimate,0.99,0.0454186413902053,0.423728813559322,5064,354
x09_block_copula,Sequential block-copula scenarios,2,activation_price,main_211,211,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.95,0.0844892812105926,,4758,0
x09_block_copula,Sequential block-copula scenarios,2,activation_price,main_211,211,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.99,0.0304749894913829,,4758,0
x09_block_copula,Sequential block-copula scenarios,2,day_ahead_price,common_209,209,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.95,0.1329744816586922,,5016,0
x09_block_copula,Sequential block-copula scenarios,2,day_ahead_price,common_209,209,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.99,0.1236044657097288,,5016,0
x09_block_copula,Sequential block-copula scenarios,2,capacity_price,common_209,209,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.95,0.0633971291866028,0.4102564102564102,5016,351
x09_block_copula,Sequential block-copula scenarios,2,capacity_price,common_209,209,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.99,0.04585326953748,0.3333333333333333,5016,351
x09_block_copula,Sequential block-copula scenarios,2,activation_volume,common_209,209,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,q99_often_equals_q97_5_endpoint_extension_not_estimate,0.95,0.0562200956937799,0.4915254237288136,5016,354
x09_block_copula,Sequential block-copula scenarios,2,activation_volume,common_209,209,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,q99_often_equals_q97_5_endpoint_extension_not_estimate,0.99,0.0452551834130781,0.423728813559322,5016,354
x09_block_copula,Sequential block-copula scenarios,2,activation_price,common_209,209,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.95,0.0842708554447038,,4711,0
x09_block_copula,Sequential block-copula scenarios,2,activation_price,common_209,209,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.99,0.0301422203353852,,4711,0
fb2_plus_weather,Weather-augmented Gaussian-copula scenarios,2,day_ahead_price,common_209,209,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.95,0.2139154704944178,,5016,0
fb2_plus_weather,Weather-augmented Gaussian-copula scenarios,2,day_ahead_price,common_209,209,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.99,0.2089314194577352,,5016,0
fb2_plus_weather,Weather-augmented Gaussian-copula scenarios,2,capacity_price,common_209,209,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.95,0.07396331738437,0.4045584045584046,5016,351
fb2_plus_weather,Weather-augmented Gaussian-copula scenarios,2,capacity_price,common_209,209,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.99,0.0578149920255183,0.339031339031339,5016,351
fb2_plus_weather,Weather-augmented Gaussian-copula scenarios,2,activation_volume,common_209,209,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,q99_often_equals_q97_5_endpoint_extension_not_estimate,0.95,0.0797448165869218,0.5423728813559322,5016,354
fb2_plus_weather,Weather-augmented Gaussian-copula scenarios,2,activation_volume,common_209,209,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,q99_often_equals_q97_5_endpoint_extension_not_estimate,0.99,0.0673843700159489,0.4858757062146893,5016,354
fb2_plus_weather,Weather-augmented Gaussian-copula scenarios,2,activation_price,common_209,209,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.95,0.0708978985353428,,4711,0
fb2_plus_weather,Weather-augmented Gaussian-copula scenarios,2,activation_price,common_209,209,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.99,0.0267459138187221,,4711,0
climatology,Rolling climatological scenarios,3,day_ahead_price,main_211,211,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.95,0.1994470774091627,,5064,0
climatology,Rolling climatological scenarios,3,day_ahead_price,main_211,211,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.99,0.1222353870458135,,5064,0
climatology,Rolling climatological scenarios,3,capacity_price,main_211,211,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.95,0.0762243285939968,0.4677871148459384,5064,357
climatology,Rolling climatological scenarios,3,capacity_price,main_211,211,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.99,0.0345576619273301,0.2661064425770308,5064,357
climatology,Rolling climatological scenarios,3,activation_volume,main_211,211,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,q99_often_equals_q97_5_endpoint_extension_not_estimate,0.95,0.0641785150078989,0.5903954802259888,5064,354
climatology,Rolling climatological scenarios,3,activation_volume,main_211,211,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,q99_often_equals_q97_5_endpoint_extension_not_estimate,0.99,0.0264612954186413,0.3022598870056497,5064,354
climatology,Rolling climatological scenarios,3,activation_price,main_211,211,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.95,0.1025641025641025,,4758,0
climatology,Rolling climatological scenarios,3,activation_price,main_211,211,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.99,0.0355191256830601,,4758,0
climatology,Rolling climatological scenarios,3,day_ahead_price,common_209,209,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.95,0.2005582137161084,,5016,0
climatology,Rolling climatological scenarios,3,day_ahead_price,common_209,209,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.99,0.1228070175438596,,5016,0
climatology,Rolling climatological scenarios,3,capacity_price,common_209,209,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.95,0.0745614035087719,0.4700854700854701,5016,351
climatology,Rolling climatological scenarios,3,capacity_price,common_209,209,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.99,0.0332934609250398,0.2706552706552707,5016,351
climatology,Rolling climatological scenarios,3,activation_volume,common_209,209,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,q99_often_equals_q97_5_endpoint_extension_not_estimate,0.95,0.0643939393939393,0.5903954802259888,5016,354
climatology,Rolling climatological scenarios,3,activation_volume,common_209,209,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,q99_often_equals_q97_5_endpoint_extension_not_estimate,0.99,0.0265151515151515,0.3022598870056497,5016,354
climatology,Rolling climatological scenarios,3,activation_price,common_209,209,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.95,0.1025260029717682,,4711,0
climatology,Rolling climatological scenarios,3,activation_price,common_209,209,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.99,0.0352366801103799,,4711,0
fb1_qr,Independent quantile-regression scenarios,3,day_ahead_price,main_211,211,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.95,0.1421800947867298,,5064,0
fb1_qr,Independent quantile-regression scenarios,3,day_ahead_price,main_211,211,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.99,0.1248025276461295,,5064,0
fb1_qr,Independent quantile-regression scenarios,3,capacity_price,main_211,211,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.95,0.0730647709320695,0.4677871148459384,5064,357
fb1_qr,Independent quantile-regression scenarios,3,capacity_price,main_211,211,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.99,0.0519352290679304,0.3753501400560224,5064,357
fb1_qr,Independent quantile-regression scenarios,3,activation_volume,main_211,211,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,q99_often_equals_q97_5_endpoint_extension_not_estimate,0.95,0.0647709320695102,0.5310734463276836,5064,354
fb1_qr,Independent quantile-regression scenarios,3,activation_volume,main_211,211,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,q99_often_equals_q97_5_endpoint_extension_not_estimate,0.99,0.0483807266982622,0.4519774011299435,5064,354
fb1_qr,Independent quantile-regression scenarios,3,activation_price,main_211,211,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.95,0.065994115174443,,4758,0
fb1_qr,Independent quantile-regression scenarios,3,activation_price,main_211,211,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.99,0.0226986128625472,,4758,0
fb1_qr,Independent quantile-regression scenarios,3,day_ahead_price,common_209,209,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.95,0.1431419457735247,,5016,0
fb1_qr,Independent quantile-regression scenarios,3,day_ahead_price,common_209,209,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.99,0.1257974481658692,,5016,0
fb1_qr,Independent quantile-regression scenarios,3,capacity_price,common_209,209,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.95,0.0715709728867623,0.4757834757834758,5016,351
fb1_qr,Independent quantile-regression scenarios,3,capacity_price,common_209,209,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.99,0.050438596491228,0.3817663817663818,5016,351
fb1_qr,Independent quantile-regression scenarios,3,activation_volume,common_209,209,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,q99_often_equals_q97_5_endpoint_extension_not_estimate,0.95,0.064792663476874,0.5310734463276836,5016,354
fb1_qr,Independent quantile-regression scenarios,3,activation_volume,common_209,209,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,q99_often_equals_q97_5_endpoint_extension_not_estimate,0.99,0.0482456140350877,0.4519774011299435,5016,354
fb1_qr,Independent quantile-regression scenarios,3,activation_price,common_209,209,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.95,0.0651666312884737,,4711,0
fb1_qr,Independent quantile-regression scenarios,3,activation_price,common_209,209,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.99,0.0225005306728932,,4711,0
hist_paired,Historical paired scenarios,3,day_ahead_price,main_211,211,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.95,0.1951026856240126,,5064,0
hist_paired,Historical paired scenarios,3,day_ahead_price,main_211,211,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.99,0.1172985781990521,,5064,0
hist_paired,Historical paired scenarios,3,capacity_price,main_211,211,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.95,0.0704976303317535,0.4425770308123249,5064,357
hist_paired,Historical paired scenarios,3,capacity_price,main_211,211,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.99,0.0325829383886255,0.2661064425770308,5064,357
hist_paired,Historical paired scenarios,3,activation_volume,main_211,211,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,q99_often_equals_q97_5_endpoint_extension_not_estimate,0.95,0.0600315955766192,0.5451977401129944,5064,354
hist_paired,Historical paired scenarios,3,activation_volume,main_211,211,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,q99_often_equals_q97_5_endpoint_extension_not_estimate,0.99,0.0282385466034755,0.3163841807909605,5064,354
hist_paired,Historical paired scenarios,3,activation_price,main_211,211,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.95,0.1013030685161832,,4758,0
hist_paired,Historical paired scenarios,3,activation_price,main_211,211,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.99,0.0350987810004203,,4758,0
hist_paired,Historical paired scenarios,3,day_ahead_price,common_209,209,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.95,0.1959728867623604,,5016,0
hist_paired,Historical paired scenarios,3,day_ahead_price,common_209,209,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.99,0.1180223285486443,,5016,0
hist_paired,Historical paired scenarios,3,capacity_price,common_209,209,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.95,0.0689792663476874,0.4444444444444444,5016,351
hist_paired,Historical paired scenarios,3,capacity_price,common_209,209,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.99,0.0311004784688995,0.2678062678062678,5016,351
hist_paired,Historical paired scenarios,3,activation_volume,common_209,209,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,q99_often_equals_q97_5_endpoint_extension_not_estimate,0.95,0.0600079744816586,0.5451977401129944,5016,354
hist_paired,Historical paired scenarios,3,activation_volume,common_209,209,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,q99_often_equals_q97_5_endpoint_extension_not_estimate,0.99,0.0285087719298245,0.3163841807909605,5016,354
hist_paired,Historical paired scenarios,3,activation_price,common_209,209,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.95,0.1006155805561452,,4711,0
hist_paired,Historical paired scenarios,3,activation_price,common_209,209,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.99,0.0345998726385056,,4711,0
hist_independent,Historical independent scenarios,3,day_ahead_price,main_211,211,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.95,0.1990521327014218,,5064,0
hist_independent,Historical independent scenarios,3,day_ahead_price,main_211,211,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.99,0.1216429699842022,,5064,0
hist_independent,Historical independent scenarios,3,capacity_price,main_211,211,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.95,0.0760268562401263,0.4453781512605042,5064,357
hist_independent,Historical independent scenarios,3,capacity_price,main_211,211,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.99,0.0347551342812006,0.2633053221288515,5064,357
hist_independent,Historical independent scenarios,3,activation_volume,main_211,211,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,q99_often_equals_q97_5_endpoint_extension_not_estimate,0.95,0.061216429699842,0.5621468926553672,5064,354
hist_independent,Historical independent scenarios,3,activation_volume,main_211,211,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,q99_often_equals_q97_5_endpoint_extension_not_estimate,0.99,0.0266587677725118,0.2909604519774011,5064,354
hist_independent,Historical independent scenarios,3,activation_price,main_211,211,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.95,0.1031946195880622,,4758,0
hist_independent,Historical independent scenarios,3,activation_price,main_211,211,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.99,0.0363598150483396,,4758,0
hist_independent,Historical independent scenarios,3,day_ahead_price,common_209,209,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.95,0.2001594896331738,,5016,0
hist_independent,Historical independent scenarios,3,day_ahead_price,common_209,209,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.99,0.122408293460925,,5016,0
