arm,method_name,target,evaluation_set,n_days,month,interval_level,coverage,coverage_deviation,average_width,n_valid
hist_independent,Historical independent scenarios,capacity_price,main_211,211,2026-03,0.9,0.6827956989247311,-0.2172043010752689,53.5100716289413,744
hist_independent,Historical independent scenarios,capacity_price,main_211,211,2026-04,0.9,0.6486111111111111,-0.2513888888888889,47.83621659987399,720
hist_independent,Historical independent scenarios,capacity_price,main_211,211,2026-05,0.9,0.8131720430107527,-0.0868279569892472,46.04990178371818,744
hist_independent,Historical independent scenarios,capacity_price,main_211,211,2026-06,0.9,0.8541666666666666,-0.0458333333333333,50.33326887496488,720
hist_independent,Historical independent scenarios,capacity_price,main_211,211,2026-07,0.9,0.8185483870967742,-0.0814516129032257,43.44584013492929,744
hist_independent,Historical independent scenarios,capacity_price,main_211,211,2026-08,0.9,0.875,-0.025,47.24474508271742,624
hist_independent,Historical independent scenarios,activation_volume,main_211,211,2026-02,0.9,0.8839285714285714,-0.0160714285714286,46.94442261866351,672
hist_independent,Historical independent scenarios,activation_volume,main_211,211,2026-03,0.9,0.885752688172043,-0.014247311827957,39.26359198075463,744
hist_independent,Historical independent scenarios,activation_volume,main_211,211,2026-04,0.9,0.8819444444444444,-0.0180555555555556,46.11449998374794,720
hist_independent,Historical independent scenarios,activation_volume,main_211,211,2026-05,0.9,0.8911290322580645,-0.0088709677419355,48.67544621295539,744
hist_independent,Historical independent scenarios,activation_volume,main_211,211,2026-06,0.9,0.9138888888888888,0.0138888888888888,51.69008266632599,720
hist_independent,Historical independent scenarios,activation_volume,main_211,211,2026-07,0.9,0.9314516129032258,0.0314516129032257,45.27187917248022,744
hist_independent,Historical independent scenarios,activation_volume,main_211,211,2026-08,0.9,0.903846153846154,0.0038461538461538,41.915702122647176,624
hist_independent,Historical independent scenarios,activation_price,main_211,211,2026-02,0.9,0.893687707641196,-0.006312292358804,410.1458258659734,602
hist_independent,Historical independent scenarios,activation_price,main_211,211,2026-03,0.9,0.8049853372434017,-0.0950146627565983,343.90477373432185,682
hist_independent,Historical independent scenarios,activation_price,main_211,211,2026-04,0.9,0.7931547619047619,-0.1068452380952381,411.72908924679655,672
hist_independent,Historical independent scenarios,activation_price,main_211,211,2026-05,0.9,0.8319327731092437,-0.0680672268907562,408.1756159043109,714
hist_independent,Historical independent scenarios,activation_price,main_211,211,2026-06,0.9,0.7682403433476395,-0.1317596566523605,371.5697090828109,699
hist_independent,Historical independent scenarios,activation_price,main_211,211,2026-07,0.9,0.8547249647390691,-0.0452750352609309,316.7229073059899,709
hist_independent,Historical independent scenarios,activation_price,main_211,211,2026-08,0.9,0.8677685950413223,-0.0322314049586777,377.4756930908312,605
hist_independent,Historical independent scenarios,day_ahead_price,common_209,209,2026-02,0.9,0.90625,0.0062499999999999,113.6673623372368,672
hist_independent,Historical independent scenarios,day_ahead_price,common_209,209,2026-03,0.9,0.532258064516129,-0.367741935483871,101.69010935887214,744
hist_independent,Historical independent scenarios,day_ahead_price,common_209,209,2026-04,0.9,0.5819444444444445,-0.3180555555555555,93.85499694380276,720
hist_independent,Historical independent scenarios,day_ahead_price,common_209,209,2026-05,0.9,0.7844827586206896,-0.1155172413793104,118.8253694317184,696
hist_independent,Historical independent scenarios,day_ahead_price,common_209,209,2026-06,0.9,0.7722222222222223,-0.1277777777777777,125.30302740160069,720
hist_independent,Historical independent scenarios,day_ahead_price,common_209,209,2026-07,0.9,0.7271505376344086,-0.1728494623655914,123.65440464643363,744
hist_independent,Historical independent scenarios,day_ahead_price,common_209,209,2026-08,0.9,0.6266025641025641,-0.2733974358974359,125.5314790134798,624
