arm,seed,target,scope,evaluation_set,n_days,mean_pinball,sample_crps,pit_ks_distance,n_valid,interval_level,coverage,average_width,zero_event_brier,positive_observation_crps,n_positive
empirical_copula,3,activation_price,all_cells,common_209,209,23.733403150194274,62.55579095949143,0.062156654638081066,4711,0.98,0.9327106771386118,807.7473737288437,,,
fb2_gate,3,day_ahead_price,all_cells,main_211,211,7.814898656235242,21.555067688775118,0.122827804107425,5064,0.5,0.4498420221169036,43.50293369475538,,,
fb2_gate,3,day_ahead_price,all_cells,main_211,211,7.814898656235242,21.555067688775118,0.122827804107425,5064,0.8,0.6947077409162717,87.1987325133733,,,
fb2_gate,3,day_ahead_price,all_cells,main_211,211,7.814898656235242,21.555067688775118,0.122827804107425,5064,0.9,0.7707345971563981,107.44061205781385,,,
fb2_gate,3,day_ahead_price,all_cells,main_211,211,7.814898656235242,21.555067688775118,0.122827804107425,5064,0.98,0.8145734597156398,123.3838005179519,,,
fb2_gate,3,capacity_price,all_cells,main_211,211,2.690745853649361,7.41341390921696,0.07385466034755134,5064,0.5,0.4928909952606635,13.947466663739634,,,
fb2_gate,3,capacity_price,all_cells,main_211,211,2.690745853649361,7.41341390921696,0.07385466034755134,5064,0.8,0.7600710900473934,31.022939494310798,,,
fb2_gate,3,capacity_price,all_cells,main_211,211,2.690745853649361,7.41341390921696,0.07385466034755134,5064,0.9,0.8335308056872038,40.980070380888776,,,
fb2_gate,3,capacity_price,all_cells,main_211,211,2.690745853649361,7.41341390921696,0.07385466034755134,5064,0.98,0.8730252764612955,49.74340066880411,,,
fb2_gate,3,activation_volume,all_cells,main_211,211,2.8439863362302655,7.845978125678163,0.04581358609794628,5064,0.5,0.5001974723538705,14.932277530099041,0.059946149289099526,8.049418534701072,4758.0
fb2_gate,3,activation_volume,all_cells,main_211,211,2.8439863362302655,7.845978125678163,0.04581358609794628,5064,0.8,0.7991706161137441,36.636806401785165,0.059946149289099526,8.049418534701072,4758.0
fb2_gate,3,activation_volume,all_cells,main_211,211,2.8439863362302655,7.845978125678163,0.04581358609794628,5064,0.9,0.8882306477093207,51.29767091287,0.059946149289099526,8.049418534701072,4758.0
fb2_gate,3,activation_volume,all_cells,main_211,211,2.8439863362302655,7.845978125678163,0.04581358609794628,5064,0.98,0.936216429699842,62.96537159370796,0.059946149289099526,8.049418534701072,4758.0
fb2_gate,3,activation_volume,nondegenerate_cells,main_211,211,2.8716462706252446,7.919002787102333,0.04685922035952328,4951,0.5,0.49929307210664514,14.998791739877118,0.0613143405372652,8.132203005084424,4645.0
fb2_gate,3,activation_volume,nondegenerate_cells,main_211,211,2.8716462706252446,7.919002787102333,0.04685922035952328,4951,0.8,0.7986265400929106,36.72250777217469,0.0613143405372652,8.132203005084424,4645.0
fb2_gate,3,activation_volume,nondegenerate_cells,main_211,211,2.8716462706252446,7.919002787102333,0.04685922035952328,4951,0.9,0.8887093516461321,51.38349882468903,0.0613143405372652,8.132203005084424,4645.0
fb2_gate,3,activation_volume,nondegenerate_cells,main_211,211,2.8716462706252446,7.919002787102333,0.04685922035952328,4951,0.98,0.937386386588568,62.92372269918937,0.0613143405372652,8.132203005084424,4645.0
fb2_gate,3,activation_price,all_cells,main_211,211,23.735196568391025,62.95057406851186,0.0641698192517865,4758,0.5,0.457124842370744,71.83184120511247,,,
fb2_gate,3,activation_price,all_cells,main_211,211,23.735196568391025,62.95057406851186,0.0641698192517865,4758,0.8,0.7616645649432535,214.24388461255936,,,
fb2_gate,3,activation_price,all_cells,main_211,211,23.735196568391025,62.95057406851186,0.0641698192517865,4758,0.9,0.8659100462379151,407.20733361191293,,,
fb2_gate,3,activation_price,all_cells,main_211,211,23.735196568391025,62.95057406851186,0.0641698192517865,4758,0.98,0.9436738125262716,913.1263271495782,,,
fb2_gate,3,day_ahead_price,all_cells,common_209,209,7.827466311084942,21.573618173131692,0.12380382775119614,5016,0.5,0.44936204146730463,43.27177930429323,,,
fb2_gate,3,day_ahead_price,all_cells,common_209,209,7.827466311084942,21.573618173131692,0.12380382775119614,5016,0.8,0.6935805422647527,86.8793942975897,,,
