seed,arm,metric,target_x,target_y,lag_hours_y_after_x,observed_value,scenario_value,difference,n_observed_pairs,n_scenario_pairs
3,own_pooled__independent,spearman_rho,capacity_price,activation_volume,0,-0.04987933514061485,-0.046751099497169636,0.003128235643445214,5064,506400
3,own_pooled__independent,spearman_rho,capacity_price,activation_volume,1,-0.04571657867105762,-0.0647877336472245,-0.019071154976166876,4853,485300
3,own_pooled__independent,spearman_rho,capacity_price,activation_price,0,0.2959448492751495,0.08392372016580352,-0.212021129109346,4758,506400
3,own_pooled__independent,spearman_rho,capacity_price,activation_price,1,0.2725683509800638,0.06002301265415845,-0.2125453383259054,4552,485300
3,own_pooled__independent,spearman_rho,activation_volume,activation_price,0,0.19322489565029485,-0.02042032742878712,-0.21364522307908196,4758,506400
3,own_pooled__independent,spearman_rho,activation_volume,activation_price,1,0.0510816303376622,-0.015724453400441398,-0.0668060837381036,4552,485300
3,own_pooled__independent,spearman_rho,day_ahead_price,day_ahead_price,1,0.9363844099384151,0.4607859523933792,-0.4755984575450359,4853,485300
3,own_pooled__independent,spearman_rho,capacity_price,capacity_price,1,0.7832781047571382,0.42546683800156043,-0.3578112667555778,4853,485300
3,own_pooled__independent,spearman_rho,activation_volume,activation_volume,1,0.46886524499604004,0.11443239067724424,-0.3544328543187958,4853,485300
3,own_pooled__independent,spearman_rho,activation_price,activation_price,1,0.6420283903589196,0.11900656212842947,-0.5230218282304901,4363,485300
3,own_pooled__independent,upper_tail_conditional_probability,day_ahead_price,capacity_price,0,0.2583826429980276,0.22954639704575525,-0.028836245952272355,507,50639
3,own_pooled__gaussian,spearman_rho,day_ahead_price,capacity_price,0,0.40412428709866505,0.3843008409394185,-0.019823446159246527,5064,506400
3,own_pooled__gaussian,spearman_rho,day_ahead_price,capacity_price,1,0.37191554000304194,0.3514807453386281,-0.020434794664413836,4853,485300
3,own_pooled__gaussian,spearman_rho,day_ahead_price,activation_volume,0,-0.14447317533750653,-0.09666127104586661,0.04781190429163992,5064,506400
3,own_pooled__gaussian,spearman_rho,day_ahead_price,activation_volume,1,-0.18818550289917593,-0.12566571299421997,0.06251978990495596,4853,485300
3,own_pooled__gaussian,spearman_rho,day_ahead_price,activation_price,0,0.6047034386466197,0.32596424012293457,-0.2787391985236851,4758,506400
3,own_pooled__gaussian,spearman_rho,day_ahead_price,activation_price,1,0.5608576248905536,0.3086639063577502,-0.25219371853280337,4552,485300
3,own_pooled__gaussian,spearman_rho,capacity_price,activation_volume,0,-0.04987933514061485,-0.04009842540388302,0.009780909736731833,5064,506400
3,own_pooled__gaussian,spearman_rho,capacity_price,activation_volume,1,-0.04571657867105762,-0.05535041813904111,-0.00963383946798349,4853,485300
3,own_pooled__gaussian,spearman_rho,capacity_price,activation_price,0,0.2959448492751495,0.1980953834871049,-0.09784946578804463,4758,506400
3,own_pooled__gaussian,spearman_rho,capacity_price,activation_price,1,0.2725683509800638,0.17440767826787312,-0.0981606727121907,4552,485300
3,own_pooled__gaussian,spearman_rho,activation_volume,activation_price,0,0.19322489565029485,0.013445429920830686,-0.17977946572946416,4758,506400
3,own_pooled__gaussian,spearman_rho,activation_volume,activation_price,1,0.0510816303376622,0.011774560752488184,-0.03930706958517401,4552,485300
3,own_pooled__gaussian,spearman_rho,day_ahead_price,day_ahead_price,1,0.9363844099384151,0.7597484033102991,-0.17663600662811596,4853,485300
3,own_pooled__gaussian,spearman_rho,capacity_price,capacity_price,1,0.7832781047571382,0.6178596259695194,-0.16541847878761884,4853,485300
3,own_pooled__gaussian,spearman_rho,activation_volume,activation_volume,1,0.46886524499604004,0.14115075519031298,-0.32771448980572704,4853,485300
3,own_pooled__gaussian,spearman_rho,activation_price,activation_price,1,0.6420283903589196,0.31718463234778266,-0.3248437580111369,4363,485300
3,own_pooled__gaussian,upper_tail_conditional_probability,day_ahead_price,capacity_price,0,0.2583826429980276,0.3256121642969984,0.0672295212989708,507,50640
3,own_pooled__empirical,spearman_rho,day_ahead_price,capacity_price,0,0.40412428709866505,0.3990380922003191,-0.0050861948983459415,5064,506400
