delivery_day,activated_mwh_per_mw,activation_revenue_eur_per_mw,forgone_day_ahead_eur_per_mw,net_activation_eur_per_mw,activated_mwh_at_arm_power,soc_throughput_share_of_energy,arm
2026-01-28,2.4567,1345.8607709999999,298.6703914954,1047.1903795045998,9.8268,1.22835,main
2026-01-29,2.1723,1545.0347049999998,287.44751533059997,1257.5871896693998,8.6892,1.08615,main
2026-01-30,2.5959,441.305808,269.2786401994,172.0271678006,10.3836,1.29795,main
2026-01-31,0.4396,51.465756999999996,39.2021940062,12.263562993799994,1.7584,0.2198,main
2026-02-01,1.3121,161.154711,122.7323049053,38.422406094699994,5.2484,0.65605,main
2026-02-02,3.2681,495.966427,302.1878092598,193.7786177402,13.0724,1.63405,main
2026-02-03,1.7808,781.155029,166.0349414751,615.1200875249,7.1232,0.8904,main
2026-02-04,1.5691,217.716248,143.61970999140001,74.09653800859999,6.2764,0.78455,main
2026-02-05,2.5593,326.024791,219.3462095629,106.67858143710001,10.2372,1.27965,main
2026-02-06,1.5526,232.91871600000002,164.8793556953,68.03936030470001,6.2104,0.7763,main
2026-02-07,1.7822,227.091473,184.2033697856,42.88810321440002,7.1288,0.8911,main
2026-02-08,1.6264,233.201025,163.7708057657,69.43021923429998,6.5056,0.8132,main
2026-02-09,0.7054,109.704597,102.320713993,7.3838830070000085,2.8216,0.3527,main
2026-02-10,2.451,395.345151,268.0097789016,127.3353720984,9.804,1.2255,main
2026-02-11,2.1176,293.043131,228.4539748982,64.58915610180003,8.4704,1.0588,main
2026-02-12,0.8617,95.543954,79.274292341,16.269661658999993,3.4468,0.43085,main
2026-02-13,2.1513,1532.987407,193.1390112001,1339.8483957999001,8.6052,1.07565,main
2026-02-14,2.1278,334.860226,214.7535019853,120.1067240147,8.5112,1.0639,main
2026-02-15,6.4529,2481.117521,521.0579917125,1960.0595292875,25.8116,3.22645,main
2026-02-16,4.5064,1560.750132,349.7158857728,1211.0342462272,18.0256,2.2532,main
2026-02-17,2.7616,380.51482000000004,260.0469778341,120.46784216590004,11.0464,1.3808,main
2026-02-18,5.4418,3230.044352,595.8802402651,2634.1641117349,21.7672,2.7209,main
2026-02-19,7.6074,7455.740415,716.9147848575,6738.8256301425,30.4296,3.8037,main
2026-02-20,4.7232,1571.367656,384.8821498707,1186.4855061293,18.8928,2.3616,main
2026-02-21,9.5384,3349.314409,554.5129137603,2794.8014952397,38.1536,4.7692,main
2026-02-22,8.5623,2300.2514459999998,437.6751500761,1862.5762959238998,34.2492,4.28115,main
2026-02-23,4.4473,839.469199,341.3108378404,498.1583611596,17.7892,2.22365,main
2026-02-24,5.1233,2211.100663,527.2486074638,1683.8520555362002,20.4932,2.56165,main
2026-02-25,3.0382190377970035,426.1647153131544,278.12119766431294,148.04351764884143,12.152876151188014,1.5191095188985018,main
