delivery_day,activated_mwh_per_mw,activation_revenue_eur_per_mw,forgone_day_ahead_eur_per_mw,net_activation_eur_per_mw,activated_mwh_at_arm_power,soc_throughput_share_of_energy,arm
2026-02-26,0.8504654306315673,290.11081783393485,68.21338522684745,221.8974326070874,3.4018617225262693,0.42523271531578366,main
2026-02-27,4.753155814417964,2250.0515755637794,332.6524619573603,1917.3991136064192,19.012623257671855,2.376577907208982,main
2026-02-28,5.374204463641802,2709.1848817491514,421.74740331628755,2287.437478432864,21.496817854567208,2.687102231820901,main
2026-03-01,2.954734105180534,840.443362065711,128.68841288434402,711.754949181367,11.818936420722135,1.477367052590267,main
2026-03-02,2.3689114773421673,1654.0896296784176,193.6128744538665,1460.4767552245512,9.47564590936867,1.1844557386710837,main
2026-03-03,0.88742284850249,107.7297401478636,82.30503243426195,25.42470771360165,3.54969139400996,0.443711424251245,main
2026-03-04,2.275023036519769,1086.8915276533392,338.90502954886256,747.9864981044766,9.100092146079076,1.1375115182598845,main
2026-03-05,2.1948991560169846,301.05462327529824,253.46077154778345,47.59385172751479,8.779596624067938,1.0974495780084923,main
2026-03-06,4.9617282611025395,726.7660640483017,546.8227110601175,179.9433529881842,19.846913044410158,2.4808641305512698,main
2026-03-07,8.505952611114044,4640.313050560604,796.6698711839564,3843.643179376648,34.023810444456174,4.252976305557022,main
2026-03-08,5.352073491091248,1842.5085400758494,536.0634650040872,1306.4450750717622,21.408293964364994,2.676036745545624,main
2026-03-09,2.7105031666386576,473.88220957206084,393.19298035615634,80.6892292159045,10.84201266655463,1.3552515833193288,main
2026-03-10,2.6725644095051337,654.0341064269152,384.2813589838566,269.7527474430586,10.690257638020535,1.3362822047525669,main
2026-03-11,4.722047866410812,747.2651759455863,349.4142952514295,397.8508806941568,18.88819146564325,2.361023933205406,main
2026-03-12,2.3145451998966315,141.10528230661342,76.15003829917114,64.95524400744227,9.258180799586526,1.1572725999483158,main
2026-03-13,11.786624107167565,1103.2307936067427,134.22821136124702,969.0025822454957,47.14649642867026,5.893312053583783,main
2026-03-14,4.01353610484561,1011.0865538207748,466.19085487182485,544.89569894895,16.05414441938244,2.006768052422805,main
2026-03-15,1.873802931816742,304.9599555098974,207.89618790581667,97.06376760408071,7.495211727266968,0.936901465908371,main
2026-03-16,3.909590650360629,2021.891235646179,279.97281734595305,1741.918418300226,15.638362601442516,1.9547953251803145,main
2026-03-17,2.000980500003167,397.3858061149377,236.36546662756177,161.0203394873759,8.003922000012668,1.0004902500015835,main
2026-03-18,2.771574851779505,318.295088224605,162.92533417046928,155.36975405413574,11.08629940711802,1.3857874258897525,main
2026-03-19,3.355355354557844,571.2661150879335,338.1876793292482,233.07843575868526,13.421421418231375,1.677677677278922,main
2026-03-20,1.725248696798149,449.59310316811593,258.3467555875783,191.24634758053764,6.900994787192596,0.8626243483990745,main
2026-03-21,6.2354412487492255,1102.8114736893851,423.1485213843221,679.6629523050631,24.941764994996902,3.1177206243746127,main
2026-03-22,5.832157308660068,1275.0400840748448,198.24393881175016,1076.7961452630946,23.32862923464027,2.916078654330034,main
2026-03-23,4.842070301154876,852.1643272682085,600.7914325610119,251.37289470719656,19.368281204619503,2.421035150577438,main
2026-03-24,4.439359705981329,536.8478006208551,226.32427769345847,310.5235229273966,17.757438823925316,2.2196798529906645,main
2026-03-25,8.670037529550827,884.5237211385128,61.06653009505295,823.4571910434598,34.68015011820331,4.3350187647754135,main
2026-03-26,1.1956607390648568,154.99689226748893,75.50643723410228,79.49045503338665,4.782642956259427,0.5978303695324284,main
2026-03-27,1.8377907451398567,372.86831300833734,213.3842932542533,159.48401975408404,7.351162980559427,0.9188953725699284,main
2026-03-28,4.233305415651154,483.1058491018727,203.00400334309018,280.10184575878253,16.933221662604616,2.116652707825577,main
2026-03-29,5.163130804157121,462.65468431969737,259.70506216404897,202.9496221556484,20.652523216628484,2.5815654020785606,main
2026-03-30,4.520807843326453,479.30013236364425,109.44692323715729,369.85320912648695,18.08323137330581,2.2604039216632263,main
2026-03-31,1.7522194549385361,260.30152667038607,216.73325034148385,43.568276328902215,7.008877819754145,0.8761097274692681,main
2026-04-01,3.6414360403201704,664.5062003714298,450.6143738342509,213.89182653717893,14.565744161280682,1.8207180201600852,main
2026-04-02,3.0087283851636437,529.5723021309536,292.2512880423066,237.32101408864702,12.034913540654575,1.5043641925818219,main
2026-04-03,2.595102444760871,222.9951180751434,119.3737049680023,103.62141310714111,10.380409779043484,1.2975512223804355,main
2026-04-04,2.3747758706513533,192.251323120695,85.0422417339459,107.20908138674909,9.499103482605413,1.1873879353256767,main
2026-04-05,12.072000000000001,1203.8365639583333,-9.447122736708334,1213.2836866950415,48.288000000000004,6.0360000000000005,main
2026-04-06,4.950059400252058,572.2544751372106,30.90323582339828,541.3512393138124,19.80023760100823,2.475029700126029,main
2026-04-07,2.9368488776324924,324.2331346999622,134.9809547558222,189.25217994413998,11.74739551052997,1.4684244388162462,main
2026-04-08,3.0746180332360904,375.7146451814601,214.46025446366957,161.25439071779056,12.298472132944362,1.5373090166180452,main
2026-04-09,3.4704365289584014,517.1296320158232,111.98862438849848,405.1410076273247,13.881746115833606,1.7352182644792007,main
2026-04-10,1.2540221471047486,218.00550919384995,151.699316136525,66.30619305732495,5.016088588418994,0.6270110735523743,main
2026-04-11,4.08154742845918,502.4433554490851,190.90295998281312,311.540395466272,16.32618971383672,2.04077371422959,main
2026-04-12,11.070006334035998,1524.3934512841543,360.6789949707893,1163.714456313365,44.28002533614399,5.535003167017999,main
2026-04-13,3.232391306563115,672.9687424102071,390.98078066424125,281.9879617459659,12.92956522625246,1.6161956532815576,main
2026-04-14,2.328650453461319,479.5124829531531,352.3679442891127,127.1445386640404,9.314601813845275,1.1643252267306594,main
2026-04-15,3.003138094982679,442.12682349120774,328.0804566719282,114.04636681927957,12.012552379930716,1.5015690474913395,main
2026-04-16,4.177522166394015,659.6381727634367,363.931642009825,295.70653075361173,16.71008866557606,2.0887610831970074,main
2026-04-17,1.5594100881659707,299.53101326032515,135.90639614671045,163.6246171136147,6.237640352663883,0.7797050440829854,main
2026-04-18,2.646559996287776,275.90859566739704,169.92068183319802,105.98791383419902,10.586239985151105,1.323279998143888,main
2026-04-19,3.4445861457443225,815.7916299332103,163.08615666725728,652.7054732659531,13.77834458297729,1.7222930728721613,main
2026-04-20,2.366926583827,767.1595390282488,191.17520357148058,575.9843354567682,9.467706335308,1.1834632919135,main
2026-04-21,2.891467106273651,330.3021710224061,109.08056964486926,221.22160137753687,11.565868425094605,1.4457335531368256,main
2026-04-22,3.8939889771741916,975.7271418213429,198.58090743962524,777.1462343817177,15.575955908696766,1.9469944885870958,main
2026-04-23,5.124314710930159,1596.2700567154468,108.20546903411464,1488.0645876813321,20.497258843720637,2.5621573554650796,main
2026-04-24,2.706295677694231,391.3499729121908,137.1182380884317,254.23173482375913,10.825182710776923,1.3531478388471154,main
2026-04-25,3.4719784986315974,1426.9834689103607,43.63109951845668,1383.352369391904,13.88791399452639,1.7359892493157987,main
2026-04-26,4.299914128974288,1380.9974500118426,203.19759828663362,1177.799851725209,17.199656515897153,2.149957064487144,main
2026-04-27,1.635756716042831,181.86846547007036,131.34895797049458,50.51950749957578,6.543026864171324,0.8178783580214155,main
2026-04-28,4.114985284303819,442.5697821345154,145.69460641260244,296.8751757219129,16.459941137215274,2.0574926421519093,main
2026-04-29,5.898037117654769,786.922219808749,149.87342376972921,637.0487960390197,23.592148470619076,2.9490185588273845,main
2026-04-30,6.034581737600794,575.6814721766777,207.37062688545564,368.3108452912221,24.138326950403176,3.017290868800397,main
2026-05-01,6.181666690497345,1254.2635158644014,296.5858026589459,957.6777132054555,24.72666676198938,3.0908333452486727,main
2026-05-02,2.934067262700535,389.42203171379526,107.72485026097338,281.6971814528219,11.73626905080214,1.4670336313502674,main
2026-05-03,4.816749162719496,1924.77288652978,303.7391364302628,1621.0337500995172,19.266996650877985,2.408374581359748,main
2026-05-04,2.212242150220692,295.04165628871755,226.45668370415595,68.5849725845616,8.848968600882769,1.106121075110346,main
2026-05-05,3.4232723331343746,616.7195658145026,403.92039073703324,212.79917507746939,13.693089332537498,1.7116361665671873,main
2026-05-06,2.1324624599993314,298.9331188612024,255.91561387922985,43.017504981972536,8.529849839997325,1.0662312299996657,main
2026-05-07,2.206042208674509,422.5354939399883,295.9854633187078,126.55003062128054,8.824168834698035,1.1030211043372544,main
2026-05-08,2.605835563462956,430.14762982588695,310.6075632729552,119.54006655293176,10.423342253851825,1.302917781731478,main
2026-05-09,4.416652697478686,380.79804165317586,245.99550425638,134.80253739679586,17.666610789914746,2.208326348739343,main
2026-05-10,5.34282708750742,2669.927159328627,251.5218066880255,2418.4053526406014,21.37130835002968,2.67141354375371,main
2026-05-11,2.672072912520795,1790.2049218055233,298.3280390153618,1491.8768827901615,10.68829165008318,1.3360364562603975,main
2026-05-12,5.940096831485097,4613.855544189433,459.42611924615704,4154.429424943276,23.76038732594039,2.9700484157425486,main
2026-05-13,3.33060576965372,3159.781651482367,352.1157550588748,2807.665896423492,13.32242307861488,1.66530288482686,main
2026-05-14,2.5775117287745815,266.68568041479483,156.96278420398932,109.72289621080552,10.310046915098326,1.2887558643872907,main
2026-05-15,0.7525362908575245,89.78068881241765,90.46309234268674,-0.6824035302690845,3.010145163430098,0.37626814542876225,main
2026-05-16,3.8075700544725777,298.43729689327984,128.42281918117635,170.01447771210348,15.23028021789031,1.9037850272362888,main
2026-05-17,5.79535730129917,836.4283524678772,274.1159325285216,562.3124199393556,23.18142920519668,2.897678650649585,main
2026-05-18,2.0081907195933413,289.20274984616697,267.64992080810356,21.552829038063408,8.032762878373365,1.0040953597966706,main
2026-05-19,3.7284867559450126,594.0476467805374,458.9735087416376,135.07413803889983,14.91394702378005,1.8642433779725063,main
2026-05-20,5.60672969799775,1111.9404148169242,520.077042580223,591.8633722367013,22.426918791991,2.803364848998875,main
2026-05-21,2.040477927186763,312.7196643807292,262.7142173704069,50.005447010322314,8.161911708747052,1.0202389635933815,main
2026-05-22,2.4377086066178384,428.24469804175084,263.9813799331731,164.26331810857772,9.750834426471354,1.2188543033089192,main
2026-05-23,3.8963620948004913,593.5342401720383,275.6852418147899,317.8489983572484,15.585448379201965,1.9481810474002457,main
2026-05-24,1.5558367548829097,163.1287916704414,90.19205908360532,72.93673258683607,6.223347019531639,0.7779183774414549,main
2026-05-25,3.367152934049779,406.71527436883616,132.1214404602729,274.5938339085633,13.468611736199115,1.6835764670248894,main
2026-05-26,2.9663206617054576,447.5541268895208,173.91446061169063,273.63966627783014,11.86528264682183,1.4831603308527288,main
2026-05-27,1.9928332596647098,272.41964759785157,155.0280380744035,117.39160952344807,7.971333038658839,0.9964166298323549,main
2026-05-28,4.468890610360782,1564.5563731626933,286.496938673726,1278.0594344889673,17.87556244144313,2.234445305180391,main
2026-05-29,1.8075894020627183,330.9683703224919,133.18073592565193,197.78763439684,7.230357608250873,0.9037947010313592,main
2026-05-30,4.74703118261182,689.834825519859,156.68324171478972,533.1515838050693,18.98812473044728,2.37351559130591,main
2026-05-31,6.551572492696431,896.6674061647726,285.6614623846549,611.0059437801177,26.206289970785726,3.2757862463482157,main
2026-06-01,2.6297625322678018,1132.3058953031157,442.69669630853946,689.6091989945762,10.519050129071207,1.3148812661339009,main
2026-06-02,1.1506163903248325,222.27607063335145,145.14291655578054,77.13315407757091,4.60246556129933,0.5753081951624163,main
2026-06-03,1.4008841194968553,756.405677292977,158.25097332756224,598.1547039654147,5.603536477987421,0.7004420597484277,main
2026-06-04,5.473615453949525,4220.278057862176,215.32314649514876,4004.9549113670273,21.8944618157981,2.7368077269747624,main
2026-06-05,1.3908549285963079,191.93785639254614,92.53030301296106,99.40755337958508,5.5634197143852315,0.6954274642981539,main
2026-06-06,2.345750195270912,1009.8047473174304,128.6698230851616,881.1349242322688,9.383000781083648,1.172875097635456,main
2026-06-07,2.621015166577342,488.50896531613654,96.71691515773772,391.7920501583988,10.484060666309368,1.310507583288671,main
2026-06-08,2.3120532230734296,1472.605902253437,264.8288595067787,1207.7770427466585,9.248212892293719,1.1560266115367148,main
2026-06-09,1.3053613917979947,171.8511469985092,121.11662574977203,50.73452124873717,5.221445567191979,0.6526806958989974,main
2026-06-10,2.6084068391759185,2866.1269646125825,243.27624426023542,2622.8507203523473,10.433627356703674,1.3042034195879593,main
2026-06-11,1.368627129315471,297.3458727575486,155.8368855038251,141.5089872537235,5.474508517261884,0.6843135646577355,main
2026-06-12,1.2827035672660674,171.56175903041404,124.93722127794399,46.62453775247005,5.1308142690642695,0.6413517836330337,main
2026-06-13,3.120770531400966,521.3006727294686,44.09854589361112,477.2021268358575,12.483082125603865,1.560385265700483,main
2026-06-14,3.7018743961352656,379.28926333333334,55.083940728173914,324.20532260515944,14.807497584541062,1.8509371980676328,main
2026-06-15,3.299823280853356,531.2857619783049,94.34825592811141,436.93750605019346,13.199293123413424,1.649911640426678,main
2026-06-16,1.8728949228558507,724.9190143046553,195.57560214644514,529.3434121582102,7.491579691423403,0.9364474614279253,main
2026-06-17,2.8569769587395144,1431.5358611648162,304.47939918828996,1127.0564619765262,11.427907834958058,1.4284884793697572,main
2026-06-18,3.828526807801697,1696.278184746177,723.3053524498952,972.9728322962818,15.314107231206789,1.9142634039008486,main
2026-06-19,0.8777922077922078,142.97224122988123,87.64381403113741,55.328427198743825,3.511168831168831,0.4388961038961039,main
2026-06-20,1.8387249338349168,596.4058581720957,236.20115948844597,360.2046986836497,7.354899735339667,0.9193624669174584,main
2026-06-21,2.3490274403958615,351.64016009342265,193.53917072304483,158.10098937037782,9.396109761583446,1.1745137201979308,main
2026-06-22,1.8108939217876476,324.33436757682614,250.3182214606871,74.01614611613903,7.2435756871505905,0.9054469608938238,main
2026-06-23,3.3040367836764406,805.2976180758155,605.4383925994563,199.85922547635926,13.216147134705762,1.6520183918382203,main
2026-06-24,1.6651105382712525,434.3159983617573,399.85353179897305,34.46246656278424,6.66044215308501,0.8325552691356263,main
2026-06-25,2.1970561708049514,460.703845543983,331.55196092625766,129.15188461772533,8.788224683219806,1.0985280854024757,main
2026-06-26,1.6710120805818074,321.2002846120428,256.91513991746956,64.28514469457326,6.68404832232723,0.8355060402909037,main
2026-06-27,4.818773180842004,3512.402121315484,178.8435820582678,3333.558539257216,19.275092723368015,2.409386590421002,main
2026-06-28,1.763186946222472,392.1859585388375,149.20468232059142,242.98127621824608,7.052747784889888,0.881593473111236,main
2026-06-29,1.6725137472843394,419.03209659757783,274.6622016619306,144.3698949356472,6.690054989137358,0.8362568736421697,main
2026-06-30,2.3778519147257353,820.8912979353416,396.9082893454695,423.98300858987216,9.511407658902941,1.1889259573628677,main
2026-07-01,1.0972707610301133,246.91545710767278,177.63469366441583,69.28076344325694,4.389083044120453,0.5486353805150567,main
2026-07-02,3.3776104390681003,1224.963931684588,42.80200121146707,1182.161930473121,13.510441756272401,1.6888052195340502,main
2026-07-03,3.929333333333333,492.0010955555556,80.04971115511111,411.95138440044445,15.717333333333332,1.9646666666666666,main
2026-07-04,1.608888888888889,470.4840955555556,64.01950610955555,406.46458944600005,6.435555555555556,0.8044444444444445,main
2026-07-05,2.2083333333333335,232.36280222222223,76.52327760755556,155.8395246146667,8.833333333333334,1.1041666666666667,main
2026-07-06,2.680888888888889,1115.4187622222223,147.6510813858889,967.7676808363334,10.723555555555556,1.3404444444444445,main
2026-07-07,6.630111111111111,2522.6752477777777,124.19141381366667,2398.483833964111,26.520444444444443,3.3150555555555554,main
2026-07-08,0.8825555555555555,112.1564311111111,72.45662664544444,39.69980446566666,3.530222222222222,0.44127777777777777,main
2026-07-09,1.1454444444444445,180.11710666666667,142.23489273144446,37.88221393522221,4.581777777777778,0.5727222222222222,main
2026-07-10,1.4033333333333333,207.38282444444445,164.51645642611112,42.86636801833333,5.613333333333333,0.7016666666666667,main
2026-07-11,1.8553333333333335,233.40264444444446,139.3439329428889,94.05871150155556,7.421333333333334,0.9276666666666668,main
2026-07-12,1.8162222222222222,191.82776444444445,93.00206771544444,98.82569672900001,7.264888888888889,0.9081111111111111,main
2026-07-13,1.1635555555555555,263.21084888888885,122.612583321,140.59826556788886,4.654222222222222,0.5817777777777777,main
2026-07-14,1.0184444444444445,169.99502444444445,119.65270689788889,50.34231754655556,4.073777777777778,0.5092222222222222,main
2026-07-15,1.9595555555555555,331.03115888888885,199.69256600244444,131.33859288644442,7.838222222222222,0.9797777777777777,main
2026-07-16,1.7458888888888888,302.39962,238.8289309762222,63.57068902377782,6.983555555555555,0.8729444444444444,main
2026-07-17,0.9773333333333333,165.61655444444443,140.01948524766667,25.597069196777767,3.909333333333333,0.48866666666666664,main
2026-07-18,2.880333333333333,372.3880766666667,58.99809301566667,313.389983651,11.521333333333333,1.4401666666666666,main
2026-07-19,1.6834444444444445,989.18092,113.54587623511111,875.6350437648889,6.733777777777778,0.8417222222222223,main
2026-07-20,0.37144444444444447,55.174545555555554,48.58429162833333,6.590253927222221,1.4857777777777779,0.18572222222222223,main
2026-07-21,1.4115555555555555,236.18535444444444,184.91633484311112,51.269019601333326,5.646222222222222,0.7057777777777777,main
2026-07-22,1.3007777777777778,217.84731666666667,79.99449200944444,137.85282465722224,5.203111111111111,0.6503888888888889,main
2026-07-23,0.5690756501182033,97.29443177304965,77.52775991192435,19.766671861125303,2.276302600472813,0.28453782505910163,main
2026-07-24,0.8907777777777778,140.64695777777777,113.72964594955556,26.91731182822221,3.563111111111111,0.4453888888888889,main
2026-07-25,2.273,144.94825111111112,45.73847420011111,99.209776911,9.092,1.1365,main
2026-07-26,2.8885128205128203,435.8294209157509,156.89416441685105,278.9352564988999,11.554051282051281,1.4442564102564102,main
2026-07-27,1.4783333333333333,211.55986111111113,63.296685278333335,148.2631758327778,5.913333333333333,0.7391666666666666,main
2026-07-28,1.0796666666666668,127.80382555555555,73.51728914933334,54.28653640622221,4.318666666666667,0.5398333333333334,main
2026-07-29,2.423222222222222,449.0114644444444,172.23938717877778,276.77207726566667,9.692888888888888,1.211611111111111,main
2026-07-30,1.7115555555555555,366.51161666666667,151.1180804298889,215.39353623677778,6.846222222222222,0.8557777777777777,main
2026-07-31,1.2936666666666667,232.18057888888887,185.89764661855557,46.282932270333305,5.174666666666667,0.6468333333333334,main
2026-08-01,1.1227777777777779,159.66230222222222,105.20426986888889,54.45803235333334,4.4911111111111115,0.5613888888888889,main
2026-08-02,4.425777777777778,1559.9312533333334,184.99563592766668,1374.9356174056668,17.703111111111113,2.212888888888889,main
2026-08-03,1.461247311827957,348.60772236559137,126.61690293560216,221.99081942998922,5.844989247311828,0.7306236559139785,main
2026-08-04,1.9113333333333333,767.6968855555556,296.302525345,471.3943602105556,7.645333333333333,0.9556666666666667,main
2026-08-05,2.3894444444444445,513.10452,241.04028793977778,272.0642320602222,9.557777777777778,1.1947222222222222,main
2026-08-06,2.9996666666666667,1131.4797255555557,87.60387995233333,1043.8758456032224,11.998666666666667,1.4998333333333334,main
2026-08-07,1.8591111111111112,445.77705000000003,174.07310667522222,271.7039433247778,7.436444444444445,0.9295555555555556,main
2026-08-08,0.6208888888888888,88.50623222222222,69.57381131744444,18.932420904777786,2.4835555555555553,0.3104444444444444,main
2026-08-09,1.5865555555555555,342.40623,45.41263723522222,296.99359276477776,6.346222222222222,0.7932777777777777,main
2026-08-10,1.1981237113402061,167.55033147766324,80.99513280284192,86.55519867482131,4.7924948453608245,0.5990618556701031,main
2026-08-11,1.1674444444444445,140.66739555555554,76.52529909566667,64.14209645988888,4.669777777777778,0.5837222222222223,main
2026-08-12,1.575657004830918,300.3905225362319,211.27612660852174,89.11439592771018,6.302628019323672,0.787828502415459,main
2026-08-13,1.5095030525030524,288.5062591086691,151.2473514683199,137.2589076403492,6.03801221001221,0.7547515262515262,main
2026-08-14,1.3474299516908212,206.86502681159422,109.13790145435507,97.72712535723915,5.389719806763285,0.6737149758454106,main
2026-08-15,5.672666666666666,2187.304087777778,169.89942972922222,2017.4046580485558,22.690666666666665,2.836333333333333,main
2026-08-16,1.1663333333333332,255.23288666666667,190.900024051,64.33286261566667,4.665333333333333,0.5831666666666666,main
2026-08-17,1.1276666666666666,253.77150444444445,208.5565085132222,45.214995931222234,4.510666666666666,0.5638333333333333,main
2026-08-18,2.292222222222222,494.0865977777778,376.71413950355554,117.37245827422225,9.168888888888889,1.146111111111111,main
2026-08-19,2.1693356973995273,572.1173415839244,338.5329753690473,233.5843662148771,8.677342789598109,1.0846678486997636,main
2026-08-20,2.241,1161.4400644444445,243.54320011355554,917.896864330889,8.964,1.1205,main
2026-08-21,0.6867777777777778,135.45174333333333,114.25464098788889,21.197102345444435,2.7471111111111113,0.3433888888888889,main
2026-08-22,1.4115555555555555,340.86404999999996,123.11883096511112,217.74521903488886,5.646222222222222,0.7057777777777777,main
2026-08-23,1.914111111111111,296.48461444444445,150.44439583,146.04021861444446,7.656444444444444,0.9570555555555555,main
2026-08-24,0.9701111111111111,302.4456877777778,145.34726512411112,157.09842265366666,3.8804444444444446,0.4850555555555556,main
2026-08-26,0.9775555555555555,185.42719222222223,161.80199457788888,23.625197644333355,3.910222222222222,0.48877777777777776,main
2026-08-27,2.1975555555555557,377.9823666666667,119.35688964266667,258.625477024,8.790222222222223,1.0987777777777779,main
2026-08-28,5.539,2557.4128533333333,709.5885584226667,1847.8242949106666,22.156,2.7695,main
2025-10-01,4.7217,4807.231493,543.9490577496,4263.2824352504,47.217,2.36085,sensitivity
2025-10-02,5.176,5541.032529,589.2805499317,4951.7519790683,51.760000000000005,2.588,sensitivity
2025-10-03,6.7524,1006.802997,235.7729956749,771.0300013251,67.524,3.3762,sensitivity
2025-10-04,12.3555,4312.124194000001,0.43669200000000047,4311.687502000001,123.55499999999999,6.17775,sensitivity
2025-10-05,10.6496,3058.517353,1.5059219095000007,3057.0114310905,106.496,5.3248,sensitivity
2025-10-06,7.1043,5885.310399,685.8468697283,5199.4635292717,71.043,3.55215,sensitivity
2025-10-07,5.9989,786.434932,777.6316326589,8.8032993411,59.989,2.99945,sensitivity
2025-10-08,6.6785,940.791643,786.0002268673,154.79141613270008,66.785,3.33925,sensitivity
2025-10-09,4.9547,763.374855,500.93256950899996,262.44228549100006,49.547,2.47735,sensitivity
2025-10-10,4.0202,560.73049,250.0571643364,310.67332566360005,40.202,2.0101,sensitivity
2025-10-11,3.1884,380.108046,247.7549224167,132.3531235833,31.884,1.5942,sensitivity
2025-10-12,4.2204,487.745907,340.1255485153,147.62035848469998,42.20399999999999,2.1102,sensitivity
2025-10-13,3.3443,950.047756,429.1290795269,520.9186764731,33.443,1.6721499999999998,sensitivity
2025-10-14,3.0557,426.692763,514.1607089936,-87.46794599359998,30.557,1.52785,sensitivity
2025-10-15,2.2887,382.312856,300.4795155389,81.83334046110002,22.887,1.14435,sensitivity
2025-10-16,2.11,547.352894,193.70063675289998,353.6522572471,21.099999999999998,1.055,sensitivity
2025-10-17,0.9834,183.115168,106.3860063476,76.72916165240001,9.834,0.49169999999999997,sensitivity
2025-10-18,1.6834,219.947989,168.03130488920002,51.91668411079999,16.834,0.8417,sensitivity
2025-10-19,1.8133,254.879109,131.2716729675,123.6074360325,18.133,0.90665,sensitivity
2025-10-20,2.8850000000000002,300.675787,187.7535970142,112.9221899858,28.85,1.4425000000000001,sensitivity
2025-10-21,7.6323,4398.343402,434.4565472167,3963.8868547833004,76.323,3.8161499999999995,sensitivity
2025-10-22,4.2581999999999995,1092.53515,471.26021546239997,621.2749345376,42.581999999999994,2.1290999999999998,sensitivity
2025-10-23,5.2434,3775.177936,427.73530970080003,3347.4426262992,52.434000000000005,2.6217,sensitivity
2025-10-24,4.999,756.8905579999999,149.75173495069998,607.1388230493,49.989999999999995,2.4995,sensitivity
2025-10-25,11.2545,3573.022285,88.7082070812,3484.3140779188,112.545,5.62725,sensitivity
2025-10-26,9.5678,1537.722729,98.9933528175,1438.7293761825001,95.678,4.7839,sensitivity
2025-10-27,6.5541,781.981432,382.7567216083,399.22471039170006,65.541,3.27705,sensitivity
2025-10-28,5.434,1445.699644,347.6285980549,1098.0710459451,54.34,2.717,sensitivity
2025-10-29,6.0176,2822.36831,478.2687337878,2344.0995762121997,60.176,3.0088,sensitivity
2025-10-30,6.4181,4622.133407,416.9204490788,4205.2129579212005,64.181,3.20905,sensitivity
2025-10-31,5.8255,964.196085,465.4508465223,498.7452384777,58.254999999999995,2.91275,sensitivity
2025-11-01,7.3712,663.298824,239.09463552,424.20418847999997,73.712,3.6856,sensitivity
2025-11-02,2.9627,335.234501,209.1984124376,126.03608856240001,29.627,1.48135,sensitivity
2025-11-03,1.8864,322.09319,131.6244011723,190.4687888277,18.864,0.9432,sensitivity
2025-11-04,2.9114999999999998,1464.7117959999998,128.8393528765,1335.8724431234998,29.115,1.4557499999999999,sensitivity
2025-11-05,2.8563,1215.162316,206.1657838669,1008.9965321330999,28.563000000000002,1.42815,sensitivity
2025-11-06,2.5857,1021.140763,260.1862672045,760.9544957955,25.857,1.29285,sensitivity
2025-11-07,3.6193,575.542841,396.7624283919,178.78041260809994,36.193,1.80965,sensitivity
2025-11-08,2.8721,381.645857,307.6350375391,74.0108194609,28.721,1.43605,sensitivity
2025-11-09,2.3731,298.079245,240.6395210632,57.43972393680002,23.731,1.18655,sensitivity
2025-11-10,1.5292000000000001,231.668714,176.8973048987,54.77140910129998,15.292000000000002,0.7646000000000001,sensitivity
2025-11-11,2.5651,512.818919,215.4057249255,297.41319407450004,25.651000000000003,1.28255,sensitivity
2025-11-12,4.7933,966.1815639999999,255.1093962805,711.0721677194999,47.93300000000001,2.39665,sensitivity
2025-11-13,6.1303,938.1859,269.9092731948,668.2766268052,61.303,3.06515,sensitivity
2025-11-14,3.3563,472.907216,352.6163183198,120.29089768020003,33.563,1.67815,sensitivity
2025-11-15,2.5235,333.330668,184.2133121358,149.1173558642,25.235,1.26175,sensitivity
2025-11-16,3.7503,481.45075099999997,352.6904052937,128.76034570629997,37.503,1.87515,sensitivity
2025-11-17,3.9709,623.3680790000001,332.0405524432,291.3275265568001,39.708999999999996,1.9854499999999997,sensitivity
2025-11-18,3.0968,2222.572229,330.3132271302,1892.2590018698,30.968,1.5484,sensitivity
2025-11-19,5.8141,4826.038288,616.4689220181,4209.5693659819,58.141,2.90705,sensitivity
2025-11-20,2.1096,321.012504,293.3646322453,27.647871754699963,21.096,1.0548,sensitivity
2025-11-21,2.2337,368.062905,323.981375527,44.08152947299999,22.336999999999996,1.11685,sensitivity
2025-11-25,2.1249,393.637785,423.9611104329,-30.323325432899992,21.249,1.06245,sensitivity
2025-11-26,4.0147,685.128793,725.7576304788,-40.62883747880005,40.147000000000006,2.00735,sensitivity
2025-11-27,1.3397000000000001,370.869048,103.73925984819999,267.1297881518,13.397000000000002,0.6698500000000001,sensitivity
2025-11-28,2.1252999999999997,240.447237,116.342403865,124.104833135,21.252999999999997,1.0626499999999999,sensitivity
2025-11-29,3.2022,532.541236,236.1188895233,296.4223464767,32.022,1.6011,sensitivity
2025-11-30,1.672,169.446709,98.82352492550001,70.62318407449999,16.72,0.836,sensitivity
2025-12-01,2.5193,950.0374869999999,174.2368859722,775.8006010278,25.192999999999998,1.25965,sensitivity
2025-12-02,3.1274,459.232909,267.7250833595,191.50782564050002,31.274,1.5637,sensitivity
2025-12-03,3.681,789.86235,588.8871413814,200.97520861859994,36.81,1.8405,sensitivity
2025-12-04,3.5699,526.37384,432.9313454413,93.44249455869999,35.699,1.7849499999999998,sensitivity
2025-12-05,3.1029,431.227197,421.516876356,9.710320643999978,31.029,1.55145,sensitivity
2025-12-06,4.0047,1370.2305159999999,291.02848478469997,1079.2020312153,40.047,2.00235,sensitivity
2025-12-07,2.4872,245.458339,180.0022151997,65.45612380029999,24.872,1.2436,sensitivity
