HourUTC,HourDK,PriceArea,CentralPowerMWh,LocalPowerMWh,CommercialPowerMWh,LocalPowerSelfConMWh,OffshoreWindLt100MW_MWh,OffshoreWindGe100MW_MWh,OnshoreWindLt50kW_MWh,OnshoreWindGe50kW_MWh,HydroPowerMWh,SolarPowerLt10kW_MWh,SolarPowerGe10Lt40kW_MWh,SolarPowerGe40kW_MWh,SolarPowerSelfConMWh,UnknownProdMWh,ExchangeNO_MWh,ExchangeSE_MWh,ExchangeGE_MWh,ExchangeNL_MWh,ExchangeGB_MWh,ExchangeGreatBelt_MWh,GrossConsumptionMWh,GridLossTransmissionMWh,GridLossInterconnectorsMWh,GridLossDistributionMWh,PowerToHeatMWh
2026-05-25T15:00:00,2026-05-25T17:00:00,DK1,1.8926,79.146212,37.942828,241.998352,47.770551,688.909422,8.697321,1421.881947,0.983061,199.200519,34.106135,1402.727958,81.801727,3.285029,-442.4254,295.325,-1300.92,-3.137,0.0,236.3,3035.486266,28.726442,13.9454,104.800474,250.190211
2026-05-25T14:00:00,2026-05-25T16:00:00,DK1,1.51589,76.647105,34.961334,249.855981,29.939661,286.746194,9.799805,1184.622468,0.978763,246.977354,43.307492,609.850403,45.006763,3.088008,-1361.193,-525.92,2407.72,98.05,0.0,-343.7,3098.25422,88.102709,56.35,95.97197,359.977072
2026-05-25T13:00:00,2026-05-25T15:00:00,DK1,1.53024,71.183231,34.136403,278.204981,27.441329,310.560576,10.778121,1174.653249,0.978847,292.730842,52.20063,620.344949,48.263821,1.750988,-1669.3178,-717.641,3029.02,380.618,0.0,-472.1,3475.337407,126.203136,81.9328,110.086673,661.419808
2026-05-25T12:00:00,2026-05-25T14:00:00,DK1,1.52688,65.117475,33.054925,280.82234,22.64802,340.41693,10.505467,979.381597,0.990395,315.31868,57.163941,564.543273,46.851295,2.115151,-1541.5796,-732.845,3205.06,637.552,0.0,-471.9,3816.743769,137.136335,82.2486,108.397587,859.535651
2026-05-25T11:00:00,2026-05-25T13:00:00,DK1,1.53545,66.07311,31.914319,290.524683,19.135496,310.291929,9.440654,862.779066,0.993138,321.943767,58.942919,600.884872,49.088577,2.135936,-1605.4366,-733.028,3247.47,574.091,0.0,-446.4,3662.380317,132.968056,83.6786,100.114675,703.053715
2026-05-25T10:00:00,2026-05-25T12:00:00,DK1,1.53967,70.479083,32.098713,299.579715,16.219128,66.955358,8.455663,812.879162,1.025975,315.141849,57.587313,665.072777,51.890099,1.707696,-1666.8436,-722.327,3201.62,569.009,0.0,-466.9,3315.190599,119.136858,87.5586,95.164056,425.143833
2026-05-25T09:00:00,2026-05-25T11:00:00,DK1,1.53864,71.610953,31.532881,283.392314,11.997272,50.368922,7.580846,734.755181,1.024779,290.068635,52.490118,712.830604,52.769466,1.752021,-1653.8639,-713.757,3124.05,587.247,0.0,-444.0,3203.388734,124.850794,86.2929,91.902171,424.530053
2026-05-25T08:00:00,2026-05-25T10:00:00,DK1,1.53335,71.854487,31.737601,254.391629,6.947994,175.024785,6.01444,570.158296,1.007839,243.554546,43.621188,819.964049,55.356991,1.868711,-1567.5165,-489.021,2887.03,321.784,0.0,-397.1,3038.212404,93.17538,64.8775,87.359814,370.557646
2026-05-25T07:00:00,2026-05-25T09:00:00,DK1,1.52824,74.601207,34.259768,254.070302,13.164166,480.869476,3.872395,396.224417,0.953862,186.330657,31.860668,1389.096333,80.36438,2.225237,-988.5307,-576.045,1454.06,370.633,0.0,-238.7,2970.838411,75.183741,46.0987,97.924207,405.190343
2026-05-25T06:00:00,2026-05-25T08:00:00,DK1,66.914717,76.405769,50.75396,209.488929,10.892753,542.640913,2.04669,285.480206,0.955047,126.544285,20.285976,1379.06589,76.294807,4.644324,-98.4969,-160.312,-970.15,582.794,0.0,246.9,2453.149367,52.813505,23.7299,79.961906,161.29396
2026-05-25T05:00:00,2026-05-25T07:00:00,DK1,351.569153,83.963859,57.706379,136.804701,12.825022,490.196454,1.097996,230.87946,0.961267,59.590373,8.989575,723.273795,39.592686,7.961449,818.0954,333.906,-2261.98,509.97,0.0,487.6,2093.00357,68.112509,12.6406,70.686787,50.028023
2026-05-25T04:00:00,2026-05-25T06:00:00,DK1,353.012628,238.282975,70.945585,80.632506,15.808756,479.571059,0.668824,314.173955,0.963731,16.856187,2.798104,231.157248,12.540577,2.610712,1559.0913,621.248,-3169.19,555.613,0.0,497.0,1883.785147,81.438269,13.0384,69.691559,32.242627
2026-05-25T03:00:00,2026-05-25T05:00:00,DK1,360.256206,168.349726,69.221601,50.104758,19.614939,483.996921,0.678214,408.508499,0.973135,2.268784,0.364125,52.000433,2.731667,3.703527,1617.5833,715.569,-3187.47,555.696,0.0,465.7,1789.850835,71.419169,12.515,67.585541,21.606145
2026-05-25T02:00:00,2026-05-25T04:00:00,DK1,355.317909,128.226835,64.523472,42.968807,21.030646,570.274157,0.868516,470.37999,0.962372,0.424431,0.092819,4.722129,0.261969,4.822687,1616.3225,715.716,-3311.27,614.136,0.0,518.7,1818.481239,59.764841,14.8047,71.262502,26.998878
2026-05-25T01:00:00,2026-05-25T03:00:00,DK1,358.047045,78.820397,54.298803,43.526349,20.342359,635.697604,0.979208,515.402059,0.977271,0.419584,0.081712,0.020652,0.0,9.542008,1527.4851,715.694,-3259.03,625.661,0.0,540.0,1867.965151,70.730162,15.1192,70.106848,19.449107
2026-05-25T00:00:00,2026-05-25T02:00:00,DK1,350.066989,77.445593,53.73574,41.486531,16.916231,654.63582,1.057384,512.540449,0.979576,0.59351,0.143977,0.032841,0.0,3.946538,1497.8763,715.728,-3207.1,651.306,0.0,512.1,1883.491479,76.771664,16.244,72.139495,15.176148
2026-05-24T23:00:00,2026-05-25T01:00:00,DK1,355.344944,83.021272,52.429832,40.163005,20.100159,562.13557,1.097692,449.602057,0.984604,0.659803,0.233041,0.059241,0.0,0.363586,1568.4808,715.739,-3007.03,649.674,0.0,416.1,1909.158606,76.698278,16.2264,70.88286,13.780316
2026-05-24T22:00:00,2026-05-25T00:00:00,DK1,374.083447,86.396825,52.314811,38.948455,21.05243,506.068016,0.997714,453.106759,0.991651,0.935304,0.386167,0.566306,0.094389,1.73666,1527.2907,715.675,-2963.58,671.575,0.0,476.9,1965.539634,80.365702,17.1356,75.578864,16.82897
2026-05-24T21:00:00,2026-05-24T23:00:00,DK1,397.174322,100.18721,52.277985,38.777595,21.007426,437.323485,0.949269,481.694872,0.983608,0.992022,0.600043,3.574892,0.0,0.783227,1614.402,709.126,-2653.93,416.779,0.0,416.2,2038.902956,79.714867,9.9822,76.749088,17.683678
2026-05-24T20:00:00,2026-05-24T22:00:00,DK1,423.895936,100.227993,60.804122,38.759372,19.272055,337.664799,1.044582,474.412049,0.982817,1.876678,1.359063,15.373618,0.930468,1.326623,1569.8279,716.654,-2300.2,412.847,0.0,241.4,2118.459075,67.697899,9.0637,78.831609,15.952836
2026-05-24T19:00:00,2026-05-24T21:00:00,DK1,433.741912,93.601647,61.220327,41.06156,19.46695,333.744694,1.31669,389.052511,0.984353,5.525017,3.105852,43.076791,2.585383,1.961845,1558.0618,705.245,-1701.26,51.078,0.0,100.3,2143.870332,62.841005,6.0223,80.474408,14.443654
2026-05-24T18:00:00,2026-05-24T20:00:00,DK1,426.970432,121.112066,63.250053,65.263101,16.034102,305.212941,2.177524,378.080227,0.978604,13.105901,3.769021,175.936765,9.640584,1.8217,1616.8261,716.214,-1968.06,147.226,0.0,121.3,2216.859121,67.297809,5.3553,80.129894,16.723115
2026-05-24T17:00:00,2026-05-24T19:00:00,DK1,344.810218,109.623629,59.16231,117.730022,14.641091,245.427002,3.520657,556.158805,0.987374,50.916905,8.752111,530.902366,29.528568,3.119325,1421.2857,706.832,-2338.72,223.965,0.0,277.6,2366.243084,65.270618,4.845,83.130762,60.914073
2026-05-24T16:00:00,2026-05-24T18:00:00,DK1,96.964898,85.884609,55.000565,179.503359,10.229655,298.343256,4.964378,813.531378,1.003878,127.240767,20.767925,1123.882172,63.594543,1.948187,554.9585,555.08,-2223.32,517.391,0.0,375.1,2662.06907,57.702178,13.5305,86.483988,187.783713
2026-05-24T15:00:00,2026-05-24T17:00:00,DK1,1.64824,77.987372,48.649953,212.052631,7.414322,203.308221,6.167652,729.308887,0.980657,193.437467,34.038638,974.459368,60.096775,1.517731,-268.5422,-100.559,321.21,466.493,0.0,12.9,2982.569713,44.637163,23.6722,88.908341,423.582271
2026-05-24T14:00:00,2026-05-24T16:00:00,DK1,1.65607,80.187753,36.471544,234.187068,5.745291,72.643311,6.742279,585.445541,0.993978,249.093146,44.098182,562.955188,42.807327,0.774691,-1141.8077,-687.21,2967.01,469.898,0.0,-433.7,3097.991668,84.56409,58.9527,85.854568,578.243028
2026-05-24T13:00:00,2026-05-24T15:00:00,DK1,1.6597,74.318356,35.051647,250.69586,3.440253,62.375399,6.758852,504.238208,0.998066,288.176173,53.17389,552.722849,44.703644,0.730671,-1249.1562,-731.421,3387.44,665.756,0.0,-509.9,3441.76237,105.862354,69.9252,86.103294,809.904707
2026-05-24T12:00:00,2026-05-24T14:00:00,DK1,1.65037,57.797627,34.06026,261.540586,4.753439,47.562595,6.558304,486.794006,0.996183,308.350084,58.17591,565.243444,46.58847,0.760177,-1174.4174,-651.684,3456.4,593.21,0.0,-435.4,3668.940057,103.29025,61.4184,91.938902,920.984145
2026-05-24T11:00:00,2026-05-24T13:00:00,DK1,1.65807,53.51655,32.931124,266.238833,4.835851,27.348408,6.337623,471.997004,1.006103,313.541346,59.486201,564.643929,46.883575,0.677246,-1253.1326,-473.679,3483.31,682.899,0.0,-533.7,3756.799262,104.027779,61.3946,93.496652,967.347733
2026-05-24T10:00:00,2026-05-24T12:00:00,DK1,1.65938,53.358867,35.785747,263.825718,5.385029,19.803,5.527716,458.325383,1.022954,303.577298,57.501229,584.018264,47.254841,0.505747,-1172.5981,-692.125,3437.67,630.583,0.0,-502.1,3538.981072,102.909548,64.1751,98.324725,825.53502
2026-05-24T09:00:00,2026-05-24T11:00:00,DK1,1.66425,69.883964,35.214393,252.524147,6.148417,16.533177,4.675159,407.586207,1.023131,272.939597,51.142917,567.836343,44.595943,0.675597,-1173.5059,-591.622,3114.19,568.289,0.0,-495.8,3153.994342,91.72729,58.4599,86.455811,545.155092
2026-05-24T08:00:00,2026-05-24T10:00:00,DK1,1.64061,73.624698,34.85617,235.641693,6.973603,17.957,4.085345,364.645942,1.016916,236.231073,43.77054,578.498544,42.925007,0.728496,-1372.431,-552.208,3170.76,555.183,0.0,-342.2,3101.699638,88.430364,62.64,86.402699,574.806983
2026-05-24T07:00:00,2026-05-24T09:00:00,DK1,1.65864,73.37263,40.426853,197.759701,5.365563,27.314722,3.304912,370.423777,0.953133,165.756206,31.111117,710.619955,45.374363,1.341848,-1289.6623,-516.976,2715.88,538.873,0.0,-164.6,2958.298121,75.784209,59.1553,94.433473,558.70905
2026-05-24T06:00:00,2026-05-24T08:00:00,DK1,1.68425,79.858959,55.274278,156.758115,6.857609,169.270483,2.536867,409.028798,0.969159,100.467584,19.018233,971.230047,54.535793,0.888836,-600.3979,345.691,691.57,83.706,0.0,47.8,2596.748111,48.983031,17.3119,92.327831,381.1866
2026-05-24T05:00:00,2026-05-24T07:00:00,DK1,2.05668,87.584061,58.500099,113.306163,12.282175,399.067508,2.040184,449.078157,0.96214,58.636382,8.918197,638.452263,35.300343,0.407413,345.4954,632.726,-530.36,-687.202,0.0,470.1,2097.351164,54.981241,21.0836,74.794842,128.632909
2026-05-24T04:00:00,2026-05-24T06:00:00,DK1,147.38288,106.961507,61.760504,81.186658,12.526296,468.285015,1.639164,523.955742,0.965262,18.751598,2.867178,251.098918,13.635884,0.80431,1156.683,694.742,-1417.83,-702.846,0.0,438.2,1860.769917,66.15949,20.852,70.158665,53.759667
2026-05-24T03:00:00,2026-05-24T05:00:00,DK1,312.089069,93.644782,62.036927,56.697499,12.406998,510.410724,1.206811,543.755292,0.970745,3.16711,0.499552,74.916442,3.929155,0.045233,1458.8856,712.94,-2195.08,-228.443,0.0,426.5,1850.578939,77.378429,7.3134,70.621038,67.198951
2026-05-24T02:00:00,2026-05-24T04:00:00,DK1,337.158804,91.566006,59.724167,48.462351,12.530592,542.212852,1.056353,570.595065,0.971645,0.706045,0.181922,2.928725,0.190835,0.043447,1469.4145,716.668,-2826.52,316.59,0.0,495.9,1840.381309,82.590609,6.3818,73.372046,29.459512
2026-05-24T01:00:00,2026-05-24T03:00:00,DK1,346.343613,85.644675,55.966648,48.556014,13.389833,540.570333,1.173659,587.737422,0.985519,0.70867,0.151965,0.537672,0.069915,0.577253,1463.9054,716.645,-2934.06,474.17,0.0,479.0,1882.073591,80.29892,10.3116,74.521055,37.544268
2026-05-24T00:00:00,2026-05-24T02:00:00,DK1,358.094332,84.911632,55.956049,48.054988,15.615609,504.959447,1.101752,551.318362,0.995095,0.641824,0.208466,0.484707,0.06675,0.027059,1487.8336,716.56,-2974.14,668.909,0.0,386.0,1907.598672,78.001089,16.8612,78.021288,21.379642
2026-05-23T23:00:00,2026-05-24T01:00:00,DK1,356.172744,140.745639,59.130659,45.809202,19.499095,427.961011,1.092913,539.748799,0.997783,0.769995,0.343809,3.475545,0.229467,0.598227,1614.5966,712.629,-3020.11,674.201,0.0,357.1,1934.991488,80.47931,17.2814,76.738144,18.485942
2026-05-23T22:00:00,2026-05-24T00:00:00,DK1,372.083016,112.67505,55.409811,45.578636,17.522186,531.529035,1.142005,569.893335,0.986065,0.85289,0.375319,1.893932,0.156107,3.849777,1594.3178,716.126,-2933.26,681.542,0.0,221.1,1993.772964,79.118944,17.4288,76.413959,17.495425
2026-05-23T21:00:00,2026-05-23T23:00:00,DK1,416.930588,168.703624,57.921237,44.358738,15.605267,555.007934,1.291082,527.06951,0.980255,1.066735,0.647247,0.869605,0.0,13.033956,1616.8516,716.509,-3073.9,598.052,0.0,432.9,2093.898378,89.813994,14.2989,79.213868,24.187624
2026-05-23T20:00:00,2026-05-23T22:00:00,DK1,431.879235,111.22217,61.375098,42.521597,18.77009,464.377941,1.430258,459.405205,0.9822,1.713648,1.161138,0.586556,0.173067,13.76198,1617.2905,703.069,-2600.6,423.246,0.0,404.6,2156.965683,80.221979,9.3646,83.076947,19.006822
2026-05-23T19:00:00,2026-05-23T21:00:00,DK1,436.836981,154.518421,64.488004,44.256138,13.330837,431.046293,1.569244,396.417404,0.996012,5.437174,3.058622,29.385603,1.89407,2.258837,1617.2498,712.995,-2004.31,-155.341,0.0,424.4,2180.48744,82.78679,5.5922,82.338936,20.425041
2026-05-23T18:00:00,2026-05-23T20:00:00,DK1,434.751071,171.552059,67.278435,61.06723,9.156138,426.411081,2.086501,418.69981,0.992428,12.108488,3.602303,191.441859,10.357633,4.464337,1617.0305,707.208,-2763.87,453.933,0.0,401.2,2229.470873,86.36947,9.5179,83.019529,18.064566
2026-05-23T17:00:00,2026-05-23T19:00:00,DK1,292.20792,122.577266,61.499781,95.469863,13.588302,456.217402,2.995649,507.858323,0.983127,48.115804,7.936738,517.653569,28.685305,2.909404,1511.706,650.92,-2787.7,508.395,0.0,275.0,2317.019454,80.502587,11.5563,81.239863,17.679629
2026-05-23T16:00:00,2026-05-23T18:00:00,DK1,47.663216,117.952345,58.355484,145.008829,23.837153,355.985668,3.557716,609.769301,0.998449,114.415354,18.625025,1067.375279,60.020782,3.277183,924.964,657.528,-2556.06,636.135,0.0,192.8,2482.208785,62.821787,15.953,86.476157,39.377341
2026-05-23T15:00:00,2026-05-23T17:00:00,DK1,1.84875,109.104707,51.686897,186.260877,22.390633,349.091657,4.361071,663.990793,0.986941,172.090987,29.028108,1300.764253,75.09417,2.316412,-18.0392,403.465,-1458.23,653.139,0.0,169.8,2719.151053,48.879011,20.3712,88.545776,190.776874
2026-05-23T14:00:00,2026-05-23T16:00:00,DK1,1.85183,88.238951,41.91064,198.380837,17.998249,116.092711,5.887307,653.332975,0.982755,193.636544,33.22609,667.716411,44.728951,1.3972,-920.438,-385.75,2222.35,509.793,0.0,-428.6,3062.736452,69.778429,44.203,84.993038,555.275685
2026-05-23T13:00:00,2026-05-23T15:00:00,DK1,1.84991,84.664572,37.531371,217.764553,7.416549,112.261411,6.911858,689.931348,0.98821,214.361077,38.194668,512.75304,38.265438,0.642914,-1082.5087,-644.065,3111.39,519.516,0.0,-463.6,3404.26922,93.022285,55.1067,90.072013,801.303474
2026-05-23T12:00:00,2026-05-23T14:00:00,DK1,1.84689,79.771281,34.205208,228.495557,8.865527,78.261985,6.704178,510.061125,0.989502,234.86459,43.596128,505.282391,39.187157,0.672269,-782.4365,-628.734,3168.17,443.163,0.0,-449.2,3523.766286,97.677832,41.4065,94.131255,794.165525
2026-05-23T11:00:00,2026-05-23T13:00:00,DK1,1.84163,68.883692,36.065732,229.795756,7.428411,1.40244,5.201761,311.52838,0.99872,226.100995,39.986166,504.423203,38.525517,0.610378,-914.137,-294.787,3321.6,606.627,0.0,-464.7,3727.395782,104.920379,41.827,101.773418,866.113989
2026-05-23T10:00:00,2026-05-23T12:00:00,DK1,1.79261,71.764522,33.068259,161.302856,14.06461,0.296043,3.780096,405.496628,0.998413,160.470532,24.228554,455.056764,31.987793,0.462607,-837.5363,-385.802,3337.41,436.654,0.0,-417.8,3497.695986,96.112143,36.4923,103.980953,676.209172
2026-05-23T09:00:00,2026-05-23T11:00:00,DK1,1.78251,67.709162,33.275551,186.422816,14.361709,9.868586,5.47151,744.265675,1.026276,131.281144,26.789592,316.316822,31.926807,0.85493,-1305.0058,-474.529,3430.42,607.992,0.0,-399.2,3431.03029,96.967789,60.6388,102.654836,605.268949
2026-05-23T08:00:00,2026-05-23T10:00:00,DK1,1.78157,74.16203,33.540886,219.797806,8.765358,322.668063,7.690585,966.443673,1.024391,164.947303,29.874716,474.352017,33.458702,1.198448,-1644.6749,-597.295,3189.37,493.706,0.0,-407.4,3373.411648,101.88648,81.2709,107.048471,553.215719
2026-05-23T07:00:00,2026-05-23T09:00:00,DK1,1.7989,81.990122,38.060139,234.165392,26.720891,1040.15721,6.341613,892.279549,0.98033,142.856648,25.979137,1035.775278,60.230553,1.130373,-1211.2178,-618.98,1759.35,114.422,0.0,-519.9,3112.140335,96.028484,49.3478,110.521981,398.385091
2026-05-23T06:00:00,2026-05-23T08:00:00,DK1,3.74709,95.235265,52.380847,206.132109,38.136395,1403.191474,3.472938,779.652016,0.967856,106.17651,17.540658,1231.414015,67.756561,0.960432,-283.9766,366.195,-1688.92,252.075,0.0,69.0,2721.137564,68.458144,14.3336,94.586109,253.707772
2026-05-23T05:00:00,2026-05-23T07:00:00,DK1,228.725001,97.798385,56.327831,154.090029,32.826738,1389.275477,1.515947,676.940424,0.97234,55.547221,8.159579,679.75519,37.1731,0.315892,428.4231,608.629,-2585.93,345.882,0.0,141.2,2357.627254,75.260554,7.8249,77.950569,163.726042
2026-05-23T04:00:00,2026-05-23T06:00:00,DK1,329.619961,108.719476,61.914193,104.02343,26.23555,1212.000991,0.785233,689.280004,0.966657,18.316715,2.604694,244.309656,13.261553,0.268474,1218.868,715.111,-2615.96,-247.749,0.0,247.4,2129.976587,79.62034,6.623,76.670122,134.037828
2026-05-23T03:00:00,2026-05-23T05:00:00,DK1,352.080619,155.59649,60.779462,65.271591,14.53747,984.256928,0.476422,563.001088,0.982072,2.089136,0.301482,52.779964,2.758529,0.800549,1601.1216,716.577,-2712.58,-254.482,0.0,376.8,1983.148402,84.493693,5.5726,73.443356,47.888687
2026-05-23T02:00:00,2026-05-23T04:00:00,DK1,361.156844,229.018314,56.574816,52.937973,11.437358,789.969393,0.355703,446.32744,0.97262,0.378426,0.133783,4.500036,0.250612,0.797671,1615.4216,716.415,-2905.76,166.964,0.0,432.6,1980.451589,79.814055,3.2762,77.096228,30.676368
2026-05-23T01:00:00,2026-05-23T03:00:00,DK1,360.66366,131.974506,44.177487,51.069838,13.951486,598.987512,0.342477,406.571474,0.990943,0.346865,0.086211,1.360767,0.089692,0.339753,1605.0946,716.643,-3000.2,638.105,0.0,439.8,2010.395271,78.321025,15.5855,77.343934,27.801471
2026-05-23T00:00:00,2026-05-23T02:00:00,DK1,359.124603,120.692237,44.848535,48.182015,14.99283,531.41942,0.344162,393.612209,0.995897,0.446921,0.104941,4.472199,0.251203,0.056991,1615.6075,716.415,-2953.06,681.865,0.0,462.2,2042.571663,75.855529,17.4657,77.284873,24.05054
2026-05-22T23:00:00,2026-05-23T01:00:00,DK1,362.009555,139.721047,45.067629,47.488902,14.329801,411.07698,0.310657,372.839819,1.00331,0.477529,0.140088,1.152717,0.088517,0.331886,1616.353,716.56,-2700.95,658.777,0.0,402.7,2089.478437,71.315694,16.3941,81.474583,21.769447
2026-05-22T22:00:00,2026-05-23T00:00:00,DK1,374.168142,140.868231,44.404153,47.59205,18.740083,364.190649,0.398462,322.307536,0.990264,0.609065,0.265448,1.857667,0.136609,2.517743,1598.2957,716.518,-2550.29,675.968,0.0,374.6,2134.137802,69.397412,17.202,80.700591,19.242139
2026-05-22T21:00:00,2026-05-22T23:00:00,DK1,428.72524,153.975438,44.339456,45.53945,16.935844,258.934492,0.275706,255.635322,0.98446,0.614304,0.300112,0.454935,0.068468,1.558291,1615.0111,716.663,-2151.68,487.9,0.0,337.4,2213.635618,64.449351,10.521,88.931195,22.721956
2026-05-22T20:00:00,2026-05-22T22:00:00,DK1,434.651808,156.188008,47.13215,44.32699,12.47431,192.466617,0.274895,193.787307,0.984531,0.989538,0.541777,12.343585,0.0,7.698334,1615.5323,716.529,-1945.63,428.733,0.0,368.9,2287.92415,62.418159,9.238,89.983184,22.106171
2026-05-22T19:00:00,2026-05-22T21:00:00,DK1,431.377942,133.50647,52.743141,44.545212,11.392409,175.740983,0.304404,164.687085,0.982543,4.171679,2.528214,17.313437,1.200667,15.811764,1574.3,716.343,-1607.06,227.454,0.0,363.2,2330.54295,59.335429,5.0171,89.661161,24.122278
2026-05-22T18:00:00,2026-05-22T20:00:00,DK1,430.316722,228.493231,57.63699,63.632306,7.676713,162.503365,0.669833,179.363749,1.004829,15.469657,5.095962,141.239928,8.090278,21.081202,1616.6872,707.292,-2278.24,626.312,0.0,423.4,2417.725964,68.714813,15.0798,86.836796,29.601895
2026-05-22T17:00:00,2026-05-22T19:00:00,DK1,423.542446,126.648372,50.022369,113.869711,8.484976,128.824467,1.326913,220.63958,0.982188,46.799714,7.650413,504.744498,27.959732,4.14451,1606.4785,630.558,-2026.55,494.255,0.0,209.1,2579.481388,62.409516,10.3656,89.55979,57.859007
2026-05-22T16:00:00,2026-05-22T18:00:00,DK1,268.774615,141.693168,48.848455,172.848877,6.436533,144.494895,1.968973,293.235244,0.988982,109.592526,16.009538,1084.635169,60.51186,11.777244,1409.5588,683.795,-2463.99,632.256,0.0,158.4,2781.835881,61.679712,15.6816,94.351203,29.95869
2026-05-22T15:00:00,2026-05-22T17:00:00,DK1,89.348345,114.142575,48.181414,211.682673,6.919588,134.137957,2.747976,376.809239,1.001986,172.314527,25.060096,1541.682667,86.952866,12.197015,397.6581,587.73,-1590.08,602.92,0.0,125.8,2947.207023,48.12385,15.0599,97.125929,71.995322
2026-05-22T14:00:00,2026-05-22T16:00:00,DK1,2.06874,123.021057,43.002224,239.683777,5.776544,124.709781,3.120546,396.534955,0.98689,225.412913,31.839758,1794.397508,102.582512,14.527981,-440.7385,372.205,-607.03,652.217,0.0,-0.3,3084.018683,43.503149,27.3335,99.458561,136.492866
2026-05-22T13:00:00,2026-05-22T15:00:00,DK1,1.80067,95.726344,43.424406,242.480264,4.721279,128.739419,3.525841,363.567526,0.985748,240.699859,35.713523,1754.363718,101.538857,14.222761,-1329.9002,-498.506,1965.58,603.289,0.0,-362.8,3409.173013,94.44527,66.5172,96.635432,382.120881
2026-05-22T12:00:00,2026-05-22T14:00:00,DK1,1.73157,82.036888,42.319378,259.812415,4.286524,183.440058,3.01507,296.834667,0.979039,240.847991,37.385918,1785.218707,103.17263,13.225308,-1197.6368,-732.586,2938.5,574.283,0.0,-507.6,4129.266364,139.165849,64.6038,103.014125,934.727855
2026-05-22T11:00:00,2026-05-22T13:00:00,DK1,1.77031,85.15253,41.925807,268.123886,4.70662,193.498418,2.8466,267.114722,1.000752,245.197429,38.264241,1805.686328,104.457397,13.160592,-953.5441,-732.591,2698.27,649.949,0.0,-508.1,4226.889535,124.575817,59.2881,109.488295,914.503279
2026-05-22T10:00:00,2026-05-22T12:00:00,DK1,2.12504,88.158764,41.369852,255.986932,4.597031,188.636626,2.571198,229.036916,0.952016,214.818291,29.782402,1701.559381,97.308006,8.804888,-1085.8469,-732.115,2963.76,648.194,0.0,-534.5,4125.199441,118.257699,63.3539,121.649788,754.229648
2026-05-22T09:00:00,2026-05-22T11:00:00,DK1,2.24275,89.530781,41.387422,223.570228,5.622748,197.063194,2.068631,250.355614,0.949327,204.386915,21.455318,1568.227075,89.703468,6.17359,-976.6479,-731.504,2741.77,673.706,0.0,-519.0,3891.061158,120.583201,60.5029,117.915041,521.092668
2026-05-22T08:00:00,2026-05-22T10:00:00,DK1,2.689227,91.900288,41.038703,165.930948,4.003452,166.623403,1.513007,227.906149,0.950285,120.739616,12.618681,1164.401691,64.888,9.57227,-1085.8569,-422.335,2590.31,669.088,0.0,-423.1,3402.881819,108.239248,53.3079,102.724627,180.161161
2026-05-22T07:00:00,2026-05-22T09:00:00,DK1,93.42143,113.332681,46.515102,130.270033,5.776828,153.51513,1.44733,266.912941,0.957124,72.089108,7.504625,736.884923,40.823933,8.89373,-247.8036,68.982,828.59,669.661,0.0,112.9,3110.674318,62.080106,24.8176,106.839771,84.147731
2026-05-22T06:00:00,2026-05-22T08:00:00,DK1,437.45008,157.245501,45.13818,97.094373,5.236198,226.439686,1.007774,182.20272,0.96131,38.226433,4.049085,472.969929,25.762272,4.208474,626.6982,30.406,75.29,497.138,0.0,84.7,3012.224215,53.721468,13.3848,102.66508,65.379208
2026-05-22T05:00:00,2026-05-22T07:00:00,DK1,456.637756,120.765084,50.513919,72.408004,7.447484,284.440864,0.916568,184.874998,0.961584,18.830864,1.894962,242.25537,13.14906,2.158039,1450.902,236.702,-1165.83,660.364,0.0,167.5,2806.892556,55.30482,17.1925,95.580683,51.742439
2026-05-22T04:00:00,2026-05-22T06:00:00,DK1,454.826017,126.978697,50.203727,57.774214,8.590181,262.248812,0.889476,240.527641,0.962358,7.411429,0.986587,101.878439,5.513823,2.220243,1618.0302,610.392,-2067.89,661.102,0.0,319.5,2462.145844,65.176008,16.7798,86.240967,47.500755
2026-05-22T03:00:00,2026-05-22T05:00:00,DK1,458.519485,122.017266,48.798283,48.7768,7.706781,401.498329,1.101708,295.56894,0.961589,0.825047,0.154687,25.08967,1.30347,0.65391,1535.195,660.711,-2493.71,683.03,0.0,424.5,2222.701965,72.620351,17.5805,81.503725,69.77121
2026-05-22T02:00:00,2026-05-22T04:00:00,DK1,447.44154,150.670316,48.389051,47.181797,7.677589,434.438467,1.4149,353.645613,0.962817,0.365193,0.089187,3.822521,0.213845,0.779955,1615.6198,716.218,-2608.62,647.982,0.0,355.8,2224.092591,75.082538,16.2292,82.182727,62.272197
2026-05-22T01:00:00,2026-05-22T03:00:00,DK1,453.837757,119.107501,46.901458,48.989771,10.881829,386.356556,1.196425,395.360941,0.963186,0.340277,0.056929,2.621525,0.150937,0.555169,1567.7183,716.46,-2506.73,666.085,0.0,409.7,2320.553561,69.278734,16.866,88.30297,58.682466
2026-05-22T00:00:00,2026-05-22T02:00:00,DK1,462.141826,128.60792,45.008066,50.489424,10.06725,478.75115,0.985734,387.962352,0.962498,0.300925,0.070806,3.428825,0.190028,0.598573,1561.6288,716.463,-2518.62,644.066,0.0,427.5,2400.603177,71.546055,15.8953,90.670195,57.262658
