TimeUTC,TimeDK,PriceArea,SatisfiedDemand,ImbalancePriceEUR,ImbalancePriceDKK,SpotPriceEUR,DominatingDirection,aFRRUpMW,aFRRVWAUpEUR,aFRRVWAUpDKK,aFRRDownMW,aFRRVWADownEUR,aFRRVWADownDKK,mFRRMarginalPriceUpEUR,mFRRMarginalPriceUpDKK,mFRRMarginalPriceDownEUR,mFRRMarginalPriceDownDKK
2026-08-31T21:45:00,2026-08-31T23:45:00,DK1,102.0,145.6,1088.37,145.6,1,0.0,0.0,0.0,-24.18,30.18,225.6,145.6,1088.37,136.0,1016.61
2026-08-31T21:30:00,2026-08-31T23:30:00,DK1,81.0,151.11,1129.56,151.11,1,0.0,126.22,943.51,-7.03,69.66,520.72,151.11,1129.56,139.0,1039.04
2026-08-31T21:15:00,2026-08-31T23:15:00,DK1,-26.0,135.28,1011.23,155.67,-1,11.87,225.65,1686.76,0.0,0.0,0.0,155.67,1163.65,135.28,1011.23
2026-08-31T21:00:00,2026-08-31T23:00:00,DK1,0.0,161.16,1204.69,161.16,0,10.6,225.28,1683.99,-0.03,111.45,833.1,161.16,1204.69,138.63,1036.27
2026-08-31T20:45:00,2026-08-31T22:45:00,DK1,0.0,167.48,1251.93,167.48,0,0.0,0.0,0.0,-4.84,115.04,859.94,167.48,1251.93,151.27,1130.76
2026-08-31T20:30:00,2026-08-31T22:30:00,DK1,43.0,173.0,1293.19,173.0,1,0.0,0.0,0.0,-6.2,113.37,847.45,173.0,1293.19,151.31,1131.06
2026-08-31T20:15:00,2026-08-31T22:15:00,DK1,0.0,169.54,1267.33,169.54,0,0.0,0.0,0.0,-13.29,51.1,381.98,169.54,1267.33,151.35,1131.36
2026-08-31T20:00:00,2026-08-31T22:00:00,DK1,0.0,175.65,1313.0,175.65,0,2.62,210.21,1571.34,-1.46,112.2,838.71,175.65,1313.0,154.31,1153.48
2026-08-31T19:45:00,2026-08-31T21:45:00,DK1,0.0,164.43,1229.13,164.43,0,0.0,0.0,0.0,-3.95,87.86,656.76,164.43,1229.13,151.45,1132.1
2026-08-31T19:30:00,2026-08-31T21:30:00,DK1,0.0,175.74,1313.67,175.74,0,4.57,223.91,1673.75,-0.64,102.13,763.43,175.74,1313.67,153.27,1145.71
2026-08-31T19:15:00,2026-08-31T21:15:00,DK1,194.0,184.21,1376.99,181.45,1,0.0,0.0,0.0,-13.95,39.05,291.9,184.21,1376.99,181.45,1356.36
2026-08-31T19:00:00,2026-08-31T21:00:00,DK1,66.0,208.29,1556.99,207.37,1,3.18,177.49,1326.76,-0.65,124.31,929.23,208.29,1556.99,207.37,1550.11
2026-08-31T18:45:00,2026-08-31T20:45:00,DK1,0.0,191.59,1432.15,191.59,0,0.18,127.1,950.09,-2.02,101.01,755.06,191.59,1432.15,152.0,1136.22
2026-08-31T18:30:00,2026-08-31T20:30:00,DK1,0.0,198.53,1484.03,198.53,0,21.19,659.67,4931.1,0.0,0.0,0.0,198.53,1484.03,156.75,1171.72
2026-08-31T18:15:00,2026-08-31T20:15:00,DK1,0.0,192.5,1438.96,192.5,0,1.41,313.43,2342.92,-0.17,169.63,1268.0,192.5,1438.96,151.92,1135.62
2026-08-31T18:00:00,2026-08-31T20:00:00,DK1,37.0,188.5,1409.06,179.56,1,0.19,142.2,1062.96,-1.05,179.66,1342.98,188.5,1409.06,179.56,1342.23
2026-08-31T17:45:00,2026-08-31T19:45:00,DK1,101.0,210.92,1576.65,208.17,1,0.04,191.49,1431.41,-4.69,129.93,971.24,210.92,1576.65,208.17,1556.09
2026-08-31T17:30:00,2026-08-31T19:30:00,DK1,-192.0,182.75,1366.07,182.75,-1,10.84,401.43,3000.73,0.0,0.0,0.0,182.75,1366.07,182.75,1366.07
2026-08-31T17:15:00,2026-08-31T19:15:00,DK1,1.0,180.48,1349.11,180.48,0,0.65,172.72,1291.1,-0.24,119.85,895.89,180.77,1351.27,180.48,1349.11
2026-08-31T17:00:00,2026-08-31T19:00:00,DK1,0.0,168.53,1259.78,168.53,0,12.38,587.42,4391.02,0.0,0.0,0.0,222.25,1661.34,168.53,1259.78
2026-08-31T16:45:00,2026-08-31T18:45:00,DK1,0.0,200.13,1495.99,200.13,0,11.37,426.19,3185.81,0.0,0.0,0.0,204.37,1527.69,200.13,1495.99
2026-08-31T16:30:00,2026-08-31T18:30:00,DK1,0.0,168.83,1262.02,168.83,0,3.54,369.44,2761.6,-0.18,172.43,1288.93,173.52,1297.08,168.83,1262.02
2026-08-31T16:15:00,2026-08-31T18:15:00,DK1,-31.0,143.9,1075.67,143.9,-1,11.79,524.33,3919.42,0.0,0.0,0.0,221.85,1658.35,143.9,1075.67
2026-08-31T16:00:00,2026-08-31T18:00:00,DK1,-227.0,122.33,914.43,122.33,-1,0.28,178.09,1331.24,-0.9,146.38,1094.21,133.0,994.19,122.33,914.43
2026-08-31T15:45:00,2026-08-31T17:45:00,DK1,-290.0,125.28,936.48,125.28,-1,1.0,177.32,1325.48,-0.13,174.57,1304.93,159.0,1188.54,125.28,936.48
2026-08-31T15:30:00,2026-08-31T17:30:00,DK1,-306.0,111.13,830.71,111.13,-1,0.45,170.36,1273.46,-1.82,135.22,1010.78,128.0,956.81,111.13,830.71
2026-08-31T15:15:00,2026-08-31T17:15:00,DK1,-384.0,78.14,584.1,78.14,-1,11.44,602.82,4506.14,-0.12,166.06,1241.32,126.1,942.61,78.14,584.1
2026-08-31T15:00:00,2026-08-31T17:00:00,DK1,-79.0,11.1,82.97,56.5,-1,0.55,126.25,943.73,-18.38,11.1,82.97,131.0,979.24,56.5,422.34
2026-08-31T14:45:00,2026-08-31T16:45:00,DK1,-105.0,-4.18,-31.25,52.94,-1,0.0,0.0,0.0,-44.74,-4.18,-31.25,144.6,1080.9,52.94,395.73
2026-08-31T14:30:00,2026-08-31T16:30:00,DK1,-132.0,71.14,531.78,71.14,-1,10.92,395.34,2955.21,-0.03,86.2,644.35,138.89,1038.22,71.14,531.78
2026-08-31T14:15:00,2026-08-31T16:15:00,DK1,0.0,44.17,330.18,44.17,0,0.61,90.24,674.55,-15.27,20.52,153.39,145.79,1089.79,44.17,330.18
2026-08-31T14:00:00,2026-08-31T16:00:00,DK1,43.0,286.21,2139.45,38.87,1,7.9,286.21,2139.45,-11.04,14.19,106.07,144.5,1080.15,38.87,290.56
2026-08-31T13:45:00,2026-08-31T15:45:00,DK1,0.0,39.66,296.46,39.66,0,41.48,951.09,7109.49,0.0,0.0,0.0,136.0,1016.61,39.66,296.46
2026-08-31T13:30:00,2026-08-31T15:30:00,DK1,99.0,728.13,5442.84,24.09,1,46.15,728.13,5442.84,0.0,0.0,0.0,147.73,1104.3,24.09,180.08
2026-08-31T13:15:00,2026-08-31T15:15:00,DK1,294.0,417.76,3122.8,13.2,1,35.0,417.76,3122.8,0.0,0.0,0.0,130.84,978.04,13.2,98.67
2026-08-31T13:00:00,2026-08-31T15:00:00,DK1,195.0,660.04,4933.87,10.57,1,50.29,660.04,4933.87,0.0,0.0,0.0,130.0,971.76,10.57,79.01
2026-08-31T12:45:00,2026-08-31T14:45:00,DK1,0.0,23.3,174.17,23.3,0,52.51,1137.13,8500.16,0.0,0.0,0.0,124.9,933.64,23.3,174.17
2026-08-31T12:30:00,2026-08-31T14:30:00,DK1,305.1,310.11,2318.1,20.07,1,4.85,310.11,2318.1,-0.66,35.6,266.11,131.5,982.98,20.07,150.03
2026-08-31T12:15:00,2026-08-31T14:15:00,DK1,125.0,128.8,962.79,17.68,1,0.89,95.59,714.54,-1.52,24.75,185.01,128.8,962.79,17.68,132.16
2026-08-31T12:00:00,2026-08-31T14:00:00,DK1,274.0,127.93,956.29,14.99,1,0.0,0.0,0.0,-21.34,6.6,49.34,127.93,956.29,14.99,112.05
2026-08-31T11:45:00,2026-08-31T13:45:00,DK1,-29.0,1.82,13.6,20.07,-1,1.51,115.63,864.35,-20.39,1.82,13.6,115.76,865.32,20.07,150.03
2026-08-31T11:30:00,2026-08-31T13:30:00,DK1,-105.0,6.69,50.01,23.74,-1,26.22,307.24,2296.65,-0.01,46.13,344.83,23.74,177.46,6.69,50.01
2026-08-31T11:15:00,2026-08-31T13:15:00,DK1,60.0,110.0,822.26,33.6,1,0.01,13.38,100.02,-4.77,34.98,261.48,110.0,822.26,33.6,251.16
2026-08-31T11:00:00,2026-08-31T13:00:00,DK1,0.0,27.26,203.77,27.26,0,0.03,17.36,129.77,-7.87,18.35,137.17,103.8,775.92,27.26,203.77
2026-08-31T10:45:00,2026-08-31T12:45:00,DK1,-103.0,5.96,44.55,24.48,-1,0.0,0.0,0.0,-18.4,5.96,44.55,24.48,182.99,12.04,90.0
2026-08-31T10:30:00,2026-08-31T12:30:00,DK1,-200.0,8.0,59.8,29.3,-1,0.41,29.41,219.84,-5.22,9.15,68.4,29.3,219.02,8.0,59.8
2026-08-31T10:15:00,2026-08-31T12:15:00,DK1,-182.0,6.69,50.01,31.94,-1,0.0,0.0,0.0,-5.23,19.14,143.07,31.94,238.75,6.69,50.01
2026-08-31T10:00:00,2026-08-31T12:00:00,DK1,-153.0,6.69,50.01,30.64,-1,2.14,42.87,320.46,-2.97,10.15,75.87,30.64,229.04,6.69,50.01
2026-08-31T09:45:00,2026-08-31T11:45:00,DK1,60.0,121.48,908.08,20.93,1,0.0,93.46,698.62,-27.42,2.94,21.98,121.48,908.08,20.93,156.45
2026-08-31T09:30:00,2026-08-31T11:30:00,DK1,86.0,200.94,1502.05,33.44,1,1.6,200.94,1502.05,-27.53,-11.89,-88.88,122.45,915.33,33.44,249.97
2026-08-31T09:15:00,2026-08-31T11:15:00,DK1,-114.0,41.15,307.6,41.15,-1,29.32,717.63,5364.36,0.0,0.0,0.0,114.0,852.16,41.15,307.6
2026-08-31T09:00:00,2026-08-31T11:00:00,DK1,0.0,46.52,347.74,46.52,0,0.63,389.82,2913.94,-14.55,10.09,75.42,122.0,911.96,46.52,347.74
2026-08-31T08:45:00,2026-08-31T10:45:00,DK1,79.0,121.81,910.54,80.4,1,0.0,0.0,0.0,-0.88,12.23,91.42,121.81,910.54,80.4,601.0
2026-08-31T08:30:00,2026-08-31T10:30:00,DK1,78.0,123.01,919.51,96.31,1,0.0,0.0,0.0,0.0,0.0,0.0,123.01,919.51,96.31,719.93
2026-08-31T08:15:00,2026-08-31T10:15:00,DK1,0.0,106.47,795.87,106.47,0,4.29,269.94,2017.83,-0.97,101.59,759.4,124.09,927.59,106.47,795.87
2026-08-31T08:00:00,2026-08-31T10:00:00,DK1,0.1,99.33,742.5,99.33,0,5.71,417.63,3121.83,-0.41,107.12,800.73,130.8,977.74,99.33,742.5
2026-08-31T07:45:00,2026-08-31T09:45:00,DK1,0.0,105.22,786.53,105.22,0,23.17,1091.17,8156.6,0.0,0.0,0.0,131.4,982.23,105.22,786.53
2026-08-31T07:30:00,2026-08-31T09:30:00,DK1,98.0,199.41,1490.61,110.28,1,1.66,199.41,1490.61,-0.84,111.09,830.41,136.3,1018.86,110.28,824.35
2026-08-31T07:15:00,2026-08-31T09:15:00,DK1,31.0,245.65,1836.26,136.29,1,4.25,245.65,1836.26,-0.03,118.4,885.05,149.4,1116.78,136.29,1018.78
2026-08-31T07:00:00,2026-08-31T09:00:00,DK1,0.0,174.41,1303.73,174.41,0,14.89,346.48,2589.97,0.0,130.35,974.38,174.41,1303.73,136.2,1018.11
2026-08-31T06:45:00,2026-08-31T08:45:00,DK1,-150.0,130.0,971.76,130.0,-1,4.62,318.72,2382.46,-0.19,139.36,1041.73,137.5,1027.83,130.0,971.76
2026-08-31T06:30:00,2026-08-31T08:30:00,DK1,-159.0,130.0,971.76,160.51,-1,3.72,323.96,2421.63,-0.79,154.05,1151.54,160.51,1199.83,130.0,971.76
2026-08-31T06:15:00,2026-08-31T08:15:00,DK1,-40.0,116.15,868.23,174.58,-1,0.9,183.4,1370.93,-2.38,116.15,868.23,175.08,1308.74,174.58,1305.0
2026-08-31T06:00:00,2026-08-31T08:00:00,DK1,0.0,184.4,1378.41,184.4,0,3.54,222.8,1665.45,0.0,0.0,0.0,213.0,1592.2,184.4,1378.41
2026-08-31T05:45:00,2026-08-31T07:45:00,DK1,0.0,164.72,1231.3,164.72,0,5.23,308.77,2308.09,0.0,0.0,0.0,173.33,1295.66,164.72,1231.3
2026-08-31T05:30:00,2026-08-31T07:30:00,DK1,73.0,316.96,2369.31,165.87,1,4.9,316.96,2369.31,0.0,0.0,0.0,227.16,1698.04,165.87,1239.89
2026-08-31T05:15:00,2026-08-31T07:15:00,DK1,0.0,166.44,1244.16,166.44,0,4.67,307.66,2299.79,0.0,0.0,0.0,212.0,1584.72,166.44,1244.16
2026-08-31T05:00:00,2026-08-31T07:00:00,DK1,-35.0,166.24,1242.66,166.24,-1,6.09,322.37,2409.75,0.0,0.0,0.0,169.56,1267.48,166.24,1242.66
2026-08-31T04:45:00,2026-08-31T06:45:00,DK1,-27.0,146.0,1091.36,157.54,-1,5.08,275.2,2057.15,0.0,0.0,0.0,157.54,1177.63,146.0,1091.36
2026-08-31T04:30:00,2026-08-31T06:30:00,DK1,0.0,156.04,1166.41,156.04,0,7.11,314.1,2347.93,0.0,0.0,0.0,156.04,1166.41,145.61,1088.45
2026-08-31T04:15:00,2026-08-31T06:15:00,DK1,0.0,152.44,1139.5,152.44,0,13.37,381.02,2848.16,0.0,0.0,0.0,152.44,1139.5,138.1,1032.31
2026-08-31T04:00:00,2026-08-31T06:00:00,DK1,0.0,149.2,1115.28,149.2,0,8.77,400.79,2995.95,-0.11,131.65,984.1,149.2,1115.28,135.81,1015.19
2026-08-31T03:45:00,2026-08-31T05:45:00,DK1,28.0,225.53,1685.86,147.25,1,5.74,225.53,1685.86,0.0,0.0,0.0,147.25,1100.71,139.0,1039.04
2026-08-31T03:30:00,2026-08-31T05:30:00,DK1,33.0,246.72,1844.26,139.93,1,3.43,246.72,1844.26,-0.33,139.48,1042.63,139.93,1045.99,129.86,970.72
2026-08-31T03:15:00,2026-08-31T05:15:00,DK1,-59.0,118.19,883.48,138.14,-1,0.25,193.92,1449.57,-0.06,118.19,883.48,138.14,1032.61,124.0,926.91
2026-08-31T03:00:00,2026-08-31T05:00:00,DK1,0.0,139.18,1040.38,139.18,0,0.0,181.76,1358.67,-2.16,124.92,933.79,139.18,1040.38,126.95,948.96
2026-08-31T02:45:00,2026-08-31T04:45:00,DK1,0.0,139.53,1043.0,139.53,0,0.4,190.38,1423.11,-0.27,138.57,1035.82,139.53,1043.0,127.0,949.34
2026-08-31T02:30:00,2026-08-31T04:30:00,DK1,94.0,192.07,1435.74,138.43,1,0.36,192.07,1435.74,-0.11,131.99,986.64,138.43,1034.78,129.92,971.16
2026-08-31T02:15:00,2026-08-31T04:15:00,DK1,52.0,185.92,1389.77,137.99,1,0.17,185.92,1389.77,-0.25,132.68,991.8,137.99,1031.49,124.64,931.7
2026-08-31T02:00:00,2026-08-31T04:00:00,DK1,0.0,139.57,1043.3,139.57,0,0.26,178.49,1334.23,-0.15,127.63,954.05,139.57,1043.3,127.0,949.34
2026-08-31T01:45:00,2026-08-31T03:45:00,DK1,0.0,140.36,1049.21,140.36,0,0.13,182.13,1361.44,-0.12,126.88,948.44,140.36,1049.21,127.0,949.34
2026-08-31T01:30:00,2026-08-31T03:30:00,DK1,0.0,142.76,1067.15,142.76,0,0.16,189.91,1419.6,-0.1,130.43,974.98,142.76,1067.15,127.86,955.77
2026-08-31T01:15:00,2026-08-31T03:15:00,DK1,0.0,145.72,1089.27,145.72,0,0.02,189.65,1417.65,-0.91,126.96,949.04,145.72,1089.27,129.43,967.5
2026-08-31T01:00:00,2026-08-31T03:00:00,DK1,116.0,162.11,1211.79,149.16,1,0.0,0.0,0.0,-5.49,111.08,830.33,162.11,1211.79,149.16,1114.99
2026-08-31T00:45:00,2026-08-31T02:45:00,DK1,87.0,152.17,1137.49,143.51,1,0.0,0.0,0.0,-10.55,77.57,579.84,152.17,1137.49,143.51,1072.75
2026-08-31T00:30:00,2026-08-31T02:30:00,DK1,71.0,180.9,1352.25,146.44,1,0.0,180.9,1352.25,-0.86,134.64,1006.45,160.76,1201.7,146.44,1094.65
2026-08-31T00:15:00,2026-08-31T02:15:00,DK1,0.0,152.12,1137.11,152.12,0,0.02,170.97,1278.02,-0.23,145.93,1090.84,152.12,1137.11,139.0,1039.04
2026-08-31T00:00:00,2026-08-31T02:00:00,DK1,-39.0,148.83,1112.52,163.14,-1,0.12,196.48,1468.71,-0.01,148.83,1112.52,163.14,1219.49,150.38,1124.11
2026-08-30T23:45:00,2026-08-31T01:45:00,DK1,0.0,156.67,1171.08,156.67,0,0.1,184.29,1377.53,-0.04,138.93,1038.47,156.69,1171.23,156.67,1171.08
2026-08-30T23:30:00,2026-08-31T01:30:00,DK1,0.0,158.7,1186.25,158.7,0,0.19,182.59,1364.82,0.0,154.07,1151.64,158.7,1186.25,158.7,1186.25
2026-08-30T23:15:00,2026-08-31T01:15:00,DK1,-55.0,164.24,1227.66,164.24,-1,3.83,206.88,1546.39,0.0,0.0,0.0,170.62,1275.35,164.24,1227.66
2026-08-30T23:00:00,2026-08-31T01:00:00,DK1,0.0,168.39,1258.68,168.39,0,3.93,219.64,1641.77,0.0,0.0,0.0,205.0,1532.33,168.39,1258.68
2026-08-30T22:45:00,2026-08-31T00:45:00,DK1,42.0,173.99,1300.54,165.06,1,0.05,173.99,1300.54,-0.03,143.78,1074.73,171.12,1279.09,165.06,1233.79
2026-08-30T22:30:00,2026-08-31T00:30:00,DK1,68.0,267.6,2000.26,169.06,1,2.6,234.34,1751.64,0.0,0.0,0.0,267.6,2000.26,169.06,1263.69
2026-08-30T22:15:00,2026-08-31T00:15:00,DK1,0.0,174.58,1304.95,174.58,0,4.9,216.96,1621.73,0.0,140.13,1047.44,200.03,1495.18,174.58,1304.95
2026-08-30T22:00:00,2026-08-31T00:00:00,DK1,28.0,247.39,1849.19,188.16,1,4.9,205.29,1534.5,0.0,0.0,0.0,247.39,1849.19,188.16,1406.46
2026-08-30T21:45:00,2026-08-30T23:45:00,DK1,42.0,198.13,1480.98,161.38,1,0.8,198.13,1480.98,-0.01,128.62,961.41,170.0,1270.72,161.38,1206.28
2026-08-30T21:30:00,2026-08-30T23:30:00,DK1,0.0,166.54,1244.85,166.54,0,0.53,190.94,1427.24,-0.04,122.67,916.93,170.0,1270.72,166.54,1244.85
2026-08-30T21:15:00,2026-08-30T23:15:00,DK1,-28.0,125.92,941.23,167.24,-1,0.09,186.84,1396.59,-0.09,125.92,941.23,207.88,1553.86,167.24,1250.09
2026-08-30T21:00:00,2026-08-30T23:00:00,DK1,-57.0,129.8,970.23,178.69,-1,0.25,190.4,1423.2,-0.04,129.8,970.23,178.96,1337.69,178.69,1335.67
2026-08-30T20:45:00,2026-08-30T22:45:00,DK1,0.0,174.97,1307.87,174.97,0,0.09,125.36,937.04,-0.21,117.59,878.96,175.47,1311.6,174.97,1307.87
2026-08-30T20:30:00,2026-08-30T22:30:00,DK1,125.0,334.49,2500.25,180.62,1,0.0,0.0,0.0,-1.28,143.83,1075.1,334.49,2500.25,180.62,1350.1
2026-08-30T20:15:00,2026-08-30T22:15:00,DK1,78.0,227.16,1697.98,179.93,1,0.02,143.04,1069.2,-0.51,129.55,968.36,227.16,1697.98,179.93,1344.94
2026-08-30T20:00:00,2026-08-30T22:00:00,DK1,64.0,194.84,1456.39,189.32,1,0.31,163.62,1223.03,-0.18,147.72,1104.18,194.84,1456.39,189.32,1415.13
2026-08-30T19:45:00,2026-08-30T21:45:00,DK1,59.0,206.45,1543.17,179.79,1,1.49,206.45,1543.17,-0.08,112.5,840.91,180.06,1345.91,179.79,1343.89
2026-08-30T19:30:00,2026-08-30T21:30:00,DK1,33.0,245.83,1837.53,187.79,1,1.84,245.83,1837.53,-0.37,152.32,1138.56,240.84,1800.23,187.79,1403.69
2026-08-30T19:15:00,2026-08-30T21:15:00,DK1,0.5,199.95,1494.59,199.95,0,2.64,254.53,1902.56,-0.3,131.0,979.2,227.4,1699.77,199.95,1494.59
2026-08-30T19:00:00,2026-08-30T21:00:00,DK1,0.0,203.9,1524.11,203.9,0,5.92,280.52,2096.83,-0.05,200.0,1494.96,203.9,1524.11,203.9,1524.11
2026-08-30T18:45:00,2026-08-30T20:45:00,DK1,0.0,212.21,1586.23,212.21,0,4.99,384.39,2873.24,0.0,0.0,0.0,212.21,1586.23,212.21,1586.23
2026-08-30T18:30:00,2026-08-30T20:30:00,DK1,-74.0,201.37,1505.2,201.37,-1,5.77,384.57,2874.58,0.0,0.0,0.0,201.37,1505.2,201.37,1505.2
2026-08-30T18:15:00,2026-08-30T20:15:00,DK1,-54.0,184.57,1379.62,184.57,-1,7.42,384.57,2874.58,0.0,0.0,0.0,184.57,1379.62,184.57,1379.62
2026-08-30T18:00:00,2026-08-30T20:00:00,DK1,-90.0,174.4,1303.61,174.4,-1,7.29,292.11,2183.46,0.0,0.0,0.0,174.4,1303.61,174.4,1303.61
2026-08-30T17:45:00,2026-08-30T19:45:00,DK1,0.0,198.51,1483.82,198.51,0,4.76,346.29,2588.45,0.0,0.0,0.0,198.51,1483.82,198.51,1483.82
2026-08-30T17:30:00,2026-08-30T19:30:00,DK1,0.0,187.83,1403.99,187.83,0,5.83,360.67,2695.94,0.0,0.0,0.0,187.83,1403.99,187.83,1403.99
2026-08-30T17:15:00,2026-08-30T19:15:00,DK1,35.0,314.52,2350.97,180.6,1,8.74,314.52,2350.97,0.0,0.0,0.0,180.6,1349.95,180.6,1349.95
2026-08-30T17:00:00,2026-08-30T19:00:00,DK1,40.0,208.72,1560.14,169.27,1,2.43,208.72,1560.14,-0.07,117.54,878.59,169.27,1265.26,169.27,1265.26
2026-08-30T16:45:00,2026-08-30T18:45:00,DK1,0.0,200.61,1499.52,200.61,0,10.46,130.75,977.33,0.0,0.0,0.0,200.61,1499.52,200.61,1499.52
2026-08-30T16:30:00,2026-08-30T18:30:00,DK1,0.1,180.24,1347.26,180.24,0,0.79,249.36,1863.92,-0.31,126.04,942.12,247.39,1849.19,180.24,1347.26
2026-08-30T16:15:00,2026-08-30T18:15:00,DK1,-160.0,126.63,946.53,159.0,-1,2.04,211.39,1580.1,-0.07,141.16,1055.14,159.0,1188.49,126.63,946.53
2026-08-30T16:00:00,2026-08-30T18:00:00,DK1,-70.0,6.79,50.75,108.61,-1,2.77,270.79,2024.1,-10.15,6.79,50.75,108.61,811.84,80.0,597.98
2026-08-30T15:45:00,2026-08-30T17:45:00,DK1,0.0,134.14,1002.67,134.14,0,2.9,214.28,1601.7,-0.06,94.7,707.86,134.14,1002.67,129.85,970.6
2026-08-30T15:30:00,2026-08-30T17:30:00,DK1,0.0,74.93,560.09,74.93,0,6.65,208.78,1560.59,0.0,0.0,0.0,128.0,956.77,74.93,560.09
2026-08-30T15:15:00,2026-08-30T17:15:00,DK1,-57.0,25.29,189.04,34.71,-1,3.96,201.65,1507.29,-0.04,90.33,675.2,34.71,259.45,25.29,189.04
2026-08-30T15:00:00,2026-08-30T17:00:00,DK1,-220.0,-5.01,-37.45,5.71,-1,4.32,169.75,1268.85,-9.47,-5.01,-37.45,10.14,75.79,5.71,42.68
2026-08-30T14:45:00,2026-08-30T16:45:00,DK1,0.0,19.91,148.82,19.91,0,1.49,74.83,559.34,-2.78,15.88,118.7,57.16,427.26,19.91,148.82
2026-08-30T14:30:00,2026-08-30T16:30:00,DK1,-86.0,-51.65,-386.07,6.87,-1,11.53,132.75,992.28,-14.19,-51.65,-386.07,16.05,119.97,6.87,51.35
2026-08-30T14:15:00,2026-08-30T16:15:00,DK1,-117.0,1.34,10.02,1.34,-1,5.13,105.4,787.84,-4.62,3.88,29.0,4.86,36.33,1.34,10.02
2026-08-30T14:00:00,2026-08-30T16:00:00,DK1,-30.2,2.06,15.4,2.06,-1,0.3,28.03,209.52,-3.53,17.52,130.96,12.04,90.0,2.06,15.4
2026-08-30T13:45:00,2026-08-30T15:45:00,DK1,70.0,21.65,161.83,5.07,1,0.44,21.65,161.83,-16.17,-11.52,-86.11,18.6,139.03,5.07,37.9
2026-08-30T13:30:00,2026-08-30T15:30:00,DK1,65.0,30.52,228.13,4.14,1,2.93,30.52,228.13,-4.14,-1.14,-8.52,20.39,152.41,4.14,30.95
2026-08-30T13:15:00,2026-08-30T15:15:00,DK1,-47.0,4.99,37.3,4.99,-1,10.86,30.91,231.05,0.0,13.98,104.5,11.87,88.73,4.99,37.3
2026-08-30T13:00:00,2026-08-30T15:00:00,DK1,-107.0,5.44,40.66,5.44,-1,48.56,243.57,1820.64,0.0,0.0,0.0,8.97,67.05,5.44,40.66
2026-08-30T12:45:00,2026-08-30T14:45:00,DK1,-374.0,2.53,18.91,9.49,-1,62.68,756.99,5658.35,0.0,0.0,0.0,9.49,70.94,2.53,18.91
2026-08-30T12:30:00,2026-08-30T14:30:00,DK1,149.0,35.4,264.61,14.98,1,0.37,35.4,264.61,-1.65,9.48,70.86,14.98,111.97,11.54,86.26
2026-08-30T12:15:00,2026-08-30T14:15:00,DK1,130.0,21.0,156.97,14.66,1,0.04,12.62,94.33,-1.28,13.18,98.52,21.0,156.97,14.66,109.58
2026-08-30T12:00:00,2026-08-30T14:00:00,DK1,-49.0,5.17,38.64,14.25,-1,6.01,56.0,418.59,-2.55,5.17,38.64,15.0,112.12,14.25,106.52
2026-08-30T11:45:00,2026-08-30T13:45:00,DK1,789.0,105.0,784.85,14.25,1,0.0,0.0,0.0,-35.04,-106.8,-798.31,105.0,784.85,14.25,106.52
2026-08-30T11:30:00,2026-08-30T13:30:00,DK1,-124.0,0.65,4.86,14.25,-1,12.97,39.06,291.97,-0.55,0.65,4.86,15.0,112.12,14.25,106.52
2026-08-30T11:15:00,2026-08-30T13:15:00,DK1,-263.0,13.76,102.85,14.26,-1,32.96,91.28,682.3,0.0,0.0,0.0,14.26,106.59,13.76,102.85
2026-08-30T11:00:00,2026-08-30T13:00:00,DK1,-403.0,7.48,55.91,14.25,-1,22.69,83.62,625.04,-0.14,13.56,101.36,14.25,106.52,7.48,55.91
2026-08-30T10:45:00,2026-08-30T12:45:00,DK1,-118.0,9.13,68.24,14.25,-1,0.48,16.49,123.26,-0.57,11.32,84.61,14.25,106.52,9.13,68.24
2026-08-30T10:30:00,2026-08-30T12:30:00,DK1,0.0,14.88,111.23,14.88,0,0.05,16.24,121.39,-3.71,3.47,25.94,14.88,111.23,13.89,103.82
2026-08-30T10:15:00,2026-08-30T12:15:00,DK1,0.0,16.08,120.19,16.08,0,0.0,0.0,0.0,-6.45,-3.63,-27.13,16.08,120.19,13.5,100.91
2026-08-30T10:00:00,2026-08-30T12:00:00,DK1,-90.0,1.4,10.46,17.89,-1,0.0,13.38,100.01,-5.53,1.4,10.46,18.29,136.71,17.89,133.72
2026-08-30T09:45:00,2026-08-30T11:45:00,DK1,-210.0,4.18,31.24,14.26,-1,4.88,30.45,227.61,-4.37,4.18,31.24,14.26,106.59,12.92,96.57
2026-08-30T09:30:00,2026-08-30T11:30:00,DK1,-263.0,1.04,7.77,14.26,-1,1.54,31.98,239.04,-11.74,1.04,7.77,14.26,106.59,9.79,73.18
2026-08-30T09:15:00,2026-08-30T11:15:00,DK1,-201.0,-3.07,-22.95,17.58,-1,0.0,0.0,0.0,-21.7,-3.07,-22.95,17.58,131.41,11.02,82.37
2026-08-30T09:00:00,2026-08-30T11:00:00,DK1,-178.0,-5.41,-40.44,18.85,-1,0.0,0.0,0.0,-25.45,-5.41,-40.44,18.85,140.9,11.47,85.74
2026-08-30T08:45:00,2026-08-30T10:45:00,DK1,-243.0,-5.1,-38.12,12.05,-1,0.0,0.0,0.0,-28.86,-5.1,-38.12,12.05,90.07,10.0,74.75
